,2012-03-31
AccretionExpense,118749.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,-194647.000
AmortizationOfDeferredCharges,7236.000
AmortizationOfFinancingCostsAndDiscounts,118749.000
AssetManagementCosts,38497.000
CashAcquiredFromAcquisition,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-51127.000
DebtInstrumentConvertibleBeneficialConversionFeature,-22500.000
DepreciationAndAmortization,36835.000
DerivativeGainLossOnDerivativeNet,-315629.000
EarningsPerShareBasicAndDiluted,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,0.000
ForeignCurrencyTransactionGainLossBeforeTax,-512.000
GainsLossesOnExtinguishmentOfDebt,-34871.000
GeneralAndAdministrativeExpense,3129.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayable,35394.000
IncreaseDecreaseInAccruedLiabilities,7427.000
IncreaseDecreaseInDueFromRelatedParties,-2500.000
IncreaseDecreaseInPrepaidExpense,0.000
InterestExpense,7770.000
InterestPaid,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,9598.000
LaborAndRelatedExpense,40500.000
MarketingAndAdvertisingExpense,0.000
NetCashProvidedByUsedInFinancingActivities,65000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,65000.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,-116127.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-116127.000
NetIncomeLoss,-684366.000
NonoperatingIncomeExpense,-484255.000
OperatingExpenses,206739.000
OperatingIncomeLoss,-200111.000
OtherGeneralAndAdministrativeExpense,17067.000
PaymentsToAcquirePropertyPlantAndEquipment,0.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromOtherShortTermDebt,70000.000
ProceedsFromPaymentsForOtherFinancingActivities,-5000.000
ProceedsFromRelatedPartyDebt,0.000
ProfessionalAndContractServicesExpense,22098.000
ProfessionalFees,47881.000
Revenues,6628.000
SalesRevenueNet,6628.000
ShareBasedCompensation,9598.000
StockIssued1,55000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,57200.000
TravelAndEntertainmentExpense,220.000
WeightedAverageNumberOfDilutedSharesOutstanding,77974000.000
