,2011-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,255345.000
ComprehensiveIncomeNetOfTax,394484.000
CostOfGoodsAndServicesSold,1370600.000
Depreciation,21917.000
EarningsPerShareBasic,0.010
EarningsPerShareDiluted,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,-20367.000
GrossProfit,1623865.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,612828.000
IncomeTaxExpenseBenefit,206321.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,57244.000
IncreaseDecreaseInAccountsReceivable,148483.000
IncreaseDecreaseInDeferredRevenue,-201795.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-30850.000
IncreaseDecreaseInFinanceReceivables,-61490.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,198367.000
IncreaseDecreaseInInventories,8602.000
IncreaseDecreaseInPrepaidExpense,-90801.000
InterestExpense,370.000
InterestPaid,370.000
InvestmentIncomeInterest,912.000
NetCashProvidedByUsedInInvestingActivities,-170884.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-170884.000
NetCashProvidedByUsedInOperatingActivities,446596.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,446596.000
NetIncomeLoss,406507.000
NonoperatingIncomeExpense,542.000
OperatingExpenses,1011579.000
OperatingIncomeLoss,612286.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-12023.000
PaymentsToAcquirePropertyPlantAndEquipment,170884.000
ResearchAndDevelopmentExpense,73006.000
Revenues,2994465.000
SalesRevenueGoodsNet,1704316.000
SalesRevenueNet,2994465.000
SalesRevenueServicesNet,1290149.000
SellingGeneralAndAdministrativeExpense,916656.000
WeightedAverageNumberOfDilutedSharesOutstanding,58387251.000
WeightedAverageNumberOfSharesOutstandingBasic,45959870.000
