,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AllocatedShareBasedCompensationExpense,,1392000.000,1986000.000,7290000.000,9781000.000,9888000.000,10010000.000,9175000.000,12400000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,-221000.000,,,
AmortizationOfDebtDiscountPremium,,35000.000,,,,,,,
AmortizationOfFinancingCosts,,,,,,24000.000,,,
AmortizationOfIntangibleAssets,,,,1800000.000,,3900000.000,3900000.000,3900000.000,4000000.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,4412489.000,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,-8955000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,48096000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,2005000.000,4060000.000,,,,10832000.000,
BusinessExitCosts1,,,,,,,2200000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,114319000.000,,,,-4842000.000,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,2615000.000,3181000.000,4443000.000,6069000.000,9429000.000,10097000.000,10881000.000,12025000.000,11535000.000
CostsAndExpenses,19922000.000,25543000.000,31849000.000,50202000.000,60277000.000,67860000.000,80025000.000,89349000.000,82222000.000
CurrentFederalTaxExpenseBenefit,,231000.000,110000.000,-7869000.000,,,,,
DebtIssuanceCosts,,7000.000,,,,,,,
DefinedContributionPlanCostRecognized,,,,,,592000.000,615000.000,689000.000,1004000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,0.000,,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,,0.040,,,
DepreciationDepletionAndAmortization,,1360000.000,,,,6256000.000,,,
EarningsPerShareBasic,,,,-0.060,,,,,
EarningsPerShareBasicAndDiluted,-0.190,-0.070,-0.070,,,-0.410,-0.480,-0.640,-0.500
EmployeeBenefitsAndShareBasedCompensation,,,,,,9888000.000,10092000.000,9175000.000,15860000.000
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,1300000.000,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,-5000.000,,,
GeneralAndAdministrativeExpense,3631000.000,5172000.000,5570000.000,9826000.000,12134000.000,11994000.000,13559000.000,11606000.000,12805000.000
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,,,,,,0.000,0.000,0.000,0.000
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,,,,,,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperations,-1378000.000,-1541000.000,-2136000.000,-9919000.000,-10547000.000,-13371000.000,-15939000.000,-22205000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1689000.000,-1751000.000,-2301000.000,-10089000.000,-11129000.000,-15053000.000,-17665000.000,-23926000.000,-18692000.000
IncomeTaxExpenseBenefit,,,,,,98000.000,198000.000,67000.000,64000.000
IncomeTaxesPaidNet,,231000.000,,,,167000.000,,,
IncreaseDecreaseInAccountsPayable,,42000.000,,,,-829000.000,,,
IncreaseDecreaseInAccountsReceivable,,1377000.000,,,,-688000.000,,,
IncreaseDecreaseInAccruedLiabilities,,354000.000,,,,2655000.000,,,
IncreaseDecreaseInDeferredCharges,,-18000.000,,,,-263000.000,,,
IncreaseDecreaseInDeferredCompensation,,78000.000,,,,,,,
IncreaseDecreaseInDeferredRevenue,,1518000.000,,,,960000.000,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,159000.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,502000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,57000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,173000.000,,,,-4082000.000,,,
IncreaseDecreaseInRestrictedCash,,,,,,4823000.000,,,
IncreaseDecreaseInRestructuringReserve,,,,,,,,70000.000,
IncreaseInRestrictedCash,,,,,,4823000.000,,,
InterestAndOtherIncome,,,,,,,146000.000,109000.000,
InterestExpense,268000.000,236000.000,217000.000,203000.000,451000.000,1827000.000,1872000.000,1830000.000,1857000.000
InterestExpenseDebt,,,,,,1800000.000,1900000.000,1800000.000,
InterestPaid,,191000.000,,,,,,,
InvestmentIncomeInterest,3000.000,26000.000,52000.000,33000.000,10000.000,145000.000,,,
LeaseAndRentalExpense,379000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,115200000.000,,,,320000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,115200000.000,,,,320000.000,,,
NetCashProvidedByUsedInInvestingActivities,,-2175000.000,,,,-13717000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-2175000.000,,,,-13717000.000,,,
NetCashProvidedByUsedInOperatingActivities,,1294000.000,,,,8555000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1294000.000,,,,8555000.000,,,
NetIncomeLoss,-1689000.000,-1982000.000,-2411000.000,-2220000.000,-11146000.000,-15151000.000,-17863000.000,-23993000.000,-18756000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,792000.000,,,
OperatingLeasesRentExpenseNet,,727000.000,620000.000,783000.000,1470000.000,1100000.000,1300000.000,1400000.000,1900000.000
OtherDepreciationAndAmortization,865000.000,,1500000.000,1600000.000,,2400000.000,3000000.000,3900000.000,
OtherRestructuringCosts,,,,,,,900000.000,,
OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecurities,,,,,,0.000,,,
PaymentsForRepurchaseOfInitialPublicOffering,,65000.000,,,,,,,
PaymentsForRestructuring,,,,,,,,789000.000,
PaymentsToAcquireBusinessesGross,,,,170500000.000,,,,,
PaymentsToAcquireProductiveAssets,,2423000.000,,,,8894000.000,,,
ProceedsFromIssuanceInitialPublicOffering,,114056000.000,,,,,,,
ProceedsFromStockOptionsExercised,,1296000.000,,,,1721000.000,,,
ProfitLoss,,-1982000.000,-2411000.000,-2220000.000,,,,,
ProvisionForDoubtfulAccounts,,22000.000,,,,,,,
RepaymentsOfDebtAndCapitalLeaseObligations,,87000.000,,,,27000.000,,,
RestructuringCharges,,,,,,,3643000.000,1154000.000,
Revenues,18544000.000,24002000.000,29713000.000,40283000.000,49730000.000,54489000.000,64086000.000,67144000.000,66218000.000
SalesRevenueNet,18544000.000,24002000.000,29713000.000,40283000.000,49730000.000,54489000.000,64086000.000,67144000.000,66218000.000
SellingAndMarketingExpense,8441000.000,12293000.000,13302000.000,20189000.000,25586000.000,33144000.000,37485000.000,38867000.000,34684000.000
SeveranceCosts1,,,,,,,600000.000,,
ShareBasedCompensation,,1392000.000,,,,9888000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,1295000.000,2105000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.530,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.008,0.009,0.008,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,0.520,0.520,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,46623.000,,,,44601.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,360938.000,,,,131080.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,7.940,12.630,15.630,19.700,-32.720,14.870,16.990,24.840,-39.340
ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost,,,,383000.000,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,2.770,,,,8.170,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,9.370,,,,11.170,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,26.930,,,,32.650,,,
StockGrantedDuringPeriodValueSharebasedCompensationForfeited,,1100000.000,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,467129.000,,,,206006.000,,,
TechnologyServicesCosts,5235000.000,4897000.000,6529000.000,10058000.000,13128000.000,12625000.000,14457000.000,14865000.000,15696000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,28427025.000,32150829.000,,,36726178.000,37068035.000,37540527.000,-73999540.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,34557842.000,,,,,
