,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,2767000000.000,2974000000.000,3082000000.000,3108000000.000,3133000000.000,3137000000.000,3161000000.000,2923000000.000,3058000000.000,3092000000.000,2964000000.000,3086000000.000,3556000000.000,3319000000.000,3373000000.000,3303000000.000,2974000000.000,2982000000.000,2987000000.000,2612000000.000,2885000000.000,2686000000.000,2850000000.000,2882000000.000,3125000000.000,2875000000.000
AccountsPayableCurrent,729000000.000,816000000.000,793000000.000,819000000.000,844000000.000,955000000.000,886000000.000,825000000.000,815000000.000,908000000.000,831000000.000,803000000.000,888000000.000,924000000.000,870000000.000,877000000.000,882000000.000,1005000000.000,934000000.000,743000000.000,791000000.000,787000000.000,819000000.000,955000000.000,789000000.000,828000000.000
AccountsReceivableNetCurrent,1275000000.000,1427000000.000,1424000000.000,1401000000.000,1327000000.000,1497000000.000,1583000000.000,1331000000.000,1512000000.000,1468000000.000,1469000000.000,1414000000.000,1542000000.000,1666000000.000,1635000000.000,1611000000.000,1564000000.000,1513000000.000,1508000000.000,1356000000.000,1355000000.000,1373000000.000,1351000000.000,1258000000.000,1279000000.000,1357000000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,179000000.000,171000000.000,166000000.000,167000000.000,179000000.000,182000000.000,191000000.000,202000000.000,201000000.000,190000000.000,192000000.000,211000000.000,208000000.000,212000000.000,203000000.000,204000000.000
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,,,,,,,,,0.000,,0.000,0.000,,,,,,,,,,,
AccruedEmployeeBenefitsCurrent,361000000.000,,,363000000.000,370000000.000,369000000.000,374000000.000,376000000.000,379000000.000,375000000.000,382000000.000,385000000.000,395000000.000,395000000.000,401000000.000,409000000.000,421000000.000,414000000.000,410000000.000,391000000.000,403000000.000,391000000.000,386000000.000,387000000.000,393000000.000,385000000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,50000000.000,53000000.000,52000000.000,51000000.000,51000000.000,60000000.000,58000000.000,59000000.000,60000000.000,52000000.000,56000000.000,55000000.000,54000000.000,55000000.000,53000000.000,56000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,14285000000.000,,14702000000.000,14870000000.000,15110000000.000,15282000000.000,15374000000.000,15572000000.000,15792000000.000,16063000000.000,16330000000.000,16541000000.000,16804000000.000,16942000000.000,17218000000.000,17384000000.000,17439000000.000,17698000000.000,17943000000.000,18189000000.000,18397000000.000,18669000000.000,18831000000.000,19064000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-3000000.000,-3000000.000,-3000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-1000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,702000000.000,702000000.000,703000000.000,1004000000.000,1011000000.000,1011000000.000,973000000.000,1149000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-23000000.000,-14000000.000,-26000000.000,-48000000.000,-33000000.000,-48000000.000,-40000000.000,-36000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-728000000.000,-719000000.000,-732000000.000,-1054000000.000,-1046000000.000,-1061000000.000,-1015000000.000,-1186000000.000,-1169000000.000,-1148000000.000,-1143000000.000,-750000000.000,-734000000.000,-714000000.000,-708000000.000,-1210000000.000,-1218000000.000,-1208000000.000,-1212000000.000,-1195000000.000,-1208000000.000,-1198000000.000,-1185000000.000,-1272000000.000,-1252000000.000,-1221000000.000
AdditionalPaidInCapital,3988000000.000,3999000000.000,4020000000.000,4031000000.000,4056000000.000,4077000000.000,4097000000.000,4113000000.000,4134000000.000,4162000000.000,4189000000.000,4210000000.000,4233000000.000,4269000000.000,4299000000.000,4321000000.000,4351000000.000,4377000000.000,4400000000.000,4417000000.000,4381000000.000,4393000000.000,4406000000.000,4421000000.000,4406000000.000,4431000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,6000000.000,6000000.000,5000000.000,9000000.000,4000000.000,5000000.000,4000000.000,4000000.000,4000000.000,4000000.000,3000000.000,1000000.000,1000000.000,4000000.000,4000000.000,5000000.000,5000000.000,4000000.000,4000000.000,5000000.000,8000000.000,4000000.000,7000000.000,5000000.000,3000000.000,2000000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,47000000.000,49000000.000,42000000.000,41000000.000,38000000.000,36000000.000,35000000.000,33000000.000,26000000.000,27000000.000,25000000.000,22000000.000,21000000.000,18000000.000,18000000.000,16000000.000,14000000.000,13000000.000,13000000.000,11000000.000,12000000.000,16000000.000,29000000.000,17000000.000,18000000.000,18000000.000
Assets,43587000000.000,44029000000.000,45066000000.000,45096000000.000,45336000000.000,46374000000.000,47070000000.000,47153000000.000,48561000000.000,49026000000.000,48958000000.000,49731000000.000,50898000000.000,51562000000.000,52568000000.000,52716000000.000,53145000000.000,54177000000.000,53763000000.000,54600000000.000,55772000000.000,55690000000.000,56305000000.000,55718000000.000,55900000000.000,56478000000.000
AssetsCurrent,3677000000.000,3699000000.000,4214000000.000,3727000000.000,3565000000.000,3956000000.000,3946000000.000,3614000000.000,4646000000.000,4543000000.000,4064000000.000,3990000000.000,4679000000.000,4503000000.000,4780000000.000,4679000000.000,4479000000.000,4983000000.000,3942000000.000,4130000000.000,5083000000.000,4566000000.000,4602000000.000,3596000000.000,3588000000.000,3869000000.000
CapitalLeaseObligations,,,,,,,229000000.000,286000000.000,,,,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,2458000000.000,,,,2467000000.000,,,,2486000000.000,,,,2454000000.000,,,,2273000000.000,,,,1997000000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,2559000000.000,,,,2441000000.000,,,,2200000000.000,,,,1927000000.000,,,,1587000000.000,,,,1355000000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,297000000.000,,,,282000000.000,,,,272000000.000,,,,253000000.000,,,,217000000.000,,,,221000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,262000000.000,,,,243000000.000,,,,225000000.000,,,,210000000.000,,,,193000000.000,,,,158000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,276000000.000,,,,232000000.000,,,,247000000.000,,,,224000000.000,,,,184000000.000,,,,187000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,276000000.000,,,,253000000.000,,,,239000000.000,,,,246000000.000,,,,198000000.000,,,,179000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,269000000.000,,,,265000000.000,,,,260000000.000,,,,249000000.000,,,,220000000.000,,,,193000000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,1179000000.000,,,,1166000000.000,,,,957000000.000,,,,745000000.000,,,,575000000.000,,,,417000000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,685000000.000,,,,593000000.000,,,,498000000.000,,,,407000000.000,,,,319000000.000,,,,250000000.000,,
