,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,9000.000,,
BusinessCombinationAcquisitionRelatedCosts,,619000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,20752000.000,,
ComprehensiveIncomeNetOfTax,,,-400000.000,-601000.000,-79000.000
DeferredIncomeTaxExpenseBenefit,,,158000.000,,
DepreciationAmortizationAndAccretionNet,,,719000.000,,
EarningsPerShareBasic,0.080,-0.100,-0.080,-0.180,-0.030
EarningsPerShareDiluted,0.080,-0.100,-0.080,-0.180,-0.030
EquipmentExpense,155000.000,163000.000,134000.000,136000.000,121000.000
FeesAndCommissionsDepositorAccounts,39000.000,39000.000,34000.000,41000.000,39000.000
GainLossOnSaleOfSecuritiesNet,835000.000,2120000.000,3000.000,,168000.000
GainsLossesOnSalesOfOtherRealEstate,,,-28000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,585000.000,-806000.000,-275000.000,-1148000.000,-326000.000
IncomeTaxExpenseBenefit,191000.000,-303000.000,158000.000,-229000.000,-156000.000
IncreaseDecreaseInFederalFundsSold,,,-8740000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-417000.000,,
IncreaseDecreaseInTimeDeposits,,,-4042000.000,,
IncreaseDecreaseInTradingSecurities,,,-71000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,0.000,
InterestAndDividendIncomeOperating,5746000.000,5398000.000,4531000.000,4453000.000,4170000.000
InterestAndDividendIncomeSecurities,1167000.000,802000.000,323000.000,331000.000,155000.000
InterestAndDividendIncomeSecuritiesTradingOrMeasuredAtFairValue,12000.000,12000.000,10000.000,9000.000,9000.000
InterestAndFeeIncomeLoansAndLeases,4555000.000,4574000.000,4183000.000,4089000.000,3973000.000
InterestExpense,1447000.000,1356000.000,1234000.000,1202000.000,1099000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,256000.000,261000.000,268000.000,268000.000,267000.000
InterestExpenseMoneyMarketDeposits,45000.000,45000.000,30000.000,32000.000,34000.000
InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits,30000.000,26000.000,29000.000,30000.000,30000.000
InterestExpenseShortTermBorrowings,52000.000,54000.000,57000.000,49000.000,11000.000
InterestExpenseTimeDeposits,971000.000,877000.000,747000.000,694000.000,629000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3530000.000,3912000.000,2847000.000,3251000.000,3293000.000
InterestIncomeExpenseNet,4299000.000,4042000.000,3297000.000,3251000.000,3071000.000
InterestIncomeFederalFundsSold,12000.000,10000.000,15000.000,24000.000,33000.000
LaborAndRelatedExpense,1404000.000,1197000.000,1164000.000,1148000.000,956000.000
NetCashProvidedByUsedInFinancingActivities,,,3452000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,3452000.000,,
NetCashProvidedByUsedInInvestingActivities,,,16559000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,16559000.000,,
NetCashProvidedByUsedInOperatingActivities,,,741000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,741000.000,,
NetIncomeLoss,394000.000,-503000.000,-433000.000,-919000.000,-170000.000
NoninterestExpense,3764000.000,4067000.000,3591000.000,3707000.000,3466000.000
NoninterestIncome,819000.000,-651000.000,469000.000,-692000.000,
NoninterestIncomeOther,75000.000,34000.000,40000.000,39000.000,41000.000
OccupancyNet,564000.000,578000.000,591000.000,532000.000,581000.000
OtherComprehensiveIncomeLossNetOfTax,,,,318000.000,91000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,33000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,-111000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,0.000,-57000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,-2000.000,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,-1000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,35000.000,318000.000,202000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,19000.000,163000.000,104000.000
OtherNoninterestExpense,1335000.000,1264000.000,1439000.000,609000.000,648000.000
PaymentsToAcquireAvailableForSaleSecurities,,,59582000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,20000.000,,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,71020000.000,,
ProfessionalFees,,,,608000.000,465000.000
ProvisionForLoanAndLeaseLosses,769000.000,130000.000,450000.000,,-222000.000
ShareBasedCompensation,,,9000.000,,
TradingGainsLosses,-130000.000,-2844000.000,-71000.000,-100000.000,58000.000
WeightedAverageNumberOfDilutedSharesOutstanding,5134153.000,5108969.000,,5109969.000,5109969.000
WeightedAverageNumberOfSharesOutstandingBasic,5108821.000,5108969.000,,5109969.000,5109969.000
