,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,-5000000.000,,,,-5000000.000,,,,4000000.000,,,,4000000.000,,,,14000000.000
AllocatedShareBasedCompensationExpense,200000.000,2000000.000,1000000.000,1000000.000,,,,,,6000000.000,7000000.000,4000000.000,5000000.000,5000000.000,5000000.000,9000000.000,6000000.000,14000000.000
AmortizationOfFinancingCostsAndDiscounts,,2000000.000,2000000.000,1000000.000,,2000000.000,3000000.000,2000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000
AmortizationOfIntangibleAssets,6400000.000,7000000.000,7000000.000,6000000.000,7000000.000,7000000.000,6000000.000,7000000.000,7000000.000,7000000.000,6000000.000,7000000.000,6000000.000,6000000.000,7000000.000,6000000.000,6000000.000,6000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,308555.000,2027304.000,,,,2939568.000,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,,,1000000.000,,1000000.000,2000000.000,,,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000
AssetRetirementObligationForeignCurrencyTranslation,,,,1000000.000,,2000000.000,,-6000000.000,,-6000000.000,1000000.000,-7000000.000,24000000.000,4000000.000,,,,
AssetRetirementObligationForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,-2000000.000,3000000.000,,3000000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,1000000.000,4000000.000,,1000000.000,0.000,1000000.000,1000000.000,0.000,1000000.000,0.000,0.000,
AssetRetirementObligationLiabilitiesSettled,,,,1000000.000,,2000000.000,1000000.000,1000000.000,2000000.000,1000000.000,1000000.000,0.000,0.000,0.000,0.000,0.000,1000000.000,1000000.000
AssetRetirementObligationRevisionOfEstimate,,,,,,1000000.000,,-2000000.000,,1000000.000,0.000,-1000000.000,-3000000.000,1000000.000,-10000000.000,0.000,-2000000.000,0.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,2000000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,659000000.000,,,,-75000000.000,,,,-137000000.000,,,,-77000000.000,,,,17000000.000
CommonStockDividendsPerShareDeclared,,,,,,,0.250,0.250,,0.250,0.250,0.250,,0.250,0.045,0.045,,0.045
ComprehensiveIncomeNetOfTax,,-163000000.000,-84000000.000,-45000000.000,-57000000.000,-59000000.000,-11000000.000,-137000000.000,-332000000.000,-96000000.000,-108000000.000,-159000000.000,-155000000.000,-50000000.000,-48000000.000,-12000000.000,152000000.000,-24000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-16000000.000,-11000000.000,2000000.000,-9000000.000,1000000.000,-1000000.000,-15000000.000,-6000000.000,-12000000.000,2000000.000,-29000000.000,-27000000.000,12000000.000,2000000.000,16000000.000,2000000.000,9000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-108000000.000,-106000000.000,-188000000.000,-182000000.000,-38000000.000,-46000000.000,4000000.000,154000000.000,-15000000.000
CostOfGoodsSold,,438000000.000,475000000.000,437000000.000,-3082000000.000,393000000.000,430000000.000,361000000.000,346000000.000,350000000.000,593000000.000,536000000.000,513000000.000,455000000.000,480000000.000,453000000.000,458000000.000,479000000.000
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,,,,,,,,,,0.050
DebtIssuanceCosts,,,,,,55000000.000,,,,2000000.000,,,,,,,,
