,2015-09-30,2016-09-30
AdvertisingExpense,9060.000,4467.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,617525.000,692525.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-242231.000,-32712.000
Depreciation,637.000,850.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
GeneralAndAdministrativeExpense,432256.000,323828.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,81433.000,46502.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-81433.000,-46502.000
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsAndOtherReceivables,1028.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1048.000
IncreaseDecreaseInAccountsPayableTrade,15300.000,
IncreaseDecreaseInAccountsReceivable,10048.000,27619.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-9596.000,42815.000
IncreaseDecreaseInPrepaidExpense,70433.000,-24928.000
InterestPaid,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,69495.000,59483.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,69495.000,59483.000
NetCashProvidedByUsedInInvestingActivities,-2550.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2550.000,0.000
NetCashProvidedByUsedInOperatingActivities,-309176.000,-92195.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-309176.000,-92195.000
NetIncomeLoss,-428694.000,-260967.000
OperatingExpenses,432256.000,323828.000
PaymentsToAcquirePropertyPlantAndEquipment,2550.000,0.000
ProceedsFromIssuanceOfCommonStock,69495.000,45000.000
ProceedsFromRelatedPartyDebt,,19983.000
RepaymentsOfRelatedPartyDebt,,5500.000
Revenues,3562.000,62861.000
SalesRevenueNet,3562.000,62861.000
ShareBasedCompensation,194686.000,126750.000
StockIssuedDuringPeriodSharesShareBasedCompensationGross,,54752.000
StockIssuedDuringPeriodValueIssuedForServices,178260.000,126750.000
StockIssuedDuringPeriodValueNewIssues,47490.000,45000.000
StockIssuedDuringPeriodValueOther,16426.000,
StockIssuedDuringPeriodValueShareBasedCompensationGross,16426.000,16426.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,33765019.000,34718271.000
