,2011-09-30,2012-03-31,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-139462.000,
ComprehensiveIncomeNetOfTax,-130493.000,-135263.000,-105930.000
DepreciationAndAmortization,102850.000,101731.000,102850.000
EarningsPerShareBasicAndDiluted,-0.050,-0.050,-0.050
GainLossOnInvestments,,,-16562.000
GainLossOnSaleOfInvestments,,,17607.000
GainLossOnSaleOfMortgageLoans,3608.000,,
GeneralAndAdministrativeExpense,226483.000,170940.000,142817.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-194219.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-194219.000,-138745.000,-128061.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.050,,
IncomeTaxExpenseBenefit,,347.000,
IncomeTaxesPaidNet,,347.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-66482.000,
IncreaseDecreaseInAccountsReceivable,,-35140.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,129.000,
InterestAndFeeIncomeLoansCommercialAndResidentialRealEstate,4641.000,,
InvestmentIncomeInterestAndDividend,261.000,,1003.000
NetCashProvidedByUsedInFinancingActivities,,-54661.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-54661.000,
NetCashProvidedByUsedInOperatingActivities,,-84801.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-84801.000,
NetIncomeLoss,-130653.000,-139092.000,
NetIncomeLossAttributableToNoncontrollingInterest,-63566.000,,
OperatingCostsAndExpenses,66515.000,59197.000,62083.000
OperatingExpenses,414624.000,363124.000,338981.000
OperatingIncomeLoss,-198088.000,-138745.000,-112502.000
OperatingLeasesIncomeStatementLeaseRevenue,202761.000,202586.000,202761.000
OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeBeforeTax,,,22200.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,160.000,3829.000,-69.000
OtherIncome,6977.000,6500.000,8224.000
PaymentsForRepurchaseOfCommonStock,,54661.000,
ProfitLoss,-194219.000,-139092.000,-128061.000
RealEstateTaxesAndInsurance,18776.000,31256.000,31231.000
RelatedPartyCosts,,,22350.000
Revenues,216536.000,224379.000,226479.000
SalesRevenueNet,209559.000,217879.000,218255.000
StockRepurchasedDuringPeriodShares,,,3067.000
TenantReimbursements,2157.000,15293.000,15494.000
WeightedAverageNumberOfDilutedSharesOutstanding,2759074.000,,
WeightedAverageNumberOfSharesOutstandingBasic,2759074.000,,
