,2014-12-31,2015-12-31,2016-12-31
AmortizationOfFinancingCosts,906000.000,909000.000,969000.000
AmortizationOfIntangibleAssets,17870000.000,17461000.000,17043000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,406218.000,530133.000
CapitalExpendituresIncurredButNotYetPaid,3628000.000,3796000.000,1180000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,91000.000,-1338000.000,740000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,1567110000.000,527476000.000,350187000.000
CostsAndExpenses,1725876000.000,,
CurrentFederalTaxExpenseBenefit,,,0.000
Depreciation,24618000.000,29391000.000,30108000.000
DepreciationDepletionAndAmortization,42488000.000,46852000.000,47151000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-7288000.000,,
DistributionMadeToLimitedPartnerCashDistributionsDeclared,11014000.000,47743000.000,48070000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,91956000.000,47025000.000,48061000.000
GainLossOnSaleOfPropertyPlantEquipment,-1366000.000,-909000.000,-2569000.000
GainsLossesOnExtinguishmentOfDebt,-1634000.000,,
GeneralAndAdministrativeExpense,47398000.000,45383000.000,42581000.000
GoodwillAcquiredDuringPeriod,,5806000.000,
GoodwillImpairmentLoss,1984000.000,29896000.000,15456000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,1984000.000,,
IncomeLossAttributableToParent,-53023000.000,-58656000.000,-34523000.000
IncomeLossFromContinuingOperations,-43415000.000,-43705000.000,-33984000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-43115000.000,-42951000.000,-33463000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-9608000.000,-14951000.000,-539000.000
IncomeTaxExpenseBenefit,300000.000,754000.000,521000.000
IncomeTaxesPaidNet,108000.000,450000.000,530000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-13078000.000,-45168000.000,-235000.000
IncreaseDecreaseInAccountsReceivable,-13307000.000,-47926000.000,-5563000.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,2328000.000,-1308000.000,-185000.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,7806000.000,-1924000.000,-8025000.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-1464000.000,,177000.000
IncreaseDecreaseInInventories,-17501000.000,-13372000.000,2104000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-166000.000,-442000.000,159000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,545000.000,-709000.000,5808000.000
IncreaseDecreaseInRestrictedCash,600000.000,-600000.000,
InterestExpense,9393000.000,5375000.000,5970000.000
InterestPaid,7179000.000,4527000.000,5381000.000
NetCashProvidedByUsedInFinancingActivities,16087000.000,31698000.000,-31474000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16087000.000,31698000.000,-31474000.000
NetCashProvidedByUsedInInvestingActivities,-46153000.000,-79077000.000,-13063000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-46153000.000,-79077000.000,-13063000.000
NetCashProvidedByUsedInOperatingActivities,30157000.000,46041000.000,45277000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,30157000.000,46041000.000,45277000.000
NetIncomeLossAllocatedToLimitedPartners,-18616000.000,-58656000.000,-34523000.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-0.510,,
NoncashOrPartNoncashAcquisitionDebtAssumed1,52000000.000,12475000.000,
OilAndGasSalesRevenue,1427784000.000,455465000.000,300220000.000
OperatingCostsAndExpenses,67514000.000,69377000.000,64137000.000
OperatingIncomeLoss,-32242000.000,-39308000.000,-28121000.000
OperatingLeasesRentExpenseNet,8243000.000,5741000.000,6070785.000
OtherNoncashIncomeExpense,-434000.000,-1744000.000,469000.000
OtherNonoperatingIncomeExpense,154000.000,1732000.000,628000.000
OtherSalesRevenueNet,13130000.000,13709000.000,12921000.000
PartnersCapitalAccountAcquisitions,-52000000.000,,
PartnersCapitalAccountContributions,,5568000.000,9900000.000
PartnersCapitalAccountDistributions,91956000.000,47025000.000,48061000.000
PartnersCapitalAccountRedemptions,-42436000.000,,
PartnersCapitalAccountSaleOfUnits,252745000.000,,
PartnersCapitalAccountUnitBasedCompensation,1789000.000,1309000.000,2024000.000
PartnersCapitalAccountUnitsAcquisitions,12561934.000,,
PartnersCapitalAccountUnitsRedeemed,-1928909.000,,
PartnersCapitalAccountUnitsSaleOfUnits,13746017.000,266951.000,
PaymentsOfDebtIssuanceCosts,3193000.000,6000.000,188000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,354000.000,289000.000,174000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,12583000.000,
PaymentsToAcquireProductiveAssets,56878000.000,71011000.000,24718000.000
