,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,7846000.000,12462000.000,18070000.000,17098000.000,16702000.000,15130000.000,14528000.000,14252000.000,12080000.000,13221000.000
AccountsReceivableNetCurrent,10403000.000,12926000.000,11964000.000,14308000.000,12581000.000,9657000.000,16002000.000,9060000.000,11117000.000,12649000.000
AccruedLiabilitiesCurrent,15464000.000,12103000.000,16901000.000,12784000.000,16924000.000,12914000.000,18288000.000,11591000.000,17793000.000,11266000.000
AccumulatedAmortizationDeferredFinanceCosts,3175000.000,3721000.000,4267000.000,4813000.000,5365000.000,5917000.000,6469000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,20245000.000,18948000.000,17389000.000,19828000.000,22385000.000,25321000.000,28296000.000,31573000.000,34751000.000,38348000.000
AdditionalPaidInCapital,71564000.000,71564000.000,71564000.000,71564000.000,71564000.000,121364000.000,121364000.000,121364000.000,128234000.000,128234000.000
AllowanceForDoubtfulAccountsReceivableCurrent,904000.000,902000.000,1105000.000,1205000.000,1320000.000,1342000.000,,1301000.000,1325000.000,1451000.000
Assets,186379000.000,173639000.000,169295000.000,146998000.000,142686000.000,175040000.000,166455000.000,145984000.000,153003000.000,145989000.000
AssetsCurrent,90888000.000,78170000.000,62912000.000,34411000.000,28070000.000,62406000.000,46944000.000,27315000.000,33836000.000,29052000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.000,0.000,0.000,,,,,,,
BilledContractReceivables,7400000.000,7800000.000,8400000.000,9300000.000,9800000.000,10100000.000,,11200000.000,11500000.000,11500000.000
CapitalLeaseObligationsCurrent,,180000.000,279000.000,301000.000,308000.000,291000.000,240000.000,172000.000,95000.000,35000.000
CapitalLeaseObligationsNoncurrent,,848000.000,2280000.000,1649000.000,2007000.000,1383000.000,979000.000,961000.000,1042000.000,1186000.000
CapitalLeasedAssetsGross,2200000.000,2100000.000,2200000.000,2100000.000,2000000.000,2100000.000,2100000.000,500000.000,500000.000,500000.000
CapitalLeasesFutureMinimumPaymentsDue,371000.000,367000.000,528000.000,473000.000,403000.000,326000.000,249000.000,172000.000,95000.000,35000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,136000.000,9000.000,9000.000,9000.000,9000.000,0.000,0.000,0.000,0.000
CapitalLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,,187000.000,249000.000,172000.000,95000.000,35000.000,9000.000,0.000,0.000,0.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,210000.000,210000.000,240000.000,240000.000,240000.000,240000.000,9000.000,9000.000,9000.000,9000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,102000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,59000.000,21000.000,279000.000,224000.000,154000.000,77000.000,240000.000,163000.000,86000.000,26000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,1600000.000,1600000.000,1500000.000,1500000.000,1500000.000,1600000.000,1600000.000,200000.000,200000.000,1100000.000
CashAndCashEquivalentsAtCarryingValue,64396000.000,43682000.000,25833000.000,1586000.000,887000.000,29924000.000,12096000.000,1748000.000,6396000.000,476000.000
CustomerDepositsCurrent,2759000.000,2561000.000,2375000.000,1823000.000,1782000.000,1631000.000,1671000.000,1746000.000,2016000.000,1592000.000
DebtInstrumentCarryingAmount,,,,,,,,266000000.000,269500000.000,274500000.000
DeferredCosts,7746000.000,7200000.000,6654000.000,6158000.000,5624000.000,5072000.000,4520000.000,900000.000,775000.000,649000.000
DeferredFinanceCostsGross,10921000.000,10921000.000,10921000.000,10971000.000,10989000.000,10989000.000,10989000.000,,,
DeferredFinanceCostsNet,7746000.000,7200000.000,6654000.000,6158000.000,5624000.000,5072000.000,4520000.000,3068000.000,2642000.000,2215000.000
DeferredIncomeTaxLiabilities,,,10547000.000,,,,8221000.000,,,
DeferredRevenueCurrent,3490000.000,3410000.000,3419000.000,3629000.000,3574000.000,3446000.000,3344000.000,3520000.000,3340000.000,3309000.000
DeferredRevenueNoncurrent,2714000.000,2834000.000,2826000.000,2825000.000,2814000.000,2754000.000,3110000.000,3285000.000,3731000.000,3807000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,2197000.000,,,,299000.000,,,
DeferredTaxAssetsGross,,,106402000.000,,,,125249000.000,,,
DeferredTaxAssetsInventory,,,217000.000,,,,215000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,95855000.000,,,,117028000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,102662000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,432000.000,,,,556000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,894000.000,,,,701000.000,,,
DeferredTaxAssetsValuationAllowance,,,103943000.000,,,,124525000.000,,,
DeferredTaxLiabilities,,,8088000.000,,,,7497000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,6758000.000,,,,6397000.000,,,
DeferredTaxLiabilitiesNoncurrent,6882000.000,7516000.000,8088000.000,8255000.000,8386000.000,8491000.000,7497000.000,7695000.000,7820000.000,7915000.000
DeferredTaxLiabilitiesOtherFiniteLivedAssets,,,1330000.000,,,,1100000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,2459000.000,,,,724000.000,,,
EmployeeRelatedLiabilitiesCurrent,3471000.000,3671000.000,3885000.000,4209000.000,2810000.000,3945000.000,3838000.000,4389000.000,3816000.000,4096000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,69369000.000,57928000.000,38074000.000,38665000.000,35012000.000,22436000.000,23119000.000,24610000.000,24570000.000,24835000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,1907000.000,1907000.000,1907000.000,1877000.000,1877000.000,1877000.000,6073000.000,6073000.000,6073000.000,6073000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,4013000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,5025000.000,2335000.000,,3917000.000,2440000.000,1070000.000,,2442000.000,1615000.000,801000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,2098000.000,2098000.000,1995000.000,1907000.000,1907000.000,1907000.000,1877000.000,1877000.000,1877000.000,1877000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,5039000.000,5039000.000,2855000.000,1995000.000,1995000.000,1995000.000,1907000.000,1907000.000,1907000.000,1907000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,6333000.000,6333000.000,4149000.000,2855000.000,2855000.000,2855000.000,1995000.000,1995000.000,1994000.000,1995000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,7660000.000,7660000.000,5476000.000,4149000.000,4149000.000,4149000.000,2647000.000,2647000.000,2647000.000,2647000.000
FiniteLivedIntangibleAssetsGross,97634000.000,84049000.000,62406000.000,61437000.000,56307000.000,42361000.000,41631000.000,41551000.000,40683000.000,40135000.000
FiniteLivedIntangibleAssetsNet,28265000.000,26121000.000,24332000.000,22772000.000,21295000.000,19925000.000,18512000.000,16941000.000,16113000.000,15300000.000
Goodwill,40463000.000,40463000.000,40463000.000,40463000.000,40463000.000,40463000.000,,40463000.000,40463000.000,40463000.000
