,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2014-04-04,2014-07-04,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1603000.000,,,,,,-1651000.000,,,,-2288000.000,,,,-2248000.000
NetCashProvidedByUsedInOperatingActivities,12345000.000,,,,,,9920000.000,,,,4146000.000,,,,8899000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,12345000.000,,,,,,9920000.000,,,,4146000.000,,,,8899000.000
NetIncomeLoss,1451000.000,1300000.000,6151000.000,1987000.000,5897000.000,3470000.000,2983000.000,-870000.000,1219000.000,1607000.000,-1210000.000,474000.000,4513000.000,1969000.000,219000.000
OperatingExpenses,17644000.000,19074000.000,18642000.000,19195000.000,20381000.000,20154000.000,19998000.000,19812000.000,19449000.000,20094000.000,22098000.000,21792000.000,21318000.000,21037000.000,20770000.000
OperatingIncomeLoss,9314000.000,8642000.000,15270000.000,10306000.000,15877000.000,15757000.000,12625000.000,9056000.000,10365000.000,14184000.000,6800000.000,10686000.000,18474000.000,16837000.000,11320000.000
OperatingLeasesRentExpenseNet,,,,,900000.000,1000000.000,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,-846000.000,674000.000,-865000.000,-1253000.000,54000.000,-1387000.000,-1231000.000,2102000.000,361000.000,-646000.000,-735000.000
OtherComprehensiveIncomeLossNetOfTax,-463000.000,-571000.000,-490000.000,1161000.000,-577000.000,1046000.000,-676000.000,-888000.000,876000.000,-654000.000,-379000.000,2638000.000,818000.000,-456000.000,-721000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-463000.000,-571000.000,-490000.000,1161000.000,-577000.000,1046000.000,-676000.000,-888000.000,876000.000,-654000.000,-379000.000,2638000.000,818000.000,-456000.000,-721000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,-103000.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,-133000.000,-67000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,-490000.000,-695000.000,-757000.000,679000.000,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-463000.000,-571000.000,-490000.000,729000.000,-577000.000,1046000.000,-676000.000,-888000.000,876000.000,-580000.000,-379000.000,2638000.000,818000.000,-422000.000,-721000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,-160000.000,-191000.000,-164000.000,,,,,,,,,,,,
OtherTaxExpenseBenefit,,,,,,,-700000.000,,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,63000.000,,,,2520000.000
PaymentsOfMergerRelatedCostsFinancingActivities,,,,,,,,,,,4300000.000,,,,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,0.000,,,,363000.000,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,1603000.000,1088000.000,1099000.000,1148000.000,,,1651000.000,,,,1925000.000,,,,2248000.000
ProceedsFromIncomeTaxRefunds,,,4000000.000,,,,,,,,,,,,
ProceedsFromRepaymentsOfSecuredDebt,,,,,,,-775000.000,,,,-775000.000,,,,-9941000.000
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,,0.000,200000.000,,,0.000,,,,,,555000.000,0.000,,
ProductWarrantyAccrualPayments,1239000.000,1176000.000,1092000.000,1365000.000,1112000.000,1193000.000,1179000.000,1230000.000,1342000.000,1286000.000,1350000.000,1486000.000,1129000.000,1333000.000,1846000.000
ProductWarrantyAccrualWarrantiesIssued,1030000.000,1077000.000,1239000.000,1966000.000,1210000.000,1198000.000,965000.000,1134000.000,1658000.000,1414000.000,1506000.000,1703000.000,979000.000,1199000.000,1574000.000
PropertyPlantAndEquipmentAdditions,,,,,1320000.000,1350000.000,1508000.000,1610000.000,1568000.000,2005000.000,1525000.000,1724000.000,1160000.000,1411000.000,2114000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,-269000.000,-372000.000,-189000.000,-365000.000,-822000.000,-733000.000,-852000.000,-536000.000,-457000.000,-190000.000,-14000.000
ResearchAndDevelopmentExpense,3368000.000,3863000.000,3850000.000,3521000.000,3808000.000,4069000.000,3595000.000,3962000.000,3813000.000,3560000.000,3893000.000,4342000.000,4001000.000,3708000.000,3922000.000
Revenues,97561000.000,102219000.000,3613000.000,,121159000.000,119413000.000,110674000.000,107964000.000,109645000.000,119381000.000,110682000.000,120285000.000,129612000.000,134053000.000,114623000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,5501000.000,5080000.000,,,,,,,,,,,,,
SalesRevenueNet,97561000.000,102219000.000,109616000.000,,121159000.000,119413000.000,110674000.000,107964000.000,109645000.000,119381000.000,110682000.000,120285000.000,129612000.000,134053000.000,114623000.000
SellingAndMarketingExpense,5379000.000,5458000.000,5618000.000,5470000.000,5807000.000,5911000.000,5667000.000,5833000.000,5518000.000,5521000.000,6529000.000,6529000.000,6368000.000,6039000.000,5984000.000
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,,-3300000.000,-2200000.000,,,,,,,,
