,2013-12-31,2014-12-31
CashPeriodIncreaseDecrease,-72.000,-607.000
EarningsPerShareBasicAndDiluted,-0.100,-0.120
EffectOfExchangeRateOnCash,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
GeneralAndAdministrativeExpense,19319.000,23912.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-19319.000,-23912.000
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,6568.000,8130.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-6568.000,-8130.000
IncomeTaxReconciliationNondeductibleExpense,0.000,0.000
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayable,5000.000,-5000.000
InterestPaid,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,14247.000,28305.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,14247.000,28305.000
NetCashProvidedByUsedInOperatingActivities,-14319.000,-28912.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14319.000,-28912.000
NetIncomeLoss,-19319.000,-23912.000
OperatingExpenses,19319.000,23912.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,0.000,0.000
OtherComprehensiveIncomeLossNetOfTax,-19319.000,-23912.000
ProceedsFromContributedCapital,0.000,0.000
ProceedsFromShortTermDebt,14247.000,28305.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,200000.000,200000.000
