,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,114869000.000,104470000.000,81641000.000,97022000.000,114496000.000,112716000.000,86710000.000,112390000.000,127849000.000,126881000.000,111466000.000,92000000.000,99000000.000,96000000.000,84000000.000,87000000.000,116000000.000
AccountsReceivableNetCurrent,431105000.000,450311000.000,374200000.000,383885000.000,461955000.000,486019000.000,403705000.000,394689000.000,484082000.000,499504000.000,421346000.000,393000000.000,447000000.000,477000000.000,441000000.000,417000000.000,476000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,205084000.000,220421000.000,235058000.000,251948000.000,261449000.000,276952000.000,293534000.000,314506000.000,334995000.000,353960000.000,374315000.000,211000000.000,223000000.000,228000000.000,233000000.000,243000000.000,253000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,5295000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,-2029000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,3300000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-7383000.000,-13447000.000,-6212000.000,1040000.000,482000.000,6250000.000,6566000.000,9398000.000,5600000.000,7600000.000,6611000.000,2000000.000,4000000.000,-1000000.000,-8000000.000,-13000000.000,-15000000.000
AdditionalPaidInCapitalCommonStock,1460052000.000,1462132000.000,1464293000.000,1465971000.000,1467751000.000,1469424000.000,1471789000.000,1473064000.000,1473246000.000,1475141000.000,1475458000.000,1477000000.000,1532000000.000,2197000000.000,2207000000.000,2224000000.000,2234000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,21795000.000,20742000.000,20362000.000,19728000.000,18844000.000,20022000.000,21347000.000,21803000.000,31890000.000,35991000.000,35076000.000,25000000.000,27000000.000,28000000.000,25000000.000,23000000.000,25000000.000
Assets,7232969000.000,7183968000.000,7146823000.000,7130478000.000,7218864000.000,6391874000.000,6410914000.000,6425205000.000,5909238000.000,5898551000.000,5911526000.000,5201000000.000,5351000000.000,5112000000.000,5134000000.000,4949000000.000,5108000000.000
AssetsCurrent,1001280000.000,947262000.000,934123000.000,934507000.000,1085346000.000,1072797000.000,1081123000.000,1095973000.000,1230757000.000,1179800000.000,1205354000.000,1067000000.000,1238000000.000,1010000000.000,1044000000.000,872000000.000,1049000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,177000.000,106000.000,17000.000,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,84000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,4000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,1000000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,,81000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,0.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,17200000.000,10500000.000,13100000.000,13700000.000,37500000.000,37500000.000,30200000.000,18000000.000,15000000.000,17000000.000,29000000.000,23000000.000,27000000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,1700000.000,1400000.000,1500000.000,300000.000,400000.000,,,,,,,,
