,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,105600000.000,116500000.000,107600000.000,97200000.000,73400000.000,74900000.000,84500000.000,63000000.000,79200000.000,80600000.000,101200000.000,71400000.000,83900000.000,84600000.000,116000000.000,76700000.000,91600000.000,83100000.000,98700000.000,67100000.000,74400000.000,82000000.000,100800000.000,45400000.000,55500000.000
AccountsReceivableNetCurrent,202000000.000,226600000.000,220800000.000,197800000.000,151000000.000,156500000.000,166100000.000,135900000.000,176500000.000,167500000.000,164500000.000,134400000.000,174100000.000,183300000.000,182100000.000,138800000.000,186600000.000,166800000.000,175300000.000,142900000.000,185300000.000,185500000.000,186700000.000,104200000.000,139700000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,4800000.000,5500000.000,5900000.000,4300000.000,3700000.000,5500000.000,5000000.000,5900000.000,4800000.000,5000000.000,4300000.000,4800000.000,4600000.000,4700000.000,3700000.000,4300000.000,4100000.000,4000000.000,3400000.000,3900000.000,3700000.000,4100000.000,2500000.000,3600000.000
AccruedEmployeeBenefitsCurrent,,31800000.000,33900000.000,28200000.000,30100000.000,34600000.000,40100000.000,28300000.000,28900000.000,33400000.000,37300000.000,25600000.000,28700000.000,32700000.000,39500000.000,22700000.000,27900000.000,29100000.000,30500000.000,22000000.000,25800000.000,30800000.000,36100000.000,18700000.000,20200000.000
AccruedEnvironmentalLossContingenciesCurrent,,300000.000,300000.000,300000.000,600000.000,300000.000,300000.000,200000.000,200000.000,200000.000,200000.000,200000.000,100000.000,100000.000,100000.000,2500000.000,2200000.000,2200000.000,1900000.000,1700000.000,1700000.000,6600000.000,5000000.000,4100000.000,2200000.000
AccruedIncomeTaxesCurrent,,2200000.000,1900000.000,0.000,1800000.000,1600000.000,1100000.000,1400000.000,900000.000,1300000.000,1300000.000,1300000.000,1600000.000,1800000.000,700000.000,700000.000,0.000,800000.000,800000.000,2800000.000,1800000.000,5000000.000,4600000.000,2700000.000,-2200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,-430100000.000,440800000.000,449100000.000,233100000.000,238800000.000,246600000.000,253500000.000,260500000.000,267100000.000,269500000.000,275500000.000,281800000.000,288200000.000,292900000.000,291400000.000,299400000.000,304600000.000,310600000.000,316500000.000,321100000.000,326100000.000,332200000.000,215300000.000,219500000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-4200000.000,-3000000.000,-2300000.000,-1400000.000,-400000.000,0.000,,,,,,,,,,,500000.000,-1600000.000,-1200000.000,-3500000.000,-4600000.000,-4500000.000,-1600000.000,-1300000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,93500000.000,,,-35400000.000,-38400000.000,-41400000.000,-44400000.000,-63100000.000,-66300000.000,-69500000.000,72700000.000,-59400000.000,62000000.000,64500000.000,60100000.000,57700000.000,57100000.000,56500000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,10500000.000,6300000.000,6900000.000,8300000.000,6700000.000,9200000.000,8500000.000,,,-6800000.000,-4800000.000,-2800000.000,-4900000.000,-2400000.000,-300000.000,3300000.000,-2300000.000,6300000.000,-7800000.000,-5300000.000,-5500000.000,-6100000.000,-7600000.000,-6600000.000
