,2011-06-30
CommonStockDividendsPerShareDeclared,0.080
CostOfGoodsAndServicesSold,7989000.000
CostOfGoodsSold,4858000.000
CostOfServices,3131000.000
EarningsPerShareBasicAndDiluted,0.180
GeneralAndAdministrativeExpense,4029000.000
GrossProfit,27727000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8496000.000
IncomeTaxExpenseBenefit,3186000.000
NetIncomeLoss,5310000.000
NonoperatingIncomeExpense,30000.000
OperatingExpenses,19261000.000
OperatingIncomeLoss,8466000.000
ResearchAndDevelopmentExpense,4257000.000
Revenues,35716000.000
SalesRevenueGoodsNet,24975000.000
SalesRevenueNet,35716000.000
SalesRevenueServicesNet,10741000.000
SellingAndMarketingExpense,10975000.000
