,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,1771000.000,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,6676645.000,9060434.000,8296875.000,5859926.000,3427592.000,7013787.000,10547541.000,4213425.000,3830757.000,6269666.000,8654638.000,7080729.000,4753424.000,4902398.000,9000883.000,4955883.000,4696177.000,5486456.000,6522326.000,6441117.000,4571515.000,5971462.000,16051844.000,6566912.000
AccountsReceivableNetCurrent,7789397.000,10078843.000,3396034.000,3841673.000,4502768.000,2610474.000,2385638.000,3766014.000,4528063.000,3816533.000,7484886.000,10460689.000,3926844.000,1901424.000,1248484.000,4584897.000,4445185.000,2994735.000,4875102.000,6340719.000,3612579.000,2221129.000,6258503.000,2165415.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,650372.000,668141.000,1023999.000,,868432.000
AccruedLiabilitiesCurrentAndNoncurrent,58143.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,,,,,,,,,,,1139020.000,,,,1372493.000,
AccruedSalariesCurrent,226481.000,453203.000,592690.000,119548.000,175397.000,124230.000,213591.000,132375.000,193729.000,139888.000,507187.000,139907.000,226947.000,172910.000,753939.000,167731.000,240089.000,206004.000,,,,,,
AccumulatedAmortizationOfCurrentDeferredFinanceCosts,,,,,1024036.000,1065526.000,1097175.000,1109143.000,1121111.000,1133079.000,1145047.000,1158293.000,1245664.000,1249652.000,1249653.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,26178742.000,29150721.000,32192770.000,35245603.000,38306193.000,41374710.000,43698125.000,46371371.000,48878668.000,51392155.000,53959742.000,56517404.000,59072164.000,61612224.000,64194898.000,66781687.000,69389788.000,71998507.000,74755593.000,77514113.000,80271730.000,83061112.000,86005811.000,89061506.000
Assets,167025257.000,176569585.000,157510107.000,154293842.000,152212374.000,144797414.000,141847168.000,144167443.000,164471217.000,151844183.000,174078126.000,186395900.000,178590455.000,183913645.000,188507073.000,176384051.000,185254615.000,190066173.000,186992229.000,188703671.000,195593078.000,202145147.000,198784899.000,192826843.000
AssetsCurrent,29200281.000,40096550.000,23319876.000,22606784.000,22923994.000,17665670.000,17402396.000,22195876.000,42690536.000,31975247.000,56456056.000,70822389.000,65221076.000,72353275.000,78792392.000,66643056.000,75956222.000,80155970.000,76603773.000,77840861.000,83905464.000,88300227.000,76835075.000,71206954.000
BankOverdrafts,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,5037103.000,5037103.000,5150659.000,5150659.000,5305625.000,5354524.000,5366168.000,5366168.000,5366168.000,5366168.000,5366168.000,5366168.000,5366168.000,5528027.000,5528027.000,5607635.000,5659487.000,5659487.000,5684546.000,5755275.000,5817054.000,5817054.000,6344990.000,6344990.000
