,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-624.000,,,,,,,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,-23.000,,,,-24.000,,,,-39.000,,,,-39.000,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,,,,-0.010,,,
GeneralAndAdministrativeExpense,3081.000,3723.000,1134.000,1804.000,3496.000,1444.000,2819.000,5004.000,1534.000,1744.000,2154.000,4994.000,3301.000,4469.000,4159.000,7449.000,4269.000,5039.000,4089.000,10879.000,3519.000
IncreaseDecreaseInAccountsPayable,,,,,,,,-1500.000,,,,-1080.000,,,,640.000,,,,1200.000,
IncreaseDecreaseInInterestPayableNet,,-900.000,,,,,,579.000,,,,578.000,,,,-578.000,,,,-578.000,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,,-7500.000,,,,2500.000,
InterestExpense,541.000,578.000,578.000,578.000,576.000,578.000,578.000,578.000,578.000,578.000,576.000,578.000,578.000,578.000,576.000,578.000,578.000,578.000,576.000,578.000,578.000
NetCashProvidedByUsedInOperatingActivities,,-624.000,,,,,,-23.000,,,,-24.000,,,,-39.000,,,,-39.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-624.000,,,,,,-23.000,,,,-24.000,,,,-39.000,,,,-39.000,
NetIncomeLoss,-3622.000,-4301.000,-1712.000,-2382.000,-4072.000,-2022.000,-3397.000,-5582.000,-2112.000,-2322.000,-2730.000,-5572.000,-3879.000,-5047.000,-4735.000,-8027.000,-4847.000,-5617.000,-4665.000,-11457.000,-4097.000
OperatingIncomeLoss,-3081.000,-3723.000,-1134.000,-1804.000,-3496.000,-1444.000,-2819.000,-5004.000,-1534.000,-1744.000,-2154.000,-4994.000,-3301.000,-4469.000,-4159.000,-7449.000,-4269.000,-5039.000,-4089.000,-10879.000,-3519.000
OtherExpenses,,4000.000,,,,,,,,,,,,,,-15550.000,,,,-9540.000,
WeightedAverageNumberOfDilutedSharesOutstanding,2505000.000,2505000.000,,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,2505000.000,2505000.000,,2505000.000,2505000.000,2505000.000,2505000.000,2505000.000,-5010000.000,2505000.000,2505000.000,2505000.000,-5010000.000,2505000.000,2505000.000,2505000.000,-5010000.000,2505000.000,2505000.000
WeightedAverageNumberOfSharesOutstandingBasic,2505000.000,2505000.000,,,,,,,,,,,,,,,,,,,
