,2011-06-30,2011-12-31,2012-03-31,2012-06-30
EarningsPerShareBasicAndDiluted,,-0.004,-0.005,-0.005
GeneralAndAdministrativeExpense,1400.000,1500.000,1950.000,1800.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2900.000,-3000.000,-3450.000,-3800.000
IncreaseDecreaseInAccruedLiabilities,,-3500.000,,
InterestExpense,100.000,,,
NetCashProvidedByUsedInFinancingActivities,,-2000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2000.000,,
NetCashProvidedByUsedInOperatingActivities,,2000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2000.000,,
NetIncomeLoss,,-3000.000,-3450.000,-3800.000
NonoperatingIncomeExpense,-100.000,,,
OperatingExpenses,2800.000,3000.000,3450.000,3800.000
OperatingIncomeLoss,-2800.000,-3000.000,-3450.000,-3800.000
ProfitLoss,-2900.000,,,
RepaymentsOfRelatedPartyDebt,,2000.000,,
