,2016-10-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,89000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,690000000.000
AllocatedShareBasedCompensationExpense,664000000.000
AmortizationOfFinancingCostsAndDiscounts,36000000.000
AmortizationOfIntangibleAssets,1873000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,12000000.000
CapitalExpendituresIncurredButNotYetPaid,159000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1275000000.000
CommonStockDividendsPerShareCashPaid,1.940
CommonStockDividendsPerShareDeclared,1.940
ComprehensiveIncomeNetOfTax,-1800000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-122000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-1922000000.000
CostOfGoodsSold,7300000000.000
CostOfGoodsSoldAmortization,763000000.000
CurrentForeignTaxExpenseBenefit,165000000.000
CurrentIncomeTaxExpenseBenefit,224000000.000
DeferredForeignIncomeTaxExpenseBenefit,409000000.000
DeferredIncomeTaxExpenseBenefit,418000000.000
DeferredIncomeTaxesAndTaxCredits,365000000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,43000000.000
Depreciation,402000000.000
DepreciationDepletionAndAmortization,3042000000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,42000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,-216000000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-62000000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,103000000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,34000000.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,1.500
DividendsCommonStockCash,716000000.000
EarningsPerShareBasic,-4.750
EarningsPerShareDiluted,-4.860
EffectiveIncomeTaxRateContinuingOperations,-0.580
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.170
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.897
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.006
EffectiveIncomeTaxRateReconciliationTaxHolidays,-0.153
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,89000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,89000000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,89000000.000
GainsLossesOnExtinguishmentOfDebt,-123000000.000
GeneralPartnerDistributions,594000000.000
GeneralPartnersCapitalAccountDistributionAmount,594000000.000
GoodwillTransfers,-6000000.000
GrossProfit,5940000000.000
IncomeLossFromContinuingOperations,-1633000000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-116000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,1365000000.000
