,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,2386312.000,1828882.000,1972218.000,1935000.000,2264000.000,1812000.000,2163000.000,2142000.000,2663000.000,2693000.000,3782000.000,5530000.000,5347000.000,3831000.000,6316000.000,6854000.000
AccountsPayableCurrent,,,,,780000.000,304000.000,430000.000,512000.000,676000.000,460000.000,1011000.000,2039000.000,2293000.000,1533000.000,3366000.000,2274000.000
AccountsReceivableNetCurrent,855481.000,1159611.000,1652789.000,827000.000,1990000.000,595000.000,945000.000,1874000.000,1232000.000,3967000.000,4412000.000,4034000.000,3018000.000,3172000.000,3948000.000,2517000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,502207.000,619600.000,736994.000,853000.000,969000.000,1086000.000,1204000.000,1319000.000,1435000.000,1615000.000,1785000.000,1973000.000,2163000.000,2354000.000,295000.000,561000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,13228.000,16871.000,20515.000,24000.000,28000.000,32000.000,36000.000,39000.000,41000.000,44000.000,47000.000,47000.000,52000.000,58000.000,66000.000,73000.000
AdditionalPaidInCapitalCommonStock,284681336.000,283044569.000,280923195.000,278544000.000,277811000.000,277079000.000,277249000.000,277483000.000,299097000.000,358483000.000,412736000.000,411973000.000,412306000.000,412626000.000,412771000.000,413587000.000
AllowanceForDoubtfulAccountsReceivableCurrent,52408.000,47884.000,,43000.000,24000.000,110000.000,154000.000,133000.000,125000.000,70000.000,104000.000,55000.000,34000.000,52000.000,42000.000,15000.000
Assets,387918322.000,385415804.000,384954527.000,378036000.000,374001000.000,368127000.000,364370000.000,359431000.000,378102000.000,457397000.000,557367000.000,553564000.000,546861000.000,539004000.000,568218000.000,540425000.000
AssetsCurrent,7701049.000,9041620.000,12419871.000,9295000.000,9061000.000,7032000.000,7117000.000,5909000.000,28344000.000,69200000.000,66690000.000,49704000.000,34993000.000,32142000.000,19383000.000,23328000.000
AssetsNoncurrent,380217273.000,376374184.000,372534656.000,368741000.000,364940000.000,361095000.000,357253000.000,353522000.000,349758000.000,388197000.000,490677000.000,503860000.000,511868000.000,506862000.000,548835000.000,517097000.000
CashAndCashEquivalentsAtCarryingValue,3854828.000,5296373.000,8299646.000,5173000.000,4423000.000,3261000.000,3280000.000,954000.000,23732000.000,61917000.000,58193000.000,39461000.000,27270000.000,23170000.000,9929000.000,15051000.000
DeferredFinanceCostsNoncurrentGross,,,,,3027000.000,3027000.000,3027000.000,3027000.000,3027000.000,3846000.000,4594000.000,4607000.000,4626000.000,4626000.000,6373000.000,6624000.000
DeferredFinanceCostsNoncurrentNet,2525233.000,2407840.000,2290446.000,2174000.000,2058000.000,1941000.000,1823000.000,1708000.000,1592000.000,2231000.000,2809000.000,2634000.000,2463000.000,2272000.000,6078000.000,6063000.000
DeferredRevenueAndCreditsCurrent,281037.000,152892.000,70440.000,66000.000,69000.000,220000.000,261000.000,181000.000,292000.000,228000.000,409000.000,341000.000,135000.000,118000.000,98000.000,268000.000
DepositsAssetsNoncurrent,,,,,,,,,,,1013000.000,17175000.000,28634000.000,29079000.000,23733000.000,17862000.000
DueToAffiliateCurrent,255504.000,270568.000,58648.000,17000.000,48000.000,28000.000,34000.000,45000.000,29000.000,102000.000,198000.000,73000.000,163000.000,36000.000,147000.000,1512000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,1836000.000,1434000.000,1895000.000,1431000.000,1306000.000,964000.000,5934000.000,4971000.000,4288000.000,3392000.000,,
InsuranceSettlementsReceivableCurrent,,,,,5000.000,,126000.000,31000.000,78000.000,66000.000,70000.000,109000.000,998000.000,201000.000,217000.000,227000.000
InventoryNet,,,,,1583000.000,2044000.000,1767000.000,2025000.000,2070000.000,1643000.000,2027000.000,2201000.000,2188000.000,2679000.000,2530000.000,2792000.000
Liabilities,104172853.000,103502342.000,103351306.000,103268000.000,103631000.000,103310000.000,103708000.000,103618000.000,105234000.000,127273000.000,172264000.000,172757000.000,171395000.000,168673000.000,203336000.000,217097000.000
LiabilitiesAndStockholdersEquity,387918322.000,385415804.000,384954527.000,378036000.000,374001000.000,368127000.000,364370000.000,359431000.000,378102000.000,457397000.000,557367000.000,553564000.000,546861000.000,539004000.000,568218000.000,540425000.000
LiabilitiesCurrent,2922853.000,2252342.000,2101306.000,2018000.000,2381000.000,2060000.000,2458000.000,2368000.000,2984000.000,4523000.000,8639000.000,10194000.000,9895000.000,8235000.000,12892000.000,25434000.000
LiabilitiesNoncurrent,101250000.000,101250000.000,101250000.000,101250000.000,101250000.000,101250000.000,101250000.000,101250000.000,102250000.000,122750000.000,163625000.000,162563000.000,161500000.000,160438000.000,190444000.000,191663000.000
LinesOfCreditCurrent,,,,,,,,,,1500000.000,4250000.000,4250000.000,4250000.000,4250000.000,6331000.000,16800000.000
LongTermDebtNoncurrent,,,,,,,,,,,163625000.000,,,,190444000.000,
