,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesAndOtherLiabilities,,,,,22124000.000,22352000.000,23776000.000,22169000.000,25380000.000,25425000.000,28406000.000,24329000.000,27409000.000,27781000.000,29638000.000,28274000.000,30687000.000,32327000.000,30078000.000,28221000.000,29479000.000,29799000.000,30551000.000,28628000.000
AccruedLiabilitiesCurrentAndNoncurrent,20039000.000,21541000.000,21592000.000,19445000.000,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,62464000.000,,,,67097000.000,,,,71703000.000,,,,76026000.000,,,,79657000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,3022000.000,6297000.000,3755000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-1437000.000,1418000.000,2197000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2846000.000,258000.000,-2493000.000,53000.000,1585000.000,4879000.000,1558000.000,-169000.000,-16831000.000,-15923000.000,-13803000.000,-9452000.000,-2611000.000,-3508000.000,-4509000.000,-2687000.000,-5927000.000,-1174000.000,-4781000.000,73000.000,2395000.000,2328000.000,-6251000.000,-5568000.000
AdditionalPaidInCapitalCommonStock,126196000.000,177448000.000,176638000.000,176199000.000,175773000.000,175284000.000,174899000.000,174386000.000,173897000.000,173408000.000,173144000.000,172964000.000,172769000.000,172598000.000,172353000.000,172237000.000,171988000.000,171788000.000,171443000.000,171113000.000,171174000.000,171093000.000,171425000.000,172628000.000
Assets,4070326000.000,4192959000.000,4243644000.000,4374443000.000,4421399000.000,4318173000.000,4346613000.000,4411757000.000,4443204000.000,4459407000.000,4521452000.000,4578737000.000,4589129000.000,4582266000.000,4644439000.000,4740656000.000,4741337000.000,4725817000.000,4734992000.000,4763262000.000,4830913000.000,4812849000.000,4868806000.000,4886743000.000
AssetsHeldInTrustNoncurrent,,,,,,,,,,,,,,,,,,,,,,,5600000.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,,,136000.000,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,,,,11401000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,822924000.000,735422000.000,682878000.000,669910000.000,698204000.000,625233000.000,608486000.000,589542000.000,616023000.000,650144000.000,631590000.000,657611000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,,,0.000,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,,,,0.000,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,,,,,,,35000.000,
