,2011-10-31,2012-01-31,2012-04-30,2012-07-31
AccountsPayable,,2545.000,6911.000,
AccountsPayableAndAccruedLiabilities,1334.000,,,
AdditionalPaidInCapital,-5308.000,-5308.000,-5308.000,58041.000
Assets,10939.000,7004.000,20190.000,25871.000
AssetsCurrent,10939.000,7004.000,20190.000,25871.000
Cash,10939.000,7004.000,20190.000,25871.000
CashAndCashEquivalentsAtCarryingValue,,,20190.000,
CommonStockSharesIssued,,,,14800000.000
CommonStockValue,136180.000,136180.000,136180.000,150980.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-160293.000,-167872.000,-178068.000,-184176.000
DueFromRelatedParties,19026.000,1026.000,1026.000,1026.000
InterestPayable,,2433.000,3449.000,
Liabilities,40360.000,,,
LiabilitiesAndStockholdersEquity,10939.000,7004.000,20190.000,25871.000
LiabilitiesCurrent,40360.000,44004.000,67386.000,1026.000
NotesPayable,20000.000,38000.000,56000.000,
OperatingLossCarryforwards,,,,184176.000
StockholdersEquity,-29421.000,-37000.000,-47196.000,24845.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-29421.000,,,
