,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,52449.000,19336.000,50356.000,71437.000,65461.000,228957.000,276577.000,284411.000,514152.000,648230.000,603525.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,3250.000,3250.000,3250.000,,,,,
AccountsReceivableNetCurrent,124199.000,105625.000,78119.000,189633.000,217172.000,570347.000,604156.000,656444.000,647710.000,561049.000,706664.000
AccountsReceivableUnapprovedContractClaims,,,,,,,,,,70995.000,
AccruedLiabilitiesCurrent,57330.000,22308.000,24199.000,26080.000,27841.000,28612.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3130185.000,3156814.000,3192292.000,3228012.000,3264186.000,3409409.000,3593375.000,3783814.000,3970399.000,4166189.000,4322527.000
AdditionalPaidInCapital,9454.000,9454.000,9454.000,12054.000,267496.000,2456136.000,6198965.000,6238415.000,6630964.000,6717582.000,
AllowanceForDoubtfulAccountsReceivable,112000.000,112000.000,112000.000,70000.000,70000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
Assets,1240881.000,1349444.000,1432039.000,1768263.000,1984328.000,10028725.000,10046951.000,9929791.000,9873687.000,10323963.000,10496743.000
AssetsCurrent,274907.000,226352.000,349970.000,540745.000,707096.000,1007547.000,1244775.000,1054683.000,1242718.000,1117060.000,1071620.000
CapitalLeaseObligationsCurrent,,21228.000,22143.000,23098.000,24093.000,25131.000,26215.000,28125.000,28523.000,29753.000,31035.000
CapitalLeaseObligationsNoncurrent,,128060.000,117872.000,116024.000,109614.000,102929.000,95955.000,83656.000,81091.000,69526.000,61270.000
CapitalLeasesFutureMinimumPaymentsDue,,149288.000,140015.000,139122.000,133707.000,128060.000,122170.000,111781.000,109614.000,99279.000,116359.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,21228.000,22143.000,23098.000,24093.000,25131.000,26215.000,28125.000,6685.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,37952.000,27764.000,17980.000,7345.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,35224.000,35224.000,38326.000,39978.000,37952.000,28178.000,12957.000,37952.000,34302.000,37604.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,29753.000,29753.000,32373.000,33768.000,35224.000,36742.000,38326.000,35224.000,35224.000,45003.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,25131.000,25131.000,27345.000,28523.000,29753.000,31035.000,32373.000,29753.000,29753.000,33752.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,24045.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,3750.000,,,,,,,,,92305.000
CashAndCashEquivalentsAtCarryingValue,147698.000,108642.000,251367.000,340052.000,471514.000,344365.000,545380.000,276976.000,451752.000,344617.000,192317.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
