,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,363151.000,,
ComprehensiveIncomeNetOfTax,173571.000,21880.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,173571.000,21880.000,-456253.000,264670.000,-635616.000
ConcentrationRiskPercentage1,,,,0.671,0.710
CostOfGoodsSoldAmortization,,,,43094.000,43518.000
CostOfRevenue,7445144.000,4869666.000,1007286.000,1031881.000,992323.000
Depreciation,,,,41092.000,43655.000
DepreciationAndAmortization,,,89698.000,,
EarningsPerShareBasicAndDiluted,-0.010,0.000,-0.020,0.010,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,3701.000,,
GeneralAndAdministrativeExpense,,,642858.000,647697.000,784429.000
GrossProfit,2162868.000,1758000.000,1239343.000,1767321.000,957914.000
IncomeLossFromContinuingOperations,-192166.000,-123610.000,-522715.000,253248.000,-602379.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-191183.000,-122246.000,-522715.000,273210.000,-602379.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-192166.000,-123610.000,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,0.000,-0.020,0.010,-0.020
IncomeLossFromDiscontinuedOperationsNetOfTax,,-389.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-389.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000,,,
IncomeLossFromEquityMethodInvestments,-160924.000,-33019.000,-5457.000,-1796.000,-1647.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,-5457.000,,
IncomeTaxExpenseBenefit,983.000,1364.000,,19962.000,
IncreaseDecreaseInAccountsPayable,,,2469.000,,
IncreaseDecreaseInAccountsReceivable,,,142893.000,,
IncreaseDecreaseInAccruedLiabilities,,,124797.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,-78495.000,,
IncreaseDecreaseInDeferredRevenue,,,-52918.000,,
IncreaseDecreaseInOtherAccountsPayable,,,210902.000,,
IncreaseDecreaseInOtherReceivables,,,-121763.000,,
IncreaseDecreaseInPrepaidExpense,,,22552.000,,
InterestExpense,67994.000,95298.000,,,
InvestmentIncomeInterest,4013.000,1784.000,2634.000,2179.000,1060.000
LaborAndRelatedExpense,789352.000,761801.000,1116377.000,846797.000,775277.000
NetCashProvidedByUsedInInvestingActivities,,,470104.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,470104.000,,
NetCashProvidedByUsedInOperatingActivities,,,-110654.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-110654.000,,
NetIncomeLoss,-192166.000,-123999.000,-522715.000,253248.000,-602379.000
NonoperatingIncomeExpense,-307947.000,-86243.000,-2823.000,383.000,-587.000
OperatingExpenses,2046104.000,1794003.000,1759235.000,1494494.000,1559706.000
OperatingIncomeLoss,116764.000,-36003.000,-519892.000,272827.000,-601792.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,347934.000,207414.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,66462.000,11422.000,-33237.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,17803.000,-61535.000,,,
OtherNonoperatingIncomeExpense,-83042.000,,,,
PaymentsForAdvanceToAffiliate,,,-153543.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,4571.000,,
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,,,474675.000,,
ProfitLoss,-192166.000,-123999.000,-522715.000,,
ProvisionForDoubtfulAccounts,,,290.000,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,433804.000,384764.000
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,,,,929789.000,867334.000
RevenueFromGrants,,40290.000,,,
Revenues,9608012.000,6627666.000,2246629.000,2799202.000,1950237.000
SalesRevenueNet,9608012.000,6627666.000,2246629.000,2799202.000,1950237.000
SellingGeneralAndAdministrativeExpense,1256752.000,1032202.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,28686002.000,28686002.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,28686002.000,28686002.000,28686002.000
