,2011-09-30
AccountsPayableCurrent,1003000000.000
AccountsReceivableNetCurrent,1860000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,18680000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-3000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-380000000.000
AdditionalCollateralAggregateFairValue,59000000.000
AdditionalPaidInCapital,5952000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,34000000.000
AssetRetirementObligationsNoncurrent,1441000000.000
Assets,51187000000.000
AssetsCurrent,4374000000.000
AssetsFairValueDisclosure,2779000000.000
AssetsNeededForImmediateSettlementAggregateFairValue,202000000.000
AssetsNoncurrent,10396000000.000
CashAndCashEquivalentsAtCarryingValue,546000000.000
CashAndCashEquivalentsFairValueDisclosure,546000000.000
CollateralAlreadyPostedAggregateFairValue,21000000.000
CommercialPaper,529000000.000
CommonStockParOrStatedValuePerShare,6.500
CommonStockSharesAuthorized,600000000.000
CommonStockSharesIssued,503177402.000
CommonStockValue,3271000000.000
ConstructionInProgressGross,3105000000.000
CustomerDepositsCurrent,280000000.000
DebtInstrumentUnamortizedDiscountPremiumNet,-32000000.000
DebtWeightedAverageInterestRate,0.004
DeferredTaxLiabilitiesNoncurrent,8108000000.000
DerivativeAssets,480000000.000
DerivativeAssetsCurrent,164000000.000
DerivativeAssetsLiabilitiesAtFairValueNet,234000000.000
DerivativeAssetsNoncurrent,316000000.000
DerivativeLiabilities,246000000.000
DerivativeLiabilitiesCurrent,113000000.000
DerivativeLiabilitiesNoncurrent,133000000.000
DerivativeNetLiabilityPositionAggregateFairValue,31000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,64000000.000
Goodwill,76000000.000
IncomeTaxesReceivable,78000000.000
InterestPayableCurrent,235000000.000
InventoryRawMaterials,544000000.000
JuniorSubordinatedNotes,315000000.000
Liabilities,36474000000.000
LiabilitiesAndStockholdersEquity,51187000000.000
LiabilitiesCurrent,5684000000.000
LiabilitiesNoncurrent,30790000000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,0.000
LinesOfCreditCurrent,0.000
LitigationReserve,0.000
LongTermDebt,16450000000.000
LongTermDebtCurrent,1267000000.000
LongTermDebtFairValue,19003000000.000
LongTermDebtNoncurrent,15183000000.000
LongtermPollutionControlBondCurrentAndNoncurrent,2112000000.000
MarginDepositAssets,62000000.000
NotionalAmountOfInterestRateDerivatives,232000000.000
OtherAssetsNoncurrent,1135000000.000
OtherInventorySupplies,629000000.000
OtherLiabilitiesCurrent,1004000000.000
OtherLiabilitiesNoncurrent,978000000.000
OtherLongTermDebt,28000000.000
OtherNotesPayable,337000000.000
OtherReceivables,109000000.000
PrepaidExpenseAndOtherAssetsCurrent,173000000.000
PropertyPlantAndEquipmentGross,55097000000.000
PropertyPlantAndEquipmentNet,36417000000.000
PublicUtilitiesPropertyPlantAndEquipmentDistribution,14620000000.000
PublicUtilitiesPropertyPlantAndEquipmentGenerationOrProcessing,24666000000.000
PublicUtilitiesPropertyPlantAndEquipmentOtherPropertyPlantAndEquipment,3880000000.000
PublicUtilitiesPropertyPlantAndEquipmentTransmission,8826000000.000
RegulatoryAssetsCurrent,78000000.000
RegulatoryAssetsNoncurrent,5731000000.000
RegulatoryLiabilityCurrent,2000000.000
RegulatoryLiabilityNoncurrent,3229000000.000
RestructuringReserve,4000000.000
RetainedEarningsAccumulatedDeficit,5810000000.000
SecuredDebt,1688000000.000
SecuritiesReceivedAsCollateral,15000000.000
SecuritizedRegulatoryTransitionAssetsNoncurrent,1625000000.000
ShortTermBankLoansAndNotesPayable,529000000.000
ShortTermBorrowings,1279000000.000
ShortTermDebtWeightedAverageInterestRate,0.003
ShortTermInvestments,240000000.000
SpentNuclearFuelObligationNoncurrent,265000000.000
StockholdersEquity,14653000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,14653000000.000
TaxesPayableCurrent,501000000.000
TemporaryEquityCarryingAmount,60000000.000
TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount,1024000000.000
TransfersAccountedForAsSecuredBorrowingsAssociatedLiabilitiesCarryingAmount,750000000.000
TreasuryStockShares,20307725.000
UnbilledReceivablesCurrent,139000000.000
UnsecuredDebt,11737000000.000
