,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-18014000.000,,
ComprehensiveIncomeNetOfTax,,,3735000.000,17047000.000,25367000.000
CostOfGoodsSold,514221000.000,538794000.000,498806000.000,613352000.000,638994000.000
CostsAndExpenses,594759000.000,625839000.000,580737000.000,712755000.000,736465000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-1958000.000,-1824000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,42000.000,41000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,4847000.000,4850000.000
DefinedBenefitPlanInterestCost,,,,4824000.000,4783000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,3159000.000,3004000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,0.000,0.000
DefinedBenefitPlanServiceCost,,,,1182000.000,1206000.000
DepreciationDepletionAndAmortization,9241000.000,9352000.000,8119000.000,8338000.000,8461000.000
EquityMethodInvestmentRealizedGainLossOnDisposal,0.000,0.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,30000.000,-936000.000,186000.000,-289000.000,228000.000
GeneralAndAdministrativeExpense,9880000.000,10299000.000,9048000.000,10689000.000,12186000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-9823000.000,-3699000.000,1729000.000,15125000.000,23606000.000
IncomeLossFromEquityMethodInvestments,0.000,0.000,,,
IncomeTaxExpenseBenefit,38000.000,12000.000,61000.000,78000.000,104000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,58784000.000,,
IncreaseDecreaseInInventories,,,34617000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,700000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,196000.000,,
IncreaseDecreaseInReceivables,,,42486000.000,,
InterestExpense,4584000.000,5001000.000,4813000.000,4818000.000,4840000.000
InvestmentIncomeInterest,77000.000,91000.000,107000.000,87000.000,87000.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,-8053000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8053000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-9961000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-9961000.000,,
NetIncomeLoss,-9861000.000,-3711000.000,1668000.000,15047000.000,23502000.000
NonoperatingIncomeExpense,-4477000.000,-5846000.000,-4520000.000,-5020000.000,-4525000.000
OperatingIncomeLoss,-5346000.000,2147000.000,6249000.000,20145000.000,28131000.000
OperatingLeasesRentExpenseNet,,,,3600000.000,3500000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,41000.000,,
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,,-42000.000,-41000.000
OtherComprehensiveIncomeLossNetOfTax,,,,2000000.000,1865000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,2067000.000,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,2026000.000,1958000.000,1824000.000
OtherDepreciationAndAmortization,,,8720000.000,,
OtherNoncashIncomeExpense,,,428000.000,,
OtherOperatingIncomeExpenseNet,,,,-653000.000,-121000.000
PaymentsForProceedsFromOtherInvestingActivities,,,971000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,2355000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,4727000.000,,
PensionContributions,,,3941000.000,,
PensionExpense,,,3235000.000,,
RestructuringCharges,,,,0.000,0.000
RevenueFromRelatedParties,4382000.000,4787000.000,4946000.000,4466000.000,5266000.000
Revenues,589413000.000,627986000.000,586986000.000,732900000.000,764596000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,0.000,0.000
SalesRevenueGoodsNet,585031000.000,623199000.000,582040000.000,728434000.000,759330000.000
SalesRevenueNet,589413000.000,627986000.000,586986000.000,732900000.000,764596000.000
SellingExpense,51016000.000,55346000.000,53814000.000,60468000.000,62572000.000
