,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AllocatedShareBasedCompensationExpense,,,,1000.000,1000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2850000.000,,
CommonStockDividendsPerShareDeclared,,,,0.130,0.130
CostOfPropertyRepairsAndMaintenance,2595000.000,3220000.000,2409000.000,2863000.000,2654000.000
DepreciationAndAmortization,5844000.000,6249000.000,5993000.000,5993000.000,5858000.000
DepreciationDepletionAndAmortization,,,5991000.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,5519000.000,7989000.000,5191000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-15000.000,-13000.000,-157000.000,-81000.000,-50000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,90000.000,54000.000
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,7000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,9000.000,4000.000
DistributionsPerGeneralPartnershipUnitOutstanding,,,,0.130,0.130
EarningsPerShareBasic,0.080,0.080,0.130,0.120,0.130
EarningsPerShareDiluted,0.080,0.080,0.120,0.120,0.130
EquityMethodInvestmentDividendsOrDistributions,,,97000.000,,
FairValueOfAssetsAcquired,,,18780000.000,,
GeneralAndAdministrativeExpense,522000.000,504000.000,651000.000,911000.000,880000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,7385000.000,7449000.000,7891000.000,5801000.000,8365000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,0.090,0.060,0.090
IncomeLossFromContinuingOperationsPerDilutedShare,,,0.080,0.060,0.090
IncomeLossFromDiscontinuedOperationsNetOfTax,,,5362000.000,7908000.000,5141000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,0.040,0.060,0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.040,0.060,0.040
IncomeLossFromEquityMethodInvestments,27000.000,13000.000,114000.000,60000.000,41000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,478000.000,,
IncreaseDecreaseInInterestPayableNet,,,-29000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,3828000.000,,
IncreaseDecreaseInSecurityDeposits,,,49000.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,411719.000,407552.000
InterestExpense,5246000.000,5255000.000,4921000.000,4833000.000,4698000.000
InterestExpenseDebt,,,,133000.000,130000.000
InterestExpenseOther,,,,13000.000,
InterestExpenseRelatedParty,144000.000,188000.000,146000.000,146000.000,130000.000
InterestPaid,,,5016000.000,,
InvestmentIncomeInterestAndDividend,57000.000,54000.000,93000.000,58000.000,55000.000
LiabilitiesAssumed1,,,11479000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-21535000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-21535000.000,,
NetCashProvidedByUsedInInvestingActivities,,,6650000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,6650000.000,,
NetCashProvidedByUsedInOperatingActivities,,,17735000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,17735000.000,,
NetIncomeLossAttributableToNoncontrollingInterest,5491000.000,5561000.000,10409000.000,10929000.000,10587000.000
NetIncomeLossAvailableToCommonStockholdersBasic,1879000.000,1875000.000,2844000.000,2780000.000,2919000.000
OperatingCostsAndExpenses,12111000.000,12869000.000,11481000.000,12781000.000,12088000.000
OperatingIncomeLoss,12691000.000,12825000.000,12751000.000,10662000.000,13097000.000
OperatingLeasesIncomeStatementLeaseRevenue,20295000.000,20913000.000,20012000.000,20075000.000,20471000.000
OtherRealEstateRevenue,462000.000,508000.000,272000.000,401000.000,667000.000
PaymentsOfDividends,,,,13687000.000,13687000.000
PaymentsOfDividendsCommonStock,,,2936000.000,,
PaymentsOfDividendsMinorityInterest,,,11355000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,11479000.000,,
PaymentsToDevelopRealEstateAssets,,,176000.000,,
ProceedsFromCollectionOfNotesReceivable,,,1743000.000,,
ProceedsFromRelatedPartyDebt,,,13457000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,-3305000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,16562000.000,,
ProfitLoss,7370000.000,7436000.000,13253000.000,13709000.000,13506000.000
RealEstateTaxExpense,3150000.000,2896000.000,2428000.000,3014000.000,2696000.000
RelatedPartyTransactionAmountsOfTransaction,,,,30000.000,30000.000
RepaymentsOfRelatedPartyDebt,,,13457000.000,12880000.000,
RepaymentsOfSecuredDebt,,,3786000.000,,
RevenueFromRelatedParties,,,,424000.000,303000.000
Revenues,24802000.000,25694000.000,24232000.000,23443000.000,25185000.000
SalesRevenueNet,24802000.000,25694000.000,24232000.000,23443000.000,25185000.000
ShareBasedCompensation,,,1000.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,821000.000,,
StraightLineRent,,,201000.000,,
TenantReimbursements,4045000.000,4273000.000,3948000.000,2967000.000,4047000.000
WeightedAverageNumberOfDilutedSharesOutstanding,22756006.000,22878981.000,23157454.000,23079739.000,23075572.000
WeightedAverageNumberOfSharesOutstandingBasic,22495605.000,22584770.000,22637668.000,22668020.000,22668020.000
