,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-06-30
AdjustmentsToAdditionalPaidInCapitalOther,,1467926.000,,,
AllocatedShareBasedCompensationExpense,,458575.000,458576.000,458575.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,27276.000,,,
DebtConversionConvertedInstrumentAmount1,,-12511.000,,,
DebtConversionOriginalDebtAmount1,,-113600.000,,,
Depreciation,71367.000,96343.000,96341.000,97778.000,105000.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,,,
ExplorationExpenseMining,407999.000,1378.000,286.000,6576.000,23685.000
GeneralAndAdministrativeExpense,113364.000,271575.000,307737.000,213735.000,458857.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-329188.000,,,
IncreaseDecreaseInDueFromRelatedParties,,1289296.000,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,59583.000,,,
IncreaseDecreaseInInterestPayableNet,,14946.000,,,
IncreaseDecreaseInInventories,,246704.000,,,
IncreaseDecreaseInPrepaidExpense,,1457177.000,,,
InducedConversionOfConvertibleDebtExpense,,,,,232155.000
InterestExpense,75782.000,64431.000,89928.000,139055.000,154614.000
InterestExpenseOther,,1467926.000,588701.000,20548.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,1241038.000,,,
LaborAndRelatedExpense,282685.000,104644.000,116047.000,89071.000,33782.000
LeaseAndRentalExpense,,250000.000,250000.000,250000.000,250000.000
NetCashProvidedByUsedInFinancingActivities,,928137.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,928137.000,,,
NetCashProvidedByUsedInInvestingActivities,,-60085.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-60085.000,,,
NetCashProvidedByUsedInOperatingActivities,,-840776.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-840776.000,,,
NetIncomeLoss,-2237091.000,-3893514.000,-2353888.000,-1897227.000,-2563170.000
OperatingExpenses,2161309.000,2420156.000,1691514.000,1744785.000,2197103.000
OperatingIncomeLoss,-2161309.000,-2361157.000,-1675259.000,-1737624.000,-2176401.000
PaymentsToAcquireMiningAssets,,59326.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,759.000,,,
ProceedsFromIssuanceOfCommonStock,,65667.000,,,
ProceedsFromNotesPayable,,935700.000,,,
ProfessionalFees,731371.000,1164780.000,391090.000,443657.000,797654.000
RepaymentsOfNotesPayable,,73230.000,,,
Revenues,,58999.000,16255.000,7161.000,20702.000
SalesRevenueNet,,58999.000,16255.000,7161.000,20702.000
ShareBasedCompensation,,1834302.000,,,445039.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,2840143.000,,,
StockIssuedDuringPeriodValueNewIssues,,65667.000,,,
StockIssuedDuringPeriodValueOther,,12511.000,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,1241038.000,,,221061.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,1033932301.000
