,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AdvertisingExpense,,,,,27812.000,,,,,,,35214.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,27863.000,
CashPeriodIncreaseDecrease,,,540.000,,,,-162071.000,,,,-143206.000,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-1053099.000,-1608167.000
CostOfGoodsSold,38824.000,102500.000,68979.000,,,,,1332974.000,3613423.000,,,
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet,,13118.000,,,,,,,,,,
Depreciation,253.000,270.000,290.000,,,,,,,,,
DepreciationAndAmortization,,,290.000,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,5700.000,-449889.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,-0.010,-0.110,-0.010,-0.020,0.000,-0.020,-0.020,-0.030
FairValueAdjustmentOfWarrants,,,,,,,,,,,82530.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,5700.000,
GeneralAndAdministrativeExpense,52668.000,75543.000,27453.000,621.000,27016.000,18487.000,69545.000,75047.000,59224.000,74522.000,67899.000,52007.000
GrossProfit,86002.000,93461.000,60542.000,,98602.000,,,180198.000,690465.000,,,8810.000
IncomeLossAttributableToNoncontrollingInterest,,-1576.000,-99.000,,,,,,,,,
IncomeLossFromContinuingOperations,-106977.000,-56095.000,-40448.000,-50009.000,-195269.000,-3150729.000,-603760.000,-830580.000,-186771.000,-771731.000,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,-603760.000,-830580.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-1046932.000,-1612654.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-113304.000,-49213.000,-48938.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingGeneralPartnershipUnitNetOfTax,,,,-52769.000,-219029.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,-23752.000,-23752.000,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,97912.000,,,,327159.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,16910.000,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,-1578.000,,,,,,,,-181703.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,7815.000,,,,3011.000,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,11552.000,
IncreaseDecreaseInAccruedSalaries,,,32095.000,,,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,,,5700.000,
IncreaseDecreaseInInventories,,,1206.000,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,-16.000,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,6434.000,
InterestAndDebtExpense,2245.000,-4102.000,,,,,,,,,,
InterestExpense,-6327.000,-6236.000,-8490.000,-2760.000,-23760.000,-19055.000,-25009.000,-24011.000,-3153.000,,,
InterestExpenseOther,,,,,,,,,,,-31606.000,124676.000
InterestPaid,,,,,,,,,,,323.000,
LitigationSettlementExpense,,,,,,,,,,,37700.000,
NetCashProvidedByUsedInFinancingActivities,,,-7244.000,,,,225000.000,,,,300000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-7244.000,,,,225000.000,,,,300000.000,
NetCashProvidedByUsedInOperatingActivities,,,7784.000,,,,-387071.000,,,,-437039.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,7784.000,,,,-387071.000,,,,-437039.000,
NetIncomeLoss,,,,,,,-603760.000,,,,-1046932.000,-1612654.000
NetIncomeLossAttributableToNoncontrollingInterest,-14331.000,,-99.000,4651.000,,,,,,,,
