,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,720000.000,,6000.000,6000.000,0.000,0.000,1000.000,0.000,23000.000,37000.000,1780000.000,31000.000
AccountsPayableRelatedPartiesCurrent,607000.000,0.000,0.000,,,,4000.000,0.000,2000.000,0.000,0.000,
AccountsReceivableNetCurrent,,,,,,,,,,9918000.000,10043000.000,9217000.000
AccountsReceivableRelatedParties,,,,,,,,,,,3470000.000,6951000.000
AccumulatedAmortizationDeferredFinanceCosts,,47000.000,-112000.000,,,,425000.000,,,,826000.000,
Assets,450692000.000,545308000.000,537402000.000,522146000.000,516390000.000,536284000.000,529731000.000,498514000.000,482577000.000,605369000.000,670549000.000,692590000.000
AssetsCurrent,14213000.000,24036000.000,24102000.000,17897000.000,20857000.000,16500000.000,10884000.000,11822000.000,14725000.000,18269000.000,23413000.000,44939000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,71659000.000,,,,148948000.000,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,135642000.000,157249000.000,91444000.000,75266000.000,45741000.000,75121000.000,85329000.000,86993000.000,94480000.000,199401000.000,252232000.000,254303000.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,511085000.000,,,,554992000.000,,,,760818000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,478285000.000,,,,483333000.000,,,,611870000.000,
CapitalizedCostsProvedProperties,317667000.000,353748000.000,419641000.000,,,468183000.000,469663000.000,470095000.000,471886000.000,493415000.000,508586000.000,515090000.000
CapitalizedCostsUnprovedProperties,,,91444000.000,,,,85329000.000,,,,252232000.000,
CashAndCashEquivalentsAtCarryingValue,7029000.000,13504000.000,15110000.000,9821000.000,9988000.000,4951000.000,539000.000,4663000.000,6144000.000,7758000.000,9213000.000,28563000.000
CostMethodInvestments,,33900000.000,33900000.000,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,1225000.000,1165000.000,,,,1717000.000,,,,2159000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,300000.000,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,10472000.000,9589000.000,8706000.000,,,6100000.000,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,1287730000.000,,,,912276000.000,,,,948090000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,9014000.000,,,,4789000.000,,,,4615000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,1190157000.000,,,,845710000.000,,,,874366000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,88559000.000,,,,61777000.000,,,,69109000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,636921000.000,,,,449947000.000,,,,461785000.000,
GeneralPartnersCapitalAccount,0.000,0.000,0.000,,,,,,,,,
Liabilities,14021000.000,1789000.000,2051000.000,,,31104000.000,34587000.000,43910000.000,52915000.000,56290000.000,122651000.000,872000.000
LiabilitiesAndStockholdersEquity,450692000.000,545308000.000,537402000.000,522146000.000,516390000.000,536284000.000,529731000.000,498514000.000,482577000.000,605369000.000,670549000.000,692590000.000
