,2011-06-30,2011-09-30,2012-03-31
AccountsPayableAndAccruedLiabilities,12535912.000,,17007857.000
AccountsPayableAndAccruedLiabilitiesCurrent,,11426438.000,
AccountsReceivableNet,1460581.000,,
AccountsReceivableNetCurrent,,1337454.000,2182636.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,-30700152.000
AdditionalPaidInCapital,34482935.000,46270447.000,60235583.000
AssetRetirementObligation,,,9507347.000
AssetRetirementObligationsNoncurrent,8618376.000,8763528.000,
Assets,45667660.000,39614856.000,30100675.000
AssetsCurrent,6588297.000,4265449.000,7160953.000
CashAndCashEquivalentsAtCarryingValue,1264605.000,912057.000,827819.000
CertificatesOfDepositAtCarryingValue,200000.000,,
CommonStockValue,170810.000,267201.000,344132.000
DebtCurrent,82127.000,,
DeferredFinanceCostsCurrentNet,84153.000,34198.000,144027.000
DueToRelatedPartiesCurrent,6334516.000,69340.000,
HedgingAssetsCurrent,,510891.000,2554914.000
HedgingAssetsNoncurrent,,14269.000,
HedgingLiabilitiesCurrent,390029.000,,
HeldToMaturitySecuritiesNoncurrent,,200000.000,
Liabilities,35618461.000,27745535.000,37891997.000
LiabilitiesAndStockholdersEquity,45667660.000,39614856.000,30100675.000
LiabilitiesCurrent,25658076.000,18982007.000,24822631.000
LinesOfCreditCurrent,6315492.000,6210869.000,6147993.000
LongTermDebtCurrent,,,942944.000
LongTermDebtNoncurrent,943504.000,,562019.000
LongTermLineOfCredit,156577.000,,
MarketableSecuritiesCurrent,1751602.000,,
NotesPayableRelatedPartiesCurrent,,,723837.000
NotesPayableRelatedPartiesNoncurrent,,,3000000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,-6377082.000,-10509773.000,
OilAndGasPropertySuccessfulEffortMethodGross,,,43564657.000
OilAndGasPropertySuccessfulEffortMethodNet,37002166.000,33357745.000,12864505.000
OtherAssets,159170.000,,7701431.000
OtherAssetsNoncurrent,,158296.000,
OtherDeferredCostsNet,,495397.000,
OtherRestrictedAssetsCurrent,,750000.000,201988.000
PrepaidExpenseAndOtherAssetsCurrent,24170.000,225452.000,139317.000
PropertyPlantAndEquipmentNet,1718027.000,1619097.000,2373786.000
ProvedOilAndGasPropertySuccessfulEffortMethod,26688873.000,27907901.000,
RestrictedCashAndCashEquivalentsAtCarryingValue,750000.000,,
RestrictedInvestmentsCurrent,,,750000.000
RetainedEarningsAccumulatedDeficit,-24604546.000,-35636884.000,-69182008.000
StockholdersEquity,10049199.000,11869321.000,-7791322.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,10049199.000,11869321.000,-7791322.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,16690375.000,15959617.000,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,161911391.000,170204573.000,
