,2011-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,63000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,21759000.000
DeferredIncomeTaxExpenseBenefit,4964000.000
DepreciationAmortizationAndAccretionNet,1530000.000
EarningsPerShareBasic,-1.170
EarningsPerShareDiluted,-1.170
EquipmentExpense,632000.000
FeesAndCommissionsDepositorAccounts,151000.000
GainLossOnDispositionOfAssets,20000.000
GainLossOnSaleOfSecuritiesNet,3372000.000
GainsLossesOnSalesOfOtherRealEstate,-354000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-994000.000
IncomeTaxExpenseBenefit,4964000.000
IncreaseDecreaseInFederalFundsSold,1303000.000
IncreaseDecreaseInOtherOperatingLiabilities,-374000.000
IncreaseDecreaseInTimeDeposits,-7063000.000
IncreaseDecreaseInTradingSecurities,-2012000.000
InterestAndDividendIncomeOperating,21706000.000
InterestAndDividendIncomeSecurities,3513000.000
InterestAndDividendIncomeSecuritiesTradingOrMeasuredAtFairValue,67000.000
InterestAndFeeIncomeLoansAndLeases,18073000.000
InterestExpense,5633000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,1042000.000
InterestExpenseMoneyMarketDeposits,178000.000
InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits,124000.000
InterestExpenseShortTermBorrowings,238000.000
InterestExpenseTimeDeposits,3671000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,14524000.000
InterestIncomeExpenseNet,16073000.000
InterestIncomeFederalFundsSold,53000.000
LaborAndRelatedExpense,5355000.000
NetCashProvidedByUsedInFinancingActivities,-29225000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-29225000.000
NetCashProvidedByUsedInInvestingActivities,44333000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,44333000.000
NetCashProvidedByUsedInOperatingActivities,6651000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6651000.000
NetIncomeLoss,-5958000.000
NoninterestExpense,16208000.000
NoninterestIncome,690000.000
NoninterestIncomeOther,299000.000
OccupancyNet,2309000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,324000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,-1146000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,1314000.000
OtherNoninterestExpense,6300000.000
PaymentsToAcquireAvailableForSaleSecurities,162134000.000
PaymentsToAcquirePropertyPlantAndEquipment,461000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,166591000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,36000.000
ProceedsFromStockOptionsExercised,8000.000
ProvisionForLoanAndLeaseLosses,1549000.000
ShareBasedCompensation,63000.000
StockIssuedDuringPeriodValueStockOptionsExercised,8000.000
