,2015-05-31,2015-08-31,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,13877.000,,,,-12267.000,
ComprehensiveIncomeNetOfTax,-10285.000,-8172.000,,,,,,
CostOfRevenue,12907.000,7488.000,,,10326.000,,,4300.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,,,,,
GeneralAndAdministrativeExpense,1132.000,680.000,1096.000,1074.000,1835.000,140.000,12277.000,2565.000
GrossProfit,573.000,916.000,,,755.000,,,-206.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,3178.000,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-3178.000,,,,,
IncreaseDecreaseInAccountsPayable,,,9750.000,,,,-21935.000,
IncreaseDecreaseInOperatingCapital,,,-8750.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1000.000,,,,-840.000,
InventoryWriteDown,,,,,,,,600.000
ManagementFeeExpense,,,,,,,,1900.000
NetCashProvidedByUsedInFinancingActivities,,,14473.000,,,,30000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,14473.000,,,,30000.000,
NetCashProvidedByUsedInOperatingActivities,,,-596.000,,,,-42267.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-596.000,,,,-42267.000,
NetIncomeLoss,-10335.000,-8122.000,-9346.000,-9542.000,-10698.000,-5626.000,-21172.000,-12726.000
OperatingExpenses,10908.000,9038.000,9346.000,9542.000,11453.000,5626.000,21172.000,12520.000
OperatingIncomeLoss,-10335.000,-8122.000,-9346.000,-9542.000,-10698.000,-5626.000,-21172.000,-12726.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,50.000,-50.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,14473.000,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,30000.000,
ProfessionalFees,9776.000,8358.000,8250.000,8468.000,9618.000,5486.000,8895.000,9355.000
ProfitLoss,,,,-9542.000,-10698.000,,,
Revenues,13480.000,8404.000,,,11081.000,,,4094.000
SalesRevenueNet,13480.000,8404.000,,,11081.000,,,4094.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16770000.000,16770000.000,19230015.000,20466050.000,20466050.000,-39999684.000,20466050.000,20466050.000
