,2011-09-30,2012-09-30,2013-09-30,2014-09-30,2015-09-30,2016-09-30
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,8958428.000,639390.000,-131745.000,-2779497.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2269604.000,-15586606.000,4726993.000,-13007107.000,5771226.000,-4809450.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,-3296571.000,1514183.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,3615638.000,0.000,
ComprehensiveIncomeNetOfTax,-16743090.000,-64282354.000,-115447592.000,-160652.000,15406699.000,-13557688.000
CostOfRevenue,192648690.000,204197751.000,202159615.000,113454395.000,12954553.000,12099632.000
DeferredIncomeTaxExpenseBenefit,1302120.000,2116630.000,5826285.000,0.000,101617.000,-96793.000
DeferredRevenuePeriodIncreaseDecrease,-244181.000,-252469.000,-333612.000,,,
DepreciationAndAmortization,18628181.000,18519317.000,19316828.000,8257676.000,508945.000,1117741.000
EarningsPerShareBasic,-0.390,,-9.190,,,-0.710
EarningsPerShareBasicAndDiluted,,,,2.990,1.230,
EarningsPerShareDiluted,-0.390,,-9.190,,,-0.710
EffectOfExchangeRateOnCashAndCashEquivalents,797210.000,150728.000,267604.000,51232.000,-34039.000,-319258.000
FinancingInterestExpense,10828983.000,11265990.000,11522580.000,16800404.000,0.000,
ForeignCurrencyTransactionGainLossUnrealized,-1353907.000,-3206705.000,-81423.000,-255146.000,200078.000,-213127.000
GainLossOnDispositionOfIntangibleAssets,,,-6102.000,0.000,,
GainLossOnSaleOfBusiness,,,-20850.000,-39008449.000,0.000,
GainLossOnSaleOfOtherAssets,,,1345941.000,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,471444.000,16106.000,-2336443.000,0.000,,
GeneralAndAdministrativeExpense,18130183.000,40008940.000,17490537.000,12357721.000,3329763.000,4737843.000
GrossProfit,26304034.000,1473195.000,-16607055.000,9559685.000,949861.000,-1730188.000
ImpairmentOfLongLivedAssetsHeldForUse,6517344.000,3918959.000,62527213.000,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-23235244.000,-63413629.000,-109909115.000,-26705038.000,19363204.000,-11979614.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-26721513.000,14042689.000,-12652194.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-2.120,1.090,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,1.100,-0.710
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,-0.710
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,64497429.000,1831237.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,5.110,0.140,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,0.140,
IncomeTaxExpenseBenefit,1302120.000,2393766.000,6119964.000,16475.000,5320515.000,672580.000
IncomeTaxesPaid,131565.000,279414.000,0.000,0.000,0.000,459265.000
IncreaseDecreaseInAccountsPayable,20032670.000,22048375.000,-22730877.000,-22708363.000,,
IncreaseDecreaseInAccountsPayableTrade,,,,,5016470.000,5515277.000
IncreaseDecreaseInAccountsReceivable,157072.000,9816650.000,-37726843.000,14827964.000,4349352.000,569265.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,801608.000,-5108935.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,5218898.000,310108.000
IncreaseDecreaseInDeferredRevenue,,,,-245887.000,0.000,
IncreaseDecreaseInDepositOtherAssets,-4129734.000,-302552.000,2452095.000,-7990705.000,1552326.000,3187541.000
IncreaseDecreaseInInventories,-2088744.000,2390817.000,49847234.000,-8629658.000,107512.000,14357199.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,8645183.000,8155480.000,-3595008.000,5850921.000,400375.000,1232105.000
IncreaseDecreaseInOtherLoans,,,-35802569.000,-1207894.000,0.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-472866.000,2962638.000,-2892460.000,9161926.000,-132777.000,4389940.000
InterestPaid,9925884.000,11087500.000,11042165.000,8452669.000,0.000,0.000
InventoryWriteDown,-1807330.000,,59584817.000,8752543.000,221172.000,439068.000
NetCashProvidedByUsedInFinancingActivities,-2800346.000,-455460.000,-57488.000,33784864.000,13344308.000,18511360.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-2800346.000,-455460.000,-57488.000,33784864.000,13344308.000,18511360.000
NetCashProvidedByUsedInInvestingActivities,-31045559.000,-20450261.000,-19108357.000,-17544116.000,-5501921.000,-9114216.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-31045559.000,-20450261.000,-19108357.000,-14247545.000,-7016104.000,-9114216.000
NetCashProvidedByUsedInOperatingActivities,35318299.000,5168387.000,23625234.000,-29299087.000,-2037122.000,-13887336.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,35318299.000,5168387.000,23625234.000,-32914725.000,-2037122.000,-13887336.000
NetIncomeLoss,-24537364.000,-65807395.000,-116029079.000,37775916.000,15873926.000,-12652194.000
OperatingExpenses,40476523.000,58175860.000,84072501.000,20203904.000,4598865.000,10392499.000
OperatingIncomeLoss,-14172489.000,-56702665.000,-100679556.000,-10644219.000,-3649004.000,-12122687.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,7794274.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,7794274.000,1525041.000,602337.000,1071881.000,-467227.000,-905494.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,1525041.000,602337.000,1071881.000,-467227.000,-905494.000
OtherNonoperatingIncomeExpense,312501.000,-798528.000,2161506.000,665053.000,-91219.000,143073.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,-7416752.000,0.000
PaymentsToAcquireIntangibleAssets,181307.000,466541.000,376444.000,15825.000,28586.000,0.000
PaymentsToAcquireLandHeldForUse,,,,9139447.000,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,31520735.000,20004402.000,12929547.000,9795663.000,12851944.000,5926675.000
PaymentsToFundLongtermLoansToRelatedParties,,,13165111.000,0.000,,
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,11054383.000,0.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,5516600.000
ProceedsFromIssuanceOfDebt,165711672.000,194729666.000,176124025.000,96494997.000,12856775.000,19410639.000
ProceedsFromOtherDebt,,,27970225.000,137689207.000,1601311.000,87230.000
ProceedsFromOtherDeposits,,,707504.000,,,
ProceedsFromRelatedPartyDebt,,,,650735.000,3747800.000,4289084.000
ProceedsFromSaleOfPropertyPlantAndEquipment,656483.000,20682.000,6624.000,0.000,,
ProvisionForDoubtfulAccounts,1910521.000,22505322.000,-8958428.000,-639390.000,131745.000,2779497.000
RepaymentsOfDebt,172641752.000,195487678.000,204151738.000,178695284.000,4821290.000,10715653.000
RepaymentsOfOtherShortTermDebt,,,,22354791.000,6355104.000,76540.000
RepaymentsOfRelatedPartyDebt,,,,,3532828.000,0.000
ResearchAndDevelopmentExpense,7287214.000,5759072.000,5367962.000,3981163.000,1001889.000,1879869.000
RevenueFromGrants,1453727.000,5353554.000,131515.000,74532.000,23103427.000,0.000
Revenues,218952724.000,205670946.000,185552560.000,123014080.000,13904414.000,10369444.000
SalesRevenueNet,218952724.000,205670946.000,185552560.000,123014080.000,13904414.000,10369444.000
SellingAndMarketingExpense,8541782.000,8488889.000,7645217.000,4504410.000,135468.000,995290.000
ShareBasedCompensation,1584154.000,804085.000,359006.000,88745.000,750167.000,1462197.000
WeightedAverageNumberOfDilutedSharesOutstanding,62945047.000,,12619597.000,12619597.000,12881121.000,17786374.000
WeightedAverageNumberOfSharesOutstandingBasic,62945047.000,,12619597.000,12619597.000,12718388.000,17786374.000
