,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentForAmortization,1538813.000,1658832.000,1084022.000,
AmortizationOfIntangibleAssets,,,11718.000,
CashAcquiredFromAcquisition,4285.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,38454.000,-165367.000,-426965.000,
ComprehensiveIncomeNetOfTax,2160580.000,490658.000,-17474767.000,-198623.000
ConcentrationRiskPercentage1,,,1.000,
CostOfRevenue,8782818.000,9068615.000,100000.000,
Depreciation,,,1432111.000,
DepreciationAndAmortization,52494.000,,,29880.000
DepreciationDepletionAndAmortization,,,,29880.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,-17014630.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,7038626.000,
EarningsPerShareBasicAndDiluted,0.010,0.010,-0.050,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,49427.000,-8770.000,-11550.000,-147.000
ForeignCurrencyTransactionGainBeforeTax,,,,10374.000
GainLossOnDispositionOfAssets,0.000,-28224.000,-1821097.000,
GainLossOnDispositionOfAssets1,,,-650182.000,
GainOrLossOnSaleOfStockInSubsidiary,,,-321695.000,
GeneralAndAdministrativeExpense,2356206.000,2738459.000,189157.000,190556.000
GoodwillImpairmentLoss,,,12496003.000,
GrossProfit,5570249.000,3649453.000,89000.000,
IncomeLossFromContinuingOperations,,,-121901.000,-216817.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-101901.000,-216817.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1809376.000,639024.000,-16753104.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-16753104.000,
IncomeTaxExpenseBenefit,114901.000,99319.000,20000.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,65884.000,12729.000
IncomeTaxReconciliationNondeductibleExpense,,,125018.000,
IncomeTaxReconciliationOtherAdjustments,,,,4674.000
IncomeTaxReconciliationTaxCredits,,,-26494.000,-56372.000
IncomeTaxesPaid,114901.000,99319.000,60169.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-353120.000,401103.000,2558514.000,135087.000
IncreaseDecreaseInDeferredRevenue,-45211.000,108196.000,,
IncreaseDecreaseInOtherReceivables,5783.000,-42117.000,8053.000,
IncreaseDecreaseInPrepaidExpense,-1771772.000,175529.000,-84877.000,
IncreaseDecreaseInReceivables,,,,10478.000
InterestExpense,1223895.000,8956.000,1744.000,6755.000
InterestExpenseDebt,,,1744.000,6755.000
InterestExpenseOther,,27142.000,63977.000,6755.000
InterestExpenseRelatedParty,100000.000,,,
InterestPaid,1887656.000,9736.000,1744.000,
NetCashProvidedByUsedInFinancingActivities,31540.000,-803032.000,-430756.000,316199.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,31540.000,-803032.000,-430756.000,316199.000
NetCashProvidedByUsedInInvestingActivities,-4725823.000,-1992125.000,-792608.000,-260626.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4725823.000,-1992125.000,-792608.000,-260626.000
NetCashProvidedByUsedInOperatingActivities,4732737.000,2629790.000,796399.000,-55573.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4732737.000,2629790.000,796399.000,-55573.000
NetIncomeLoss,1694475.000,539705.000,-16875005.000,-216817.000
NonoperatingIncomeExpense,-1239452.000,8496.000,,
OperatingExpenses,2521421.000,3018925.000,189157.000,220436.000
OperatingIncomeLoss,3048828.000,630528.000,-100157.000,-220436.000
OtherAdjustmentsToIncomeDiscontinuedOperations,,,223635.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,466105.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,466105.000,-49047.000,-599762.000,18194.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,-49047.000,-599762.000,
OtherComprehensiveIncomeLossNetOfTax,,,,18194.000
OtherNonoperatingExpense,15557.000,37811.000,,
OtherNonoperatingIncome,0.000,55263.000,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,63756.000,
PaymentsToAcquirePropertyPlantAndEquipment,4725823.000,1992125.000,728852.000,260626.000
ProceedsFromContributedCapital,1284917.000,0.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,-792149.000,-823053.000,,316199.000
ProceedsFromRepaymentsOfShortTermDebt,-465513.000,20021.000,-430756.000,
Revenues,14353067.000,12718068.000,189000.000,
SalesRevenueNet,14353067.000,12718068.000,189000.000,
SellingExpense,112721.000,280466.000,,
TemporaryEquityAccretionOfInterest,,,-16297.000,
WeightedAverageNumberOfDilutedSharesOutstanding,236230417.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,323344302.000,373793578.000,373793578.000
