,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,28009.000,55507.000,187725.000,243896.000,213331.000,114410.000,1312991.000,1481393.000,3195672.000,3162083.000,3441248.000,4252243.000,4397010.000,2302958.000,1562795.000
AccruedLiabilitiesCurrent,36000.000,33562.000,66665.000,207915.000,244438.000,246542.000,302706.000,456722.000,1019364.000,598875.000,847430.000,820894.000,765049.000,921193.000,910833.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,80984.000,90375.000,,575.000
AdditionalPaidInCapitalCommonStock,-900.000,-48.000,2458263.000,2486309.000,7429388.000,12742365.000,16420281.000,17350713.000,17394987.000,26770399.000,26998824.000,32226851.000,44596903.000,58575157.000,60121584.000
Assets,76004.000,8827.000,2643495.000,2000904.000,1004571.000,8964715.000,9499550.000,5377199.000,2853954.000,10646258.000,6749684.000,13106712.000,8816461.000,16067994.000,11759832.000
AssetsCurrent,,,2627648.000,1982178.000,893445.000,8851279.000,9361600.000,5244414.000,2719888.000,10517593.000,6626420.000,7894985.000,3613366.000,10858700.000,6558891.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,3320000.000,3325000.000,3325000.000,4490000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,10410.000,,,
Cash,76004.000,3275.000,2510196.000,1817757.000,735426.000,8791543.000,8901298.000,4563165.000,1791112.000,9832317.000,5956761.000,7403940.000,3028160.000,10551721.000,6137465.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,1.700,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,9000000.000,9000000.000,18479279.000,18479279.000,22237397.000,22273397.000,22273397.000,22276730.000,22295063.000,27295063.000,27301663.000,32231241.000,55591945.000,62779667.000,63707348.000
CommonStockSharesOutstanding,9000000.000,9000000.000,18479279.000,18479279.000,22237397.000,22273397.000,22273397.000,22276730.000,22295063.000,27295063.000,27301663.000,22276730.000,55591945.000,62779667.000,63707348.000
CommonStockValue,900.000,900.000,1848.000,1848.000,2228.000,2228.000,2228.000,2228.000,2230.000,2730.000,2731.000,3224.000,5560.000,6279.000,6371.000
ContractualObligation,,,,,,,,533021.000,,,,407117.000,,,
ContractualObligationDueInFourthYear,,,,,,,,132320.000,,,,16573.000,,,
ContractualObligationDueInNextTwelveMonths,,,,,,,,125904.000,,,,128043.000,,,
ContractualObligationDueInSecondYear,,,,,,,,128043.000,,,,130181.000,,,
ContractualObligationDueInThirdYear,,,,,,,,130181.000,,,,132320.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,11330100.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,,,,179200.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,1965700.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,14424700.000,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,1269620.000,1269620.000,1269620.000,1269620.000
DerivativeLiabilitiesNoncurrent,,,9725991.000,4475345.000,,,,,,1900904.000,1165677.000,2115965.000,2055803.000,2371558.000,3912006.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,322557.000,490712.000,9802471.000,,,,,,,,,,,,
