,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,,,,,,,,,,,,,,,,,-56000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,5600000.000,,,,7000000.000,,,,,,,,4000000.000,,,,14000000.000,,,,10000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,,,,,7000000.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,7500000.000,7400000.000,,4300000.000,3100000.000,3100000.000,-7000000.000,1000000.000,,,,0.000,,,,3000000.000,0.000,0.000,-2000000.000,2000000.000,2000000.000,2000000.000,-4000000.000,2000000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,3000000.000,,,,2000000.000
AssumedPremiumsWritten,,,,,,,,,,,,,,,,,,597000000.000,647000000.000,,530000000.000,691000000.000,713000000.000,692000000.000,583000000.000
BenefitsLossesAndExpenses,1125900000.000,1214500000.000,1143000000.000,941400000.000,1084300000.000,1513900000.000,1739200000.000,2020900000.000,1912000000.000,2056000000.000,2006000000.000,1940000000.000,2168000000.000,2191000000.000,2229000000.000,1044000000.000,1910000000.000,2141000000.000,2154000000.000,2060000000.000,1917000000.000,2174000000.000,2246000000.000,2145000000.000,2056000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-52800000.000,,,,55400000.000,,,,-123000000.000,,,,-1192000000.000,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,,0.120,0.120,,0.140,0.140,0.140,0.160,0.160,0.160,0.160,0.180,0.180,0.180,0.000,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.120,,,,0.140,,0.160,,0.160,0.160,0.180,,0.180,0.180,0.190,,,,,,,,,,
ComprehensiveIncomeNetOfTax,35800000.000,96900000.000,57900000.000,159200000.000,102000000.000,134500000.000,280600000.000,155000000.000,91000000.000,89000000.000,99000000.000,101000000.000,-22000000.000,137000000.000,76000000.000,352000000.000,79000000.000,154000000.000,88000000.000,135000000.000,112000000.000,227000000.000,159000000.000,209000000.000,97000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1600000.000,,,,,,,,,,,,,,,,,0.000,6000000.000,,10000000.000,9000000.000,13000000.000,9000000.000,8000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,37400000.000,99900000.000,60500000.000,161600000.000,104800000.000,134400000.000,281600000.000,156500000.000,90000000.000,96000000.000,101000000.000,110000000.000,-73000000.000,127000000.000,62000000.000,363000000.000,93000000.000,154000000.000,94000000.000,149000000.000,122000000.000,236000000.000,172000000.000,218000000.000,105000000.000
CostOfOtherManufacturedProducts,,,,,,,124600000.000,,240000000.000,241000000.000,223000000.000,243000000.000,254000000.000,251000000.000,266000000.000,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,,,,,,,,,28000000.000,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,,,,,,,,,,,9000000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,,,,2000000.000,,,,,,,,,,,,
DepreciationAndAmortization,20500000.000,19300000.000,17600000.000,16100000.000,17000000.000,25900000.000,28400000.000,33700000.000,34000000.000,35000000.000,36000000.000,32000000.000,118000000.000,85000000.000,102000000.000,98000000.000,100000000.000,104000000.000,102000000.000,104000000.000,100000000.000,102000000.000,113000000.000,116000000.000,
DepreciationDepletionAndAmortization,20500000.000,,,,17100000.000,,,,52000000.000,,,,132000000.000,,,,100000000.000,,,,100000000.000,,,,112000000.000
DirectPremiumsWritten,,,,,,,,,,,,,,,,,,547000000.000,524000000.000,,422000000.000,540000000.000,556000000.000,579000000.000,465000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,-2000000.000,-1000000.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,1000000.000,,,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,,,,,,,,,0.000,,,,
DividendsCommonStockCash,-26900000.000,,,,-31100000.000,,,,-37000000.000,,,,50000000.000,,,,53000000.000,,,,58000000.000,,,,68000000.000
EarningsPerShareBasic,,0.360,0.340,,0.340,0.670,1.050,0.680,0.400,0.620,0.430,0.300,-0.080,0.420,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.190,,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,,0.360,0.330,,0.330,0.650,1.030,0.670,0.390,0.610,0.430,0.280,-0.080,0.410,0.000,,,,,,,,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,,,,,,,,,,,12000000.000,,,,-3000000.000,0.000,0.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000,,,,4700000.000,,,,0.000,,,,2000000.000,,,,7000000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,0.000,,,,4700000.000,,,,0.000,,,,2000000.000,,,,7000000.000,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,,,,600000.000,,,,-1000000.000,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,,,,,,,,,2000000.000,,,,,,,,,,,,
