,2011-10-31,2012-01-31
AllocatedShareBasedCompensationExpense,93000.000,60000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-9726000.000,-5712000.000
DeferredIncomeTaxExpenseBenefit,0.000,0.000
DepreciationAmortizationAndAccretionNet,1302000.000,1177000.000
EarningsPerShareBasicAndDiluted,-0.010,0.010
ExplorationExpense,143000.000,169000.000
ForeignCurrencyTransactionGainLossBeforeTax,161000.000,133000.000
GeneralAndAdministrativeExpense,3058000.000,2703000.000
ImpairmentOfLongLivedAssetsHeldForUse,40000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4463000.000,4237000.000
InvestmentIncomeInterest,12000.000,10000.000
NetIncomeLoss,-4463000.000,-4237000.000
NetIncomeLossAttributableToNoncontrollingInterest,,0.000
OperatingExpenses,4475000.000,3976000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-5263000.000,-1475000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-9726000.000,5712000.000
ProfitLoss,-4463000.000,-4237000.000
ReorganizationItems,,271000.000
