,2011-07-02,2011-10-01,2012-03-31,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,2999000.000,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,-3744000.000,608000.000,2310000.000,,24000.000,567000.000,-3580000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,-55000.000,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,46000.000,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,-53000.000,-121000.000,-131000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,55000.000,46000.000,47000.000,47000.000,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,249000.000,1239000.000,-109000.000,181000.000,-484000.000,-653000.000,-3000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,480000.000,,,,,,,
OtherNonoperatingIncomeExpense,-551000.000,160000.000,398000.000,108000.000,314000.000,-416000.000,-831000.000,-758000.000,-56000.000,160000.000,710000.000
PaidInKindInterest,,,,,332000.000,,,,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,4291000.000,,3320000.000,,,,2811000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,-561000.000,,,,-61000.000,,
ProceedsFromLinesOfCredit,,,6771000.000,,33035000.000,,,,56731000.000,,
ProceedsFromRepaymentsOfShortTermDebt,,,-65000.000,,0.000,,,,7878000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,49000.000,,12000.000,,,,344000.000,,
RepaymentsOfLinesOfCredit,,,17844000.000,,29140000.000,,,,34731000.000,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,470000.000,,5684000.000,,,,17095000.000,,
RepaymentsOfShortTermDebt,,,,,,,,,7675000.000,,
ResearchAndDevelopmentExpense,,,,1293000.000,1164000.000,1174000.000,1121000.000,1113000.000,1122000.000,1277000.000,1261000.000
Revenues,94721000.000,84284000.000,100685000.000,100929000.000,98864000.000,101948000.000,98003000.000,101177000.000,101267000.000,101251000.000,95935000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,0.000,0.000,0.000,0.000,0.000,,,
SalesRevenueNet,94721000.000,84284000.000,100685000.000,100929000.000,98864000.000,101948000.000,98003000.000,101177000.000,101267000.000,101251000.000,95935000.000
SegmentReportingInformationRevenue,,,,100929000.000,98864000.000,101948000.000,98003000.000,101177000.000,,,
SellingAndMarketingExpense,,,,6107000.000,7120000.000,6815000.000,6516000.000,5574000.000,6686000.000,6268000.000,6292000.000
SellingGeneralAndAdministrativeExpense,13014000.000,13865000.000,18709000.000,,,,,,,,
SeveranceCosts,,,,,155000.000,,,,,,
ShareBasedCompensation,,,946000.000,,962000.000,,,,834000.000,,
UnrealizedGainLossOnDerivatives,,,,-116000.000,193000.000,,,,,,
UnrealizedGainLossOnInterestRateCashFlowHedgesPretaxAccumulatedOtherComprehensiveIncomeLoss,,,,856000.000,551000.000,2177000.000,-264000.000,1932000.000,-692000.000,-854000.000,206000.000
UnrecordedUnconditionalPurchaseObligationPurchases,,,,,2460000.000,,,,3135000.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,468.000,0.000,529.000,0.000,-529.000,442000.000,0.000,500000.000
WeightedAverageNumberOfDilutedSharesOutstanding,35990000.000,36021000.000,36238000.000,36512.000,36275.000,36843.000,36345000.000,-91118.000,37011000.000,36584000.000,37094000.000
WeightedAverageNumberOfSharesOutstandingBasic,35540000.000,35546000.000,35895000.000,36044.000,36275.000,36314.000,36345000.000,-90589.000,36569000.000,36584000.000,36594000.000
WeightedAverageNumberOfSharesRestrictedStock,,,,,296.000,,,,,,
