,2011-07-02,2011-10-01,2012-03-31,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27
AmortizationOfFinancingCosts,,,349000.000,,466000.000,,,,289000.000,,
AmortizationOfIntangibleAssets,,,2012000.000,,1776000.000,,,,1899000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,488.000,,,,488000.000,465000.000,548000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4219000.000,,5086000.000,,,,7542000.000,,
ComprehensiveIncomeNetOfTax,,,3829000.000,5579000.000,-3734000.000,3188000.000,-30943000.000,-248000.000,1037000.000,-5932000.000,-3259000.000
CostOfRevenue,72493000.000,68413000.000,75541000.000,72703000.000,73720000.000,75377000.000,73474000.000,75365000.000,77328000.000,73086000.000,70223000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,2778000.000,,
DeferredIncomeTaxExpenseBenefit,,,-307000.000,,382000.000,,,,-72000.000,,
Depreciation,,,4406000.000,,4151000.000,,,,4097000.000,,
DepreciationDepletionAndAmortization,,,,6184000.000,5927000.000,5948000.000,5943000.000,5992000.000,5996000.000,5854000.000,5828000.000
EarningsPerShareBasic,0.120,0.020,0.020,0.100,-0.010,0.030,-0.950,-0.060,0.030,-0.180,0.040
EarningsPerShareDiluted,0.120,0.020,0.020,0.100,-0.010,0.030,-0.950,-0.060,0.030,-0.180,0.040
EffectOfExchangeRateOnCashAndCashEquivalents,,,657000.000,,-627000.000,,,,-2000.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,61000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,61000.000,,
ForeignCurrencyTransactionGainLossUnrealized,,,-225000.000,,45000.000,,,,272000.000,,
GainLossOnDerivativeInstrumentsNetPretax,,,,116000.000,-193000.000,-44000.000,-5000.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfPropertyPlantEquipment,,,-27000.000,,-3000.000,,,,-133000.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,-503000.000,0.000,0.000
GeneralAndAdministrativeExpense,,,,10730000.000,12838000.000,11066000.000,11250000.000,11140000.000,10967000.000,12268000.000,14939000.000
GoodwillImpairmentLoss,,,,,,,,,,10500000.000,10500000.000
GrossProfit,22228000.000,15871000.000,25144000.000,28226000.000,25144000.000,26571000.000,24529000.000,25812000.000,23939000.000,28165000.000,25712000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,51646000.000,,,10500000.000,
IncomeLossFromContinuingOperations,,,,,,,,,,-2614000.000,1317000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,-6730000.000,-1315000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,5659000.000,-603000.000,1708000.000,-51685000.000,-1851000.000,2043000.000,-4525000.000,1718000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,,,,,2205000.000,3033000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6067000.000,949000.000,1316000.000,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,-0.070,0.040
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,-0.070,0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,-3937000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,-0.110,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,-0.110,0.000
IncomeTaxExpenseBenefit,1892000.000,355000.000,486000.000,1921000.000,-309000.000,531000.000,-17161000.000,306000.000,789000.000,-1911000.000,401000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,-17161000.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,579000.000,,,-45000.000,-31000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,,,,-14000.000,,,-120000.000,30000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,,,869000.000,,,-408000.000,-383000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,-18090000.000,,,-1584000.000,601000.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,,,,,,6581000.000,,,186000.000,0.000
IncomeTaxReconciliationOtherAdjustments,,,,,,,138000.000,,,166000.000,103000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,,,-2015000.000,,,-363000.000,-21000.000
IncomeTaxReconciliationTaxCreditsOther,,,,,,,72000.000,,,14000.000,-11000.000
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,195000.000,,,66000.000,-15000.000
IncomeTaxesPaidNet,,,-2442000.000,,441000.000,,,,-433000.000,,
IncreaseDecreaseInAccountsPayable,,,4038000.000,,4850000.000,,,,1323000.000,,
IncreaseDecreaseInAccountsReceivable,,,3886000.000,,-5084000.000,,,,5124000.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,4504000.000,,-2011000.000,,,,349000.000,,
IncreaseDecreaseInIncomeTaxes,,,3219000.000,,-1150000.000,,,,1187000.000,,
IncreaseDecreaseInInventories,,,-3428000.000,,2790000.000,,,,602000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,238000.000,,538000.000,,,,834000.000,,
InterestExpense,907000.000,964000.000,5144000.000,4737000.000,4617000.000,4554000.000,4337000.000,4171000.000,2223000.000,2109000.000,2051000.000
InterestPaid,,,4265000.000,,5286000.000,,,,1967000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-11749000.000,,-2350000.000,,,,5108000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-11749000.000,,-2350000.000,,,,5108000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-4242000.000,,-3308000.000,,,,-2467000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4242000.000,,-3308000.000,,,,-2467000.000,,
NetCashProvidedByUsedInOperatingActivities,,,19553000.000,,11371000.000,,,,4903000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,19553000.000,,11371000.000,,,,4903000.000,,
NetIncomeLoss,4175000.000,594000.000,830000.000,3738000.000,-294000.000,1177000.000,-34524000.000,-2157000.000,1254000.000,-6551000.000,1317000.000
OperatingIncomeLoss,7525000.000,1753000.000,6062000.000,10172000.000,3893000.000,6722000.000,-46512000.000,7538000.000,4825000.000,-2576000.000,3059000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,2367000.000,,,,,,,
