,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4400.000,,,,,,,,,,-60.000,,,,60000.000,,
EarningsPerShareBasic,,,,-0.000,-0.000,,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,,,,,,,,,,,,,,,,
ExplorationExpense,,,5494.000,2981.000,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,18990.000,5755.000,8583.000,2563.000,5805.000,-9492.000,425.000,1919.000,45762.000,135231.000,3398.000,845.000,1035.000,60.000,,,1010.000,2496.000,1010.000
IncreaseDecreaseInAccountsPayable,,,9677.000,,,,43265.000,,,,4925.000,,9476.000,,,,-1707.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,45000.000,,45000.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,,,,,,50000.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,3486.000,,,,2873.000,,35.000,,,,60000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,3486.000,,,,2873.000,,35.000,,,,60000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-4400.000,,,,-3486.000,,,,-2873.000,,-95.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4400.000,,,,-3486.000,,,,-2873.000,,-95.000,,,,,,
NetIncomeLoss,-23490.000,-10255.000,-18577.000,-10044.000,-10305.000,-86751.000,-46751.000,-53864.000,-48622.000,-48081.000,-52798.000,-49095.000,-54571.000,-45060.000,-45750.000,-45000.000,-48293.000,-17141.000,-17161.000
OperatingExpenses,23490.000,10255.000,18577.000,10044.000,10305.000,,,,,,,,54571.000,45060.000,45750.000,45000.000,48293.000,17141.000,17161.000
OperatingIncomeLoss,,,,,,,46751.000,53864.000,48622.000,-346555.000,52798.000,49095.000,-54571.000,-45060.000,-45750.000,-45000.000,-48293.000,-17141.000,-17161.000
OperatingLeasesRentExpenseNet,4500.000,4500.000,4500.000,4500.000,4500.000,0.000,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,,,,10000.000,,
ProceedsFromRepaymentsOfDebt,,,,,,,3486.000,,,,2873.000,,35.000,,,,50000.000,,
ProfessionalFees,,,,,,,1326.000,6945.000,2860.000,2850.000,4400.000,3250.000,8536.000,,750.000,,3283.000,14645.000,16151.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,135000000.000,135000000.000,148000000.000,148000000.000,148000000.000,-296000000.000,148000000.000,250706522.000,4400000.000
