,2011-06-30,2011-09-30
AccountsPayableCurrent,73380000.000,97028000.000
AccountsReceivableNetCurrent,86626000.000,115650000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,235000.000,-740000.000
AdditionalPaidInCapitalCommonStock,264408000.000,265415000.000
Assets,427221000.000,450490000.000
AssetsCurrent,369386000.000,392120000.000
CashAndCashEquivalentsAtCarryingValue,149603000.000,121898000.000
CommonStockValue,71000.000,72000.000
CustomerAdvancesCurrent,19273000.000,24942000.000
DeferredTaxAssetsNetCurrent,13237000.000,13745000.000
DeferredTaxLiabilitiesNoncurrent,1857000.000,1382000.000
EquityMethodInvestments,2708000.000,2627000.000
InventoryNet,90195000.000,115311000.000
Liabilities,116093000.000,152472000.000
LiabilitiesAndStockholdersEquity,427221000.000,450490000.000
LiabilitiesCurrent,113237000.000,149294000.000
OtherAssetsCurrent,29725000.000,25516000.000
OtherAssetsNoncurrent,1077000.000,1012000.000
OtherLiabilitiesCurrent,17086000.000,23903000.000
OtherLiabilitiesNoncurrent,999000.000,1796000.000
PropertyPlantAndEquipmentNet,54050000.000,54731000.000
RetainedEarningsAccumulatedDeficit,50766000.000,55303000.000
StockholdersEquity,,298018000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,311128000.000,298018000.000
TreasuryStockValue,4352000.000,22032000.000
