,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,9600000.000,9600000.000,10000000.000,-19200000.000,10000000.000,7000000.000,0.000,-12300000.000,0.000,1200000.000,800000.000,-1200000.000,800000.000,9300000.000,21000000.000,-18000000.000,0.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,,,35300000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,384000000.000,,,,-130300000.000,,,,-166600000.000,,,,-189100000.000,,,,-31500000.000,,,,7100000.000,,,,-69800000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,10700000.000,,,,-8500000.000,,,,3100000.000,,,,-500000.000,,,,700000.000,,,,-26300000.000,,,,-2500000.000
CommonStockDividendsPerShareCashPaid,0.180,,,,0.180,0.360,,,0.180,,,,0.180,,,,0.180,,,,0.080,,,,
CommonStockDividendsPerShareDeclared,0.180,0.180,0.180,,0.180,0.180,0.180,,0.180,0.180,0.180,,0.180,0.180,0.180,,0.180,0.180,0.180,,0.080,0.080,0.080,,0.000
ComprehensiveIncomeNetOfTax,,,,,72100000.000,69700000.000,71800000.000,-143000000.000,23200000.000,15800000.000,-11600000.000,442800000.000,-1000000.000,26000000.000,9900000.000,-255700000.000,10600000.000,7100000.000,-162700000.000,-316000000.000,-81600000.000,2400000.000,-518800000.000,-122100000.000,39800000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,2100000.000,4100000.000,1700000.000,3100000.000,200000.000,2200000.000,5400000.000,2300000.000,2400000.000,3000000.000,-800000.000,1800000.000,1600000.000,1800000.000,2000000.000,-1300000.000,5600000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,76400000.000,,,,74800000.000,70800000.000,74400000.000,-138100000.000,25300000.000,19900000.000,-9900000.000,445900000.000,-800000.000,28200000.000,15300000.000,-253400000.000,13000000.000,10100000.000,-163500000.000,-314200000.000,-80000000.000,4200000.000,-516800000.000,-123400000.000,45400000.000
CostOfGoodsSold,1022000000.000,1128600000.000,1136800000.000,1082400000.000,1145500000.000,1158500000.000,1057700000.000,976600000.000,1065100000.000,1031700000.000,919300000.000,774800000.000,917100000.000,1029500000.000,972600000.000,925600000.000,1016000000.000,945500000.000,861400000.000,836400000.000,790700000.000,762300000.000,720300000.000,698800000.000,753100000.000
DeferredIncomeTaxesAndTaxCredits,-2400000.000,,,,-12000000.000,,,,36000000.000,,,,-1700000.000,,,,5000000.000,,,,-38700000.000,,,,1200000.000
DefinedContributionPlanCostRecognized,,,,,,,,,,,2000000.000,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,37400000.000,,,,48000000.000,,,,48500000.000,,,,44000000.000,,,,45600000.000,,,,44100000.000,,,,40300000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,-400000.000,-400000.000,2600000.000,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,-3100000.000,,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-400000.000,,,,,,,,,,,,,,,,,,,,,,,,
