,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,16463.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,16744.000,1579.000,
DeferredIncomeTaxesAndTaxCredits,,,,16463.000,
DeferredTaxExpenseFromStockOptionsExercised,,,11307.000,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,54639.000
EarningsPerShareBasicAndDiluted,,,0.000,0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340,
GeneralAndAdministrativeExpense,9638.000,5220.000,28070.000,15165.000,9718.000
IncomeLossFromContinuingOperations,,,,,-6218.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000,,,
IncreaseDecreaseDueFromOtherRelatedParties,,,,,-7100.000
IncreaseDecreaseInAccountsPayable,,-2365.000,,,
IncreaseDecreaseInCustomerDeposits,,-5000.000,,,
IncreaseDecreaseInRestrictedCash,41662.000,-6348.000,-28070.000,-15165.000,882.000
NetCashProvidedByUsedInOperatingActivities,41662.000,6348.000,-28070.000,-15165.000,882.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,41662.000,6348.000,-28070.000,-15165.000,882.000
NetIncomeLoss,-3338.000,1017.000,-28070.000,-15165.000,-6218.000
OperatingExpenses,9638.000,5220.000,28070.000,15165.000,9718.000
OperatingIncomeLoss,,,33256.000,,
ProfitLoss,-3338.000,1017.000,-28070.000,48421.000,-6218.000
ProfitLossFromRealEstateOperations,,,-28070.000,-15165.000,
RelatedPartyTransactionAmountsOfTransaction,,,0.000,0.000,7100.000
Revenues,6300.000,6237.000,,,3500.000
SalesRevenueNet,6300.000,6237.000,,,3500.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,11307.000,,18577.000
WeightedAverageNumberOfSharesOutstandingBasic,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
