,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsAndOtherReceivablesNetCurrent,8345000.000,8684000.000,38497000.000,6576000.000,1916000.000,22424000.000,38412000.000,40067000.000,49203000.000,45719000.000,30431000.000,21507000.000
AccountsPayableCurrent,185921000.000,191103000.000,280811000.000,294446000.000,331776000.000,368447000.000,380329000.000,339381000.000,362536000.000,378432000.000,355732000.000,343729000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,260589000.000,295205000.000,294060000.000,271615000.000,295577000.000,313468000.000,290785000.000,273144000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,1194000.000,1330000.000,1670000.000,655000.000,1145000.000,1370000.000,568000.000,768000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,343000.000,335000.000,319000.000,295000.000,289000.000,274000.000,271000.000,262000.000
AccruedLiabilitiesCurrent,44000000.000,55031000.000,21199000.000,74828000.000,28202000.000,64157000.000,12499000.000,21073000.000,13882000.000,25756000.000,29784000.000,19373000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,76721000.000,81119000.000,86210000.000,91328000.000,96471000.000,101891000.000,107553000.000,112978000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-36860000.000,-16847000.000,-37879000.000,1514000.000,10919000.000,13270000.000,9139000.000,-29982000.000,1875000.000
AdditionalPaidInCapital,167656000.000,167656000.000,167656000.000,167656000.000,167656000.000,167656000.000,167656000.000,167656000.000,167656000.000,167656000.000,312381000.000,312381000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,,,,0.000,
AssetRetirementObligationsNoncurrent,,,,,1064000.000,1082000.000,1101000.000,1120000.000,1138000.000,1158000.000,1177000.000,1198000.000
Assets,404394000.000,411509000.000,453893000.000,424681000.000,418399000.000,455103000.000,452358000.000,462693000.000,460096000.000,459409000.000,418851000.000,419238000.000
AssetsCurrent,34304000.000,41312000.000,77738000.000,51533000.000,48604000.000,88102000.000,86669000.000,98928000.000,98057000.000,102944000.000,68652000.000,73706000.000
CashAndCashEquivalentsAtCarryingValue,0.000,8059000.000,386000.000,0.000,980000.000,260000.000,1107000.000,948000.000,493000.000,881000.000,0.000,1022000.000
CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,,,,,0.000,,2287000.000,,,,,
CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,,,,,-16847000.000,,-773000.000,,,,,
DebtCurrent,,,,,,,,,,,75684000.000,75928000.000
