,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-04-30,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-04-30,2016-10-31,2017-01-31,2017-04-30
AmortizationOfFinancingCosts,202.000,202.000,202.000,202.000,202.000,202.000,0.000,202.000,,,,,,,,,,
CashPeriodIncreaseDecrease,0.000,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
ExchangeFees,0.000,0.000,2045.000,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,7217.000,2452.000,5927.000,9702.000,7815.000,5677.000,3000.000,202.000,3200.000,,,475.000,,,,,,800.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,7015.000,,,9500.000,,,,3871.000,,,,,,350.000,,,,
InterestAndFeeIncomeLoansAndLeases,,,,3265.000,3265.000,606.000,,606.000,,,,,,,,,,
InterestAndOtherIncome,,,,,,,,,,,,,,900.000,,,,
InterestExpenseOther,202.000,,,202.000,,,,,,,,,,,,,,
InterestExpenseOtherLongTermDebt,,,,,,,,,,,,,,,,,,800.000
LeaseAndRentalExpense,0.000,0.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,,,,-3669.000,,,,,,,,,,800.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,,,,-3669.000,,,,,,,,,,800.000
NetCashProvidedByUsedInOperatingActivities,0.000,,,,,,,3669.000,,,,,,0.000,,0.000,0.000,-800.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,,,,3669.000,,,,,,0.000,,0.000,0.000,-800.000
NetIncomeLoss,-7217.000,-2452.000,-5927.000,-9702.000,-7815.000,-5677.000,-3000.000,-202.000,-3200.000,,-1250.000,-475.000,,-350.000,,,,-800.000
OperatingIncomeLoss,-7217.000,,,,,,,,,,,,,,,,,
ProceedsFromContributionsFromParent,0.000,,,,,,,-3669.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,,,,,,,,,,
ProceedsFromLoans,0.000,,,,,,,,,,,,,,,,,
ProfessionalAndContractServicesExpense,0.000,0.000,3000.000,,,,,,,,,,,,,,,
ProfessionalFees,7015.000,2250.000,680.000,9500.000,7613.000,5475.000,-10495.000,,3200.000,,1250.000,475.000,,1250.000,,,,800.000
ServiceManagementCosts,0.000,0.000,,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,,,,103250000.000,103250000.000,103250000.000,-206500000.000,148850000.000,103250000.000,148850000.000,148850000.000,148850000.000,-297700000.000,148850000.000,148850000.000,148850000.000,148850000.000,148850000.000
WeightedAverageNumberOfSharesIssuedBasic,103250000.000,103250000.000,103250000.000,,,,,,,,,,,,,,,
