,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilities,380545.000,581578.000,2525979.000,4671950.000,2892588.000,3617179.000
AccountsReceivableNet,140149.000,184820.000,2539334.000,4829085.000,950729.000,4021499.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-15634.000,18455.000,17167.000,28855.000,-1567.000,-8718.000
AdditionalPaidInCapital,2125882.000,7105882.000,7554082.000,7554082.000,7554082.000,26048082.000
Assets,3458354.000,8448970.000,10540283.000,12427527.000,8076257.000,37119414.000
AssetsCurrent,243385.000,299510.000,2686580.000,4993442.000,1061485.000,7745351.000
CapitalLeaseObligationsCurrent,24418.000,20451.000,14722.000,7609.000,3922.000,282228.000
CapitalLeaseObligationsNoncurrent,3686.000,1399.000,299.000,,,237521.000
CashAndCashEquivalentsAtCarryingValue,37481.000,34716.000,12527.000,7688.000,22821.000,1562026.000
CommonStockValue,41360.000,61360.000,63161.000,63161.000,63160.000,124660.000
DeferredRevenue,776.000,876.000,893.000,874.000,906.000,1474676.000
Goodwill,585040.000,2585040.000,2585040.000,2585040.000,2585040.000,13641659.000
InventoryNet,18690.000,12849.000,13097.000,16257.000,16257.000,47178.000
Investments,,,,19426.000,20444.000,20444.000
Liabilities,1531598.000,1576628.000,3043879.000,5203870.000,3467538.000,14325438.000
LiabilitiesAndStockholdersEquity,3458354.000,8448970.000,10540283.000,12427527.000,8076257.000,37119414.000
LiabilitiesCurrent,1337203.000,1389434.000,2853795.000,4982147.000,3396710.000,11982886.000
OtherAssets,3214969.000,8149460.000,7853703.000,7434085.000,7014772.000,29374063.000
PrepaidExpense,,,,,,1930397.000
PrepaidExpenseAndOtherAssetsCurrent,47065.000,67125.000,121622.000,120986.000,51234.000,2094204.000
PropertyPlantAndEquipmentNet,1240513.000,3752194.000,3558626.000,3241198.000,2924075.000,10245962.000
RetainedEarningsAccumulatedDeficit,-224852.000,-313355.000,-138006.000,-422441.000,-3006956.000,-3370048.000
StockholdersEquity,1926756.000,6872342.000,7496404.000,7223657.000,4608719.000,22793976.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1926756.000,6872342.000,7496404.000,7223657.000,4608719.000,22793976.000
