,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,48587.000,47252.000,40089.000,37386.000,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,32411.000,41862.000,39572.000,39969.000,38689.000,33787.000,29451.000,25220.000,22520.000,20566.000,19416.000,17445.000,17384.000,16579.000,16781.000,16438.000,14782.000,13320.000
AccruedLiabilitiesCurrentAndNoncurrent,45537.000,56361.000,51851.000,51396.000,48587.000,47252.000,40089.000,37386.000,32671.000,29290.000,26737.000,23595.000,21490.000,20356.000,18422.000,18058.000,16442.000,14775.000
AccruedProfessionalFeesCurrentAndNoncurrent,17543.000,18233.000,16476.000,13799.000,14557.000,11257.000,13574.000,10946.000,7695.000,7578.000,5769.000,5557.000,7833.000,4823.000,4976.000,4793.000,6346.000,3732.000
Assets,60434036.000,73081897.000,66944295.000,66765872.000,61908856.000,59914178.000,51121913.000,47796668.000,41755305.000,36669517.000,34862014.000,30185109.000,27685662.000,25803687.000,24374411.000,23726809.000,20937104.000,18568568.000
AssetsFairValueDisclosureRecurring,,,,,39539338.000,38722255.000,29922753.000,27251815.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,22793515.000,26564306.000,18507703.000,26687034.000,24714765.000,21804415.000,22118810.000,21833757.000,15966543.000,13178240.000,15314416.000,11911112.000,11427057.000,11294385.000,8680492.000,8804077.000,10061136.000,11379032.000
CashAndCashEquivalentsFairValueDisclosure,,,,,2345247.000,612492.000,919650.000,1288904.000,,,,,,,,,,
CashEquivalentsAtCarryingValue,4217678.000,2755762.000,3134401.000,3205620.000,2800378.000,1350271.000,3097899.000,4717940.000,,,,,,,,,,
CertificatesOfDepositAtCarryingValue,6281763.000,5281763.000,,,,,,,,,,,,,,,,
DueFromRelatedParties,122843.000,,,,,,,,,,,,,,,,,
FinancialInstrumentsOwnedCorporateDebtAtFairValue,,,,,21341937.000,23438547.000,16049322.000,13583494.000,,,,,,,,,,
FinancialInstrumentsOwnedOtherSovereignGovernmentObligationsAtFairValue,,,,,0.000,0.000,,,,,,,,,,,,
FinancialInstrumentsOwnedStateAndMunicipalGovernmentObligationsAtFairValue,,,,,2156009.000,1654285.000,652812.000,250514.000,,,,,,,,,,
FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,,,,,6664406.000,5133654.000,5494988.000,7279295.000,,,,,,,,,,
GeneralPartnersCapitalAccount,576895.000,754634.000,776710.000,760203.000,726382.000,722681.000,782908.000,810728.000,792222.000,749444.000,794660.000,768233.000,775725.000,789235.000,836215.000,873716.000,822957.000,401172.000
GeneralPartnersCapitalAccountUnitsOutstanding,4806.777,5639.992,6484.144,6484.144,6484.144,6484.144,7460.631,7460.631,7460.631,7460.631,7460.631,7460.631,7460.631,7460.631,7460.631,7460.631,7460.631,3685.219
InterestReceivable,381.000,2423.000,,,,,,,,,,,,,,,,
InvestmentOwnedAtFairValue,,,,,39414313.000,38122266.000,27977927.000,25217021.000,25365164.000,25365164.000,18375529.000,17681422.000,,,,,,
InvestmentOwnedPercentOfNetAssets,,,,,,0.648,0.559,,0.619,0.619,0.547,0.594,,,,,,
Investments,18574081.000,27701701.000,16577060.000,23008241.000,19694165.000,20441641.000,20046087.000,17861707.000,11082005.000,9014239.000,11221180.000,8858673.000,8603429.000,7126370.000,5991563.000,5342755.000,4854279.000,4586693.000
InvestmentsFairValueDisclosure,31238626.000,37407006.000,44281549.000,37096267.000,37108579.000,35115229.000,25671557.000,23912942.000,24063405.000,22973146.000,18124799.000,17430517.000,15739866.000,14336905.000,14902985.000,14403580.000,10940852.000,6767814.000
Liabilities,3432466.000,3024680.000,2280977.000,3381234.000,1720395.000,1068421.000,1118169.000,1384056.000,770993.000,797563.000,1302313.000,398837.000,557432.000,535073.000,1085918.000,470094.000,343098.000,236233.000
LiabilitiesAndStockholdersEquity,60434036.000,73081897.000,66944295.000,66765872.000,61908856.000,59914178.000,51121913.000,47796668.000,41755305.000,36669517.000,34862014.000,30185109.000,27685662.000,25803687.000,24374411.000,23726809.000,20937104.000,18568568.000
LimitedPartnersCapitalAccount,,,,,,,,,40984312.000,35122510.000,32765041.000,29018039.000,26352505.000,24479379.000,22452278.000,22382999.000,,
MarginDepositAssets,18575837.000,23808544.000,15373302.000,23481414.000,21914387.000,20454144.000,19020911.000,17115817.000,10658407.000,9197532.000,10049111.000,8266098.000,8084690.000,6953973.000,5200629.000,4823603.000,4919163.000,4164971.000
MarketableSecurities,31298983.000,37767521.000,,,,,,,,,,,,,,,,
OtherAccruedLiabilitiesCurrentAndNoncurrent,71180.000,88041.000,80898.000,80202.000,75808.000,73695.000,62439.000,58229.000,50723.000,45641.000,41389.000,36504.000,33398.000,31151.000,28103.000,27543.000,25150.000,22693.000
OtherLiabilities,2458683.000,1332418.000,1426321.000,1632356.000,420568.000,335069.000,236268.000,299548.000,271868.000,219758.000,62372.000,53421.000,5068.000,18068.000,96868.000,14068.000,225068.000,
OtherPayablesToBrokerDealersAndClearingOrganizations,9427.000,8608.000,9096.000,9905.000,12648.000,9829.000,8669.000,8108.000,3986.000,5586.000,4923.000,3791.000,4220.000,4001.000,3041.000,3604.000,2863.000,3360.000
PartnersCapital,57001570.000,70057217.000,64663318.000,63384638.000,0.000,58845757.000,50003744.000,46412612.000,,35871954.000,33559701.000,29786272.000,27128230.000,25268614.000,23288493.000,23256715.000,20594006.000,18332335.000
PartnersCapitalAccountUnits,,,,,6484.144,6484.144,,,,,,,,,,,,
PayablesToBrokerDealersAndClearingOrganizations,5938.000,6822.000,6169.000,5810.000,5065.000,4920.000,3885.000,3794.000,3605.000,3278.000,2977.000,2545.000,2224.000,1891.000,1824.000,1569.000,1226.000,764.000
StockholdersEquity,57001570.000,70057217.000,64663318.000,63384638.000,60188461.000,58845757.000,50003744.000,46412612.000,40984312.000,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,57001570.000,70057217.000,64663318.000,63384638.000,60188461.000,58845757.000,50003744.000,46412612.000,40984312.000,35871954.000,33559701.000,29786272.000,27128230.000,25268614.000,23288493.000,23256715.000,20594006.000,18332335.000
