,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,,-20500000.000,13349000.000
AssetImpairmentCharges,,,,0.000,0.000
AssetManagementCosts,,,,9275000.000,9604000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2408000.000,,
ComprehensiveIncomeNetOfTax,,,2931000.000,19451000.000,-11539000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-203840000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-200909000.000,-87033000.000,-155788000.000
CostOfOtherPropertyOperatingExpense,,,,10100000.000,10069000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,2980000.000,2980000.000
DepreciationAmortizationAndAccretionNet,,,,-468000.000,785000.000
DepreciationAndAmortization,3708000.000,3712000.000,3859000.000,4393000.000,3696000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,,,795000.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,,,,21392000.000,-5776000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,,,,-6588000.000,-8528000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,,,0.000,0.000
FeesAndCommissions,8629000.000,8379000.000,9255000.000,9954000.000,9757000.000
GainLossOnDispositionOfProperty,,,,800000.000,2100000.000
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,12500000.000,400000.000
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,,,,57100000.000,2100000.000
GainLossOnSaleOfDerivatives,,,850000.000,,
GainLossOnSaleOfEquityInvestments,,,,30100000.000,1600000.000
GainLossOnSaleOfInvestments,1324000.000,132000.000,,820000.000,598000.000
GainLossOnSaleOfMortgageLoans,7748000.000,7398000.000,10413000.000,10969000.000,15361000.000
GeneralAndAdministrativeExpense,22314000.000,25981000.000,27302000.000,26611000.000,23467000.000
IncomeLossAttributableToNoncontrollingInterest,,,,-108209000.000,-144920000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-92936000.000,-131796000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-236243000.000,-64132000.000,-209193000.000,-108339000.000,-150655000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-236230000.000,-64045000.000,-209253000.000,-108426000.000,-150003000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.030,0.070,-0.020,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.030,0.070,-0.020,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,,,,
IncomeLossFromEquityMethodInvestments,,,,58000.000,55000.000
IncomeTaxExpenseBenefitContinuingOperations,-13000.000,-87000.000,60000.000,-87000.000,-652000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-7376000.000,,
IncreaseDecreaseInDeferredRevenue,,,-1528000.000,,
IncreaseDecreaseInDepositOtherAssets,,,,-23549000.000,0.000
IncreaseDecreaseInMortgageLoansHeldForSale,,,-106101000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,1630000.000,,
IncreaseDecreaseInReceivables,,,-416000.000,,
IncreaseDecreaseInRestrictedCash,,,472000.000,,
InterestExpense,16075000.000,21599000.000,12671000.000,17515000.000,14007000.000
InterestIncomeOperating,12266000.000,9955000.000,12136000.000,10765000.000,11072000.000
LaborAndRelatedExpense,,,,12562000.000,12614000.000
LeaseAndRentalExpense,,,,853000.000,803000.000
LiabilitiesAssumed1,,,2181000.000,,
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear,,,,,2163000.000
LossesGainsOnSalesOfAssetsAndAssetImpairmentCharges,,,,678000.000,0.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,7123000.000,,
MinorityInterestInNetIncomeLossLimitedPartnerships,,,,108209000.000,144920000.000
MinorityInterestInNetIncomeLossOtherMinorityInterests,,,,-169000.000,876000.000
MinorityInterestIncreaseFromStockIssuance,,,29845000.000,,
MortgageLoansOnRealEstateOtherDeductions,,,,1830000.000,
NetCashProvidedByUsedInFinancingActivities,,,-106054000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-106054000.000,,
NetCashProvidedByUsedInInvestingActivities,,,3244000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,3244000.000,,
NetCashProvidedByUsedInOperatingActivities,,,100402000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,100402000.000,,
NetIncomeLoss,9682000.000,23815000.000,-5399000.000,-1942000.000,-5763000.000
NetIncomeLossAttributableToNoncontrollingInterest,-245912000.000,-87860000.000,-203854000.000,106484000.000,-144240000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,,,,-1556000.000,-1556000.000
NoninterestExpense,,,,12512000.000,12377000.000
NoninterestIncome,,,,-12538000.000,-12402000.000
OperatingExpenses,174039000.000,63130000.000,116280000.000,102025000.000,158789000.000
OperatingIncomeLoss,-117584000.000,-10466000.000,-55829000.000,-41863000.000,-95117000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,8344000.000,21393000.000,-5785000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,106484000.000,144249000.000
OtherExpenses,,,,3473000.000,2819000.000
OtherNoninterestExpense,,,,1029000.000,54333000.000
OtherNonoperatingGainsLosses,-122595000.000,-53798000.000,-153364000.000,-67354000.000,-56684000.000
OtherOperatingIncome,598000.000,393000.000,1070000.000,1269000.000,673000.000
OtherSalesRevenueNet,,,,16000.000,327000.000
PaidInKindInterest,,,4100000.000,,
PaymentOfFinancingAndStockIssuanceCosts,,,100000.000,,
PaymentsOfDividends,,,1556000.000,,
PaymentsToAcquireEquityMethodInvestments,,,3193000.000,,
PaymentsToAcquireInvestments,,,72000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,438000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfMortgageBackedSecuritiesMBS,,,6000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,,2200000.000,,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,49000.000,,
ProceedsFromSaleOfEquityMethodInvestments,,,7362000.000,,
ProfessionalAndContractServicesExpense,,,,1250000.000,1250000.000
ProfessionalFees,,,,2984000.000,3439000.000
ProfitLoss,-236230000.000,-64045000.000,-209253000.000,-108426000.000,-150003000.000
ProvisionForDoubtfulAccounts,,,3287000.000,45345000.000,-1294000.000
ProvisionForLoanAndLeaseLosses,,,-600000.000,,
ProvisionForLoanLeaseAndOtherLosses,-5872000.000,-39644000.000,6005000.000,-241000.000,14738000.000
RentalIncomeNonoperating,,,,26845000.000,26170000.000
RepaymentsOfLongTermDebt,,,2976000.000,,
Revenues,56455000.000,52664000.000,60451000.000,60162000.000,63672000.000
SalesRevenueNet,55857000.000,52271000.000,59381000.000,58893000.000,62999000.000
SellingGeneralAndAdministrativeExpense,,,,12267000.000,6989000.000
ServicingFeesNet,,,,6647000.000,6807000.000
WeightedAverageNumberOfDilutedSharesOutstanding,349166000.000,349166000.000,349166000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,349166000.000,349166000.000,349166000.000,349166000.000,349166000.000
