,2011-12-31,2012-12-31,2013-12-31,2014-12-31
ComprehensiveIncomeNetOfTax,,,-7269386.000,-11147477.000
CostsAndExpenses,346540.000,356586.000,332601.000,293486.000
DeferredIncomeTaxExpenseBenefit,-4987050.000,10164968.000,-403014.000,7827367.000
EffectiveIncomeTaxRateContinuingOperations,,0.500,0.050,-2.400
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-0.360,-2.930
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLeases,,0.270,0.000,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.000,0.000,
EffectiveIncomeTaxRateReconciliationTaxCredits,,0.010,0.010,0.030
EquityMethodInvestmentRealizedGainLossOnDisposal,799289.000,,,
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,,26254956.000,,
GeneralAndAdministrativeExpense,55694.000,53437.000,53991.000,54016.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,0.000,0.000,0.000
IncomeLossAttributableToParent,1546026.000,9907968.000,-7349944.000,-11085078.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3441024.000,20076867.000,-7756888.000,-3257711.000
IncomeLossFromEquityMethodInvestments,-3899685.000,-5839077.000,-7434403.000,-2972256.000
IncomeTaxExpenseBenefit,-4987050.000,10168899.000,-406944.000,7827367.000
IncomeTaxExpenseBenefitContinuingOperations,,10169000.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,2793000.000,9557000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,7027000.000,-2715000.000,-1140000.000
IncomeTaxReconciliationNondeductibleExpenseLeases,,5335000.000,,
IncomeTaxReconciliationOtherReconcilingItems,,15000.000,,
IncomeTaxReconciliationTaxCredits,,118000.000,88000.000,109000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,105011.000,104635.000,-88618.000,56630.000
IncreaseDecreaseInAccruedTaxesPayable,,3931.000,-3931.000,
InterestExpenseRelatedParty,41333.000,43678.000,37937.000,
InvestmentIncomeInterest,5912.000,17574.000,10116.000,8031.000
NetCashProvidedByUsedInContinuingOperations,7764383.000,2368190.000,-1275187.000,-1280025.000
NetCashProvidedByUsedInFinancingActivities,,-63036389.000,-864083.000,-1051200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-63036389.000,-864083.000,-1051200.000
NetCashProvidedByUsedInInvestingActivities,8000000.000,65638956.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,8000000.000,65638956.000,,
NetCashProvidedByUsedInOperatingActivities,-235617.000,-234377.000,-411104.000,-228825.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-235617.000,-234377.000,-411104.000,-228825.000
PartnersCapitalAccountReturnOfCapital,,63036389.000,114083.000,1051200.000
PaymentsOfCapitalDistribution,,63036389.000,114083.000,1051200.000
ProceedsFromSaleOfEquityMethodInvestments,8000000.000,,,
ProfessionalFees,249513.000,259471.000,240673.000,239470.000
RepaymentsOfRelatedPartyDebt,,,750000.000,
Revenues,-3094484.000,20433453.000,-7424287.000,-2964225.000
SalesRevenueNet,-3094484.000,20433453.000,-7424287.000,-2964225.000
