,2011-12-31
AmortizationOfFinancingCosts,2900000.000
CapitalExpendituresIncurredButNotYetPaid,700000.000
CashPeriodIncreaseDecrease,-9300000.000
CostOfGoodsAndServicesSold,1445700000.000
DeferredIncomeTaxExpenseBenefit,15400000.000
DepreciationAndAmortization,21200000.000
DepreciationDepletionAndAmortization,23300000.000
DirectOperatingCosts,175700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,93000000.000
IncomeTaxExpenseBenefit,31800000.000
IncomeTaxesPaid,21800000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,17200000.000
IncreaseDecreaseInInventories,93600000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-200000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-500000.000
IncreaseDecreaseInReceivables,48600000.000
InterestExpense,42200000.000
InterestPaid,40800000.000
NetCashProvidedByUsedInFinancingActivities,117400000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,117400000.000
NetCashProvidedByUsedInInvestingActivities,-109600000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-109600000.000
NetCashProvidedByUsedInOperatingActivities,-17100000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-17100000.000
NetIncomeLoss,61200000.000
OperatingIncomeLoss,135300000.000
OtherNonoperatingIncomeExpense,-100000.000
PaymentsOfFinancingCosts,2900000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,88100000.000
PaymentsToAcquireProductiveAssets,21800000.000
ProceedsFromIncomeTaxRefunds,400000.000
ProceedsFromLinesOfCredit,233800000.000
ProceedsFromSaleOfProductiveAssets,300000.000
ProvisionForDoubtfulAccounts,2900000.000
RepaymentsOfLinesOfCredit,112100000.000
RepaymentsOfLongTermDebt,1400000.000
Revenues,1885900000.000
SalesRevenueNet,1885900000.000
SellingGeneralAndAdministrativeExpense,108000000.000
ShareBasedCompensation,1500000.000
