,2011-12-21,2012-09-30,2013-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,25000.000,20507.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-180.000,-86.000
DebtInstrumentDecreaseForgiveness,,,91759.000
EarningsPerShareBasicAndDiluted,,0.000,-0.000
EffectiveIncomeTaxRateContinuingOperations,,-0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.150,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.050,
GainsLossesOnExtinguishmentOfDebt,,,91759.000
GeneralAndAdministrativeExpense,,36080.000,21537.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-36080.000,-21537.000
IncreaseDecreaseInAccountsPayable,,1000.000,14507.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,24000.000,6000.000
IncreaseDecreaseInIncomeTaxes,,,-7300.000
NetCashProvidedByUsedInContinuingOperations,,11080.000,-1030.000
NetCashProvidedByUsedInFinancingActivities,,10900.000,944.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,10900.000,944.000
NetIncomeLoss,,-36080.000,-21537.000
OperatingCostsAndExpenses,,,16500.000
OperatingExpenses,,36080.000,21537.000
OperatingIncomeLoss,,,-21537.000
PartnersCapitalAccountContributions,,,56.000
ProfitLoss,,,-21537.000
RepaymentOfNotesReceivableFromRelatedParties,,10900.000,1000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,7300.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,20.000,-16500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,10193000.000,10193000.000
