,2011-09-30,2012-03-31,2012-09-30,2013-03-31
AdvertisingExpense,,,1800000.000,377261.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,1875215.000
AmortizationOfIntangibleAssets,,516966.000,570436.000,644802.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,514000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,24642936.000,,117873842.000
ComprehensiveIncomeNetOfTax,27406665.000,12779106.000,9633564.000,12163238.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,13718.000,-1297.000,-20093.000,13275.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,27420383.000,12777809.000,9613471.000,12176513.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,9300000.000
CostOfGoodsAndServicesSold,358049826.000,338651649.000,376246415.000,343913400.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,0.072
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,0.059
DefinedContributionPlanCostRecognized,,,,655743.000
Depreciation,,5537984.000,6090056.000,5899289.000
EarningsPerShareBasic,0.460,0.330,0.300,0.290
EarningsPerShareDiluted,0.460,0.330,0.300,0.280
EffectOfExchangeRateOnCashAndCashEquivalents,,226450.000,,730560.000
ForeignCurrencyTransactionGainLossBeforeTax,-140528.000,,,
GeneralAndAdministrativeExpense,7423392.000,9416975.000,9694515.000,11117768.000
GrossProfit,40036664.000,35475735.000,39498251.000,38444618.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,19120854.000,13388484.000,12361115.000,11432339.000
IncomeTaxExpenseBenefit,799129.000,1193329.000,1331286.000,811687.000
IncomeTaxesPaid,,819660.000,,1199986.000
IncreaseDecreaseInAccountsPayable,,28643061.000,,1546201.000
IncreaseDecreaseInAccountsReceivable,,31521161.000,,37228084.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,373669.000,,-400248.000
IncreaseDecreaseInAccruedLiabilities,,388216.000,,933980.000
IncreaseDecreaseInCustomerAdvances,,-3541776.000,,-2614682.000
IncreaseDecreaseInCustomerDeposits,,-338991.000,,
IncreaseDecreaseInDeferredCharges,,-1855.000,,
IncreaseDecreaseInDepositsOutstanding,,-1489444.000,,218259.000
IncreaseDecreaseInDueFromOtherRelatedPartiesCurrent,,-2160068.000,,
IncreaseDecreaseInInventories,,13251435.000,,-3474455.000
IncreaseDecreaseInOtherAccountsPayable,,-2035430.000,,-318966.000
IncreaseDecreaseInOtherOperatingAssets,,118029.000,,2023.000
IncreaseDecreaseInOtherReceivables,,950981.000,,124907.000
IncreaseDecreaseInPrepaidExpense,,-75128.000,,-60153.000
IncreaseDecreaseInRestrictedCashAndInvestments,,,,-4371725.000
InterestIncomeExpenseNonoperatingNet,-7017272.000,-7625481.000,-8280935.000,-8289066.000
InterestPaid,,8122027.000,,9596014.000
NetCashProvidedByUsedInFinancingActivities,,52669369.000,,141397130.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,52669369.000,,141397130.000
NetCashProvidedByUsedInInvestingActivities,,-24597076.000,,-7702817.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-24597076.000,,-7702817.000
NetCashProvidedByUsedInOperatingActivities,,-3655807.000,,-16551031.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3655807.000,,-16551031.000
NetIncomeLoss,18322892.000,12197315.000,11043330.000,10609714.000
NetIncomeLossAttributableToNoncontrollingInterest,-1167.000,-2160.000,-13501.000,10938.000
NonoperatingIncomeExpense,-5605307.000,-6146528.000,-5919090.000,-7112023.000
NumberOfOperatingSegments,,,,1.000
OperatingExpenses,15310503.000,15940723.000,21218046.000,19900256.000
OperatingIncomeLoss,24726161.000,19535012.000,18280205.000,18544362.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,9098658.000,582654.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,14885.000,863.000,-6592.000,2337.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,9083773.000,581791.000,-1409766.000,1553524.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-1416358.000,1555861.000
OtherNoncashIncome,,129699.000,,21236.000
OtherNonoperatingIncome,1142388.000,915348.000,1507872.000,776718.000
OtherNonoperatingIncomeExpense,410105.000,563605.000,853973.000,400325.000
OtherOperatingActivitiesCashFlowStatement,,,,-88790.000
PaymentsForConstructionInProcess,,11461585.000,,5413842.000
PaymentsForProceedsFromOtherDeposits,,10555624.000,,
PaymentsForRepurchaseOfCommonStock,,2812322.000,,
PaymentsToAcquireLandHeldForUse,,,,21559.000
PaymentsToAcquirePropertyPlantAndEquipment,,2585772.000,,2267416.000
ProceedsFromCollectionOfOtherReceivables,,,1677148.000,
ProceedsFromIssuanceOfLongTermDebt,,7926069.000,,54790156.000
ProceedsFromLongTermCapitalLeaseObligations,,,,29529346.000
ProceedsFromOtherShortTermDebt,,,,95181970.000
ProceedsFromRepaymentsOfNotesPayable,,9806307.000,,-39447085.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,5905.000,,
ProceedsFromShortTermDebt,,88785573.000,,60524010.000
ProfitLoss,18321725.000,12195155.000,11029829.000,10620652.000
