,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1410495.000,,,
CostsAndExpenses,,212996.000,258414.000,185308.000,188664.000,184241.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,159807.000,207638.000,
IncomeLossAttributableToParent,112320.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,43237.000,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,311.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,206.000,,,
IncreaseDecreaseInPrepaidExpense,,,-4630.000,,,
IncreaseDecreaseInRestrictedCash,,,426925.000,,,
InvestmentIncomeInterest,1422.000,2550.000,1515.000,4348.000,11294.000,19633.000
InvestmentIncomeNet,-198797.000,-210446.000,-256899.000,-180960.000,-178205.000,-161897.000
NetCashProvidedByUsedInFinancingActivities,,,978190.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,978190.000,,,
NetCashProvidedByUsedInOperatingActivities,,,432305.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,432305.000,,,
NetIncomeLoss,,555809.000,347309.000,-59414.000,-9521.000,-841932.000
NoninterestExpenseInvestmentAdvisoryFees,85834.000,92085.000,94956.000,99742.000,101240.000,96269.000
OperatingExpenses,200219.000,15949.000,23028.000,25190.000,28480.000,30367.000
OtherExpenses,21432.000,,,,,
PaymentsToAcquireHeldToMaturitySecurities,,,1949824.000,,,
ProceedsFromOtherEquity,,,1001406.000,,,
ProceedsFromSaleOfHeldToMaturitySecurities,,,1949943.000,,,
RevenuesExcludingInterestAndDividends,311117.000,766255.000,604208.000,121546.000,168684.000,-680035.000
TradingSecuritiesUnrealizedHoldingGainLoss,,,,,-835.000,
