,2013-12-31,2014-12-31,2015-12-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,95418000.000,126818000.000
AdjustmentsToAdditionalPaidInCapitalOther,2350000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1457000.000,,814000.000
AdvertisingExpense,2753000.000,,4198000.000
AmortizationOfBelowMarketLease,94000.000,,0.000
AmortizationOfDebtDiscountPremium,2643000.000,,3233000.000
AmortizationOfFinancingCosts,2557000.000,2535000.000,2984000.000
AssetImpairmentCharges,1294000.000,,6000000.000
BusinessCombinationAcquisitionRelatedCosts,,,3700000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,1378000.000,,0.000
BusinessCombinationIntegrationRelatedCosts,3808000.000,,12300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-13550000.000,2349000.000,1721000.000
ComprehensiveIncomeNetOfTax,-345154000.000,-37161000.000,-75573000.000
CostOfRevenue,265541000.000,292999000.000,329250000.000
CurrentFederalTaxExpenseBenefit,0.000,,0.000
CurrentForeignTaxExpenseBenefit,236000.000,,744000.000
CurrentIncomeTaxExpenseBenefit,471000.000,,886000.000
CurrentStateAndLocalTaxExpenseBenefit,235000.000,,142000.000
DeferredFederalIncomeTaxExpenseBenefit,-75817000.000,,0.000
DeferredForeignIncomeTaxExpenseBenefit,-109000.000,,0.000
DeferredIncomeTaxExpenseBenefit,-85398000.000,,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-9472000.000,,0.000
DefinedContributionPlanCostRecognized,6975000.000,,7735000.000
Depreciation,21219000.000,22350000.000,21197000.000
EffectOfExchangeRateOnCashAndCashEquivalents,-165000.000,-139000.000,-107000.000
EffectiveIncomeTaxRateContinuingOperations,0.197,,-0.012
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-0.374
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,-0.007,,-0.007
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.001,,0.004
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,-0.170,,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000,,-0.011
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.021,,0.037
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,-0.002,,-0.004
ForeignCurrencyTransactionGainLossUnrealized,-24000.000,-930000.000,-1805000.000
GainLossOnContractTermination,,,-2477000.000
GainsLossesOnExtinguishmentOfDebt,-2353000.000,,0.000
GeneralAndAdministrativeExpense,41042000.000,55937000.000,65155000.000
GoodwillAcquiredDuringPeriod,,41143000.000,
GoodwillImpairmentLoss,366662000.000,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-75485000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-59708000.000,-74579000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,906000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-429916000.000,,-74580000.000
IncomeLossFromSubsidiariesBeforeTax,,0.000,0.000
IncomeTaxExpenseBenefit,-84927000.000,-22686000.000,886000.000
IncomeTaxesPaid,420000.000,,549000.000
IncreaseDecreaseInAccountsAndOtherReceivables,-7644000.000,,10405000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-40385000.000,,12684000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,107000.000,,378000.000
IncreaseDecreaseInBookOverdrafts,0.000,,
IncreaseDecreaseInDeferredRevenue,2815000.000,,4760000.000
IncreaseDecreaseInOperatingCapital,,-13179000.000,-2172000.000
