,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,71108000.000,74312000.000,103852000.000,122232000.000,98007000.000,88855000.000,159420000.000,107553000.000,94653000.000,134153000.000,144379000.000,130490000.000,135300000.000,139396000.000,182031000.000,168346000.000,172373000.000,128670000.000,110704000.000,96442000.000,91437000.000,92692000.000,95422000.000,111638000.000,127116000.000
AccountsReceivableNetCurrent,433180000.000,444214000.000,460540000.000,,,,,,,,,,,,,,,,,,,,286998000.000,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,37789000.000,,,,35842000.000,,,,38328000.000,,,,42538000.000,,,,38992000.000,,,,31443000.000,,
AccruedIncomeTaxesCurrent,,,17075000.000,,,,1325000.000,,,,,,,,10611000.000,,,,,,,,,,
AccruedLiabilitiesCurrent,138758000.000,182427000.000,192898000.000,186446000.000,167519000.000,204578000.000,176615000.000,274475000.000,166237000.000,254732000.000,189684000.000,229998000.000,184847000.000,244539000.000,282278000.000,234932000.000,176256000.000,175282000.000,198053000.000,269946000.000,240665000.000,194645000.000,234639000.000,174920000.000,174261000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1663991000.000,,,,1954527000.000,,,,2344812000.000,,,,2711279000.000,,,,3036415000.000,,,,3342896000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,191103000.000,126126000.000,158464000.000,184943000.000,146871000.000,189851000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,,,134433000.000,65851000.000,64199000.000,59115000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,22199000.000,27218000.000,26679000.000,26139000.000,25583000.000,23044000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,184083000.000,168904000.000,98908000.000,131785000.000,158804000.000,121288000.000,166807000.000,167106000.000,205054000.000,105457000.000,132530000.000,129716000.000,113425000.000,112445000.000,83126000.000,41078000.000,40072000.000,36962000.000,-1377000.000,-12074000.000,-13214000.000,-3156000.000,-204000.000,12574000.000,2433000.000
AdditionalPaidInCapitalCommonStock,200095000.000,205009000.000,210909000.000,218724000.000,225917000.000,231044000.000,236240000.000,254689000.000,265943000.000,273287000.000,288758000.000,322889000.000,359995000.000,376465000.000,383972000.000,395325000.000,402442000.000,409159000.000,420141000.000,427590000.000,436117000.000,442883000.000,448452000.000,463859000.000,470918000.000
AllowanceForDoubtfulAccountsReceivableCurrent,761000.000,761000.000,776000.000,745000.000,746000.000,747000.000,942000.000,944000.000,4715000.000,4697000.000,4795000.000,4795000.000,4601000.000,4601000.000,4597000.000,4597000.000,4592000.000,4592000.000,6181000.000,6167000.000,5148000.000,1828000.000,2696000.000,5016000.000,6397000.000
