,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableCurrentAndNoncurrent,,,,,,,,10609.000,,,,,2460.000,,
AccruedLiabilitiesCurrent,,,,0.000,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,0.000,0.000,0.000,,,,,,,,,,,,
Assets,29802.000,19803.000,22004.000,22005.000,22005.000,27006.000,27007.000,43968.000,34839.000,34839.000,39867.000,29928.000,37130.000,61393.000,38060.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,,185734.000,,,,,,,
CapitalUnitsOutstanding,,,,,,,,24903.000,24903.000,24903.000,24858.000,24853.000,24803.000,24803.000,24793.000
Cash,29802.000,19803.000,22004.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,22005.000,22005.000,27006.000,27007.000,27618.000,17009.000,17009.000,17010.000,17011.000,25473.000,55246.000,35249.000
CashEquivalentsAtCarryingValue,,,,22005.000,22005.000,,,,,,,0.000,,,
DueFromAffiliates,,,,,,,,,,,,,,,0.000
DueToRelatedPartiesCurrentAndNoncurrent,1039522.000,1071079.000,1028167.000,1059790.000,1113346.000,1120712.000,1138954.000,1170183.000,1272786.000,1264392.000,1303757.000,1322527.000,1019536.000,20378.000,39447.000
GeneralPartnersCapitalAccount,-74282.000,-74698.000,4953.000,4637.000,4101.000,4078.000,3895.000,3647.000,2636.000,73010.000,72666.000,72379.000,75456.000,-365235.000,-365659.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,,0.000,,,,,
Liabilities,1039522.000,1071079.000,1028167.000,1059790.000,1113346.000,1120712.000,1138954.000,1180792.000,1272786.000,1264392.000,1303757.000,1322527.000,1021996.000,20378.000,39447.000
LiabilitiesAndStockholdersEquity,29802.000,19803.000,22004.000,22005.000,22005.000,27006.000,27007.000,43968.000,34839.000,34839.000,39867.000,29928.000,37130.000,61393.000,38060.000
LimitedPartnersCapitalAccount,-935438.000,-976578.000,-1011116.000,-1042422.000,-1095442.000,-1097784.000,-1115842.000,-1140471.000,-1240583.000,-1302563.000,-1336556.000,-1364978.000,-1060322.000,406250.000,364272.000
LimitedPartnersCapitalAccountUnitsAuthorized,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
LimitedPartnersCapitalAccountUnitsIssued,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,24903.000,24903.000,24903.000,24858.000,24853.000,24803.000,24803.000,24793.000
LimitedPartnersCapitalAccountUnitsOutstanding,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,24903.000,24903.000,24903.000,24858.000,24853.000,24803.000,24803.000,24793.000
ManagementFeePayable,,,,,676447.000,,,,,,,,,,
OtherAssets,,,,,,,,16350.000,17830.000,17830.000,22857.000,12917.000,11657.000,6147.000,2811.000
PartnersCapital,-1009720.000,-1051276.000,-1006163.000,-1037785.000,-1091341.000,-1093706.000,-1111947.000,-1136824.000,-1237947.000,-1229553.000,-1263890.000,-1292599.000,-984866.000,41015.000,-1387.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1009720.000,-1051276.000,-1006163.000,-1037785.000,-1091341.000,-1093706.000,-1111947.000,-1136824.000,-1237947.000,-1229553.000,-1263890.000,-1292599.000,-984866.000,41015.000,-1387.000
