,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsDeclaredPerUnit,,,0.000,0.000,0.000,0.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,-25541918.000,104011895.000,170018543.000,30329459.000,15589451.000
IncomeLossAttributableToParent,43563444.000,-69517847.000,56873333.000,104449106.000,-19762573.000,-17952659.000
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,0.000
InterestAndDividendIncomeOperating,-50183491.000,-42317706.000,-45827649.000,,,
InterestIncomeExpenseNet,,,,-492913.000,38457.000,1848204.000
InterestIncomeOperating,14326.000,-268920.000,-370405.000,,,
LossContingencyAccrualProvision,,,0.000,0.000,0.000,0.000
NoninterestExpenseCommissionExpense,1079201.000,1658223.000,1310913.000,1182808.000,1114645.000,909013.000
NoninterestExpenseInvestmentAdvisoryFees,20733371.000,22799470.000,21013843.000,18246934.000,20409088.000,18609590.000
NoninterestExpenseRelatedToPerformanceFees,14143666.000,519.000,6385339.000,29738237.000,11590474.000,8312.000
OperatingExpenses,50197817.000,42048786.000,45457244.000,63893716.000,49015844.000,34481301.000
OtherExpenses,1536998.000,2111326.000,2145799.000,1939953.000,2538930.000,2301140.000
PartnersCapitalAccountContributions,313211140.000,287130286.000,,,,
PartnersCapitalAccountRedemptions,135143501.000,244326653.000,,,,
RealizedInvestmentGainsLosses,99005031.000,-12985638.000,84320010.000,174445190.000,50940784.000,10105902.000
RevenuesExcludingInterestAndDividends,93746935.000,-27200141.000,102700982.000,,,
SponsorFees,13783782.000,17137471.000,15912263.000,13968592.000,14477352.000,13562259.000
TradingGainsLosses,,,,168835735.000,29214814.000,14680438.000
UnrealizedGainLossOnInvestments,,-12556280.000,19691885.000,-4426647.000,-20611325.000,5483549.000
