,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentForAmortization,,,,,14955.000,13169.000,8650.000
AdvertisingExpense,,1199.000,138.000,,,,
AmortizationOfDebtDiscountPremium,,,,,2709.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,230066.000,,,,-85313.000,,
CostOfRevenue,,,,,5571.000,207421.000,325024.000
DebtInstrumentInterestRateDuringPeriod,,,,,0.060,,
Depreciation,,,,,173841.000,179302.000,165901.000
EarningsPerShareBasicAndDiluted,0.000,-0.010,0.000,-0.040,-0.010,-0.000,-0.000
GeneralAndAdministrativeExpense,4135.000,107767.000,267433.000,,,,
IncreaseDecreaseInAccountsReceivable,,,,,82711.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,999.000,,
InterestExpense,,,,,185243.000,192492.000,195328.000
InterestPaid,,,,,182534.000,,
ManagementFeesRevenue,,,,,4800.000,4284.000,3269.000
NetCashProvidedByUsedInFinancingActivities,246501.000,,,,-13999.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,246501.000,,,,-13999.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-11995.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-11995.000,,
NetCashProvidedByUsedInOperatingActivities,-16435.000,,,,-59319.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16435.000,,,,-59319.000,,
NetIncomeLoss,-16435.000,-107767.000,-44467.000,-1957276.000,-334534.000,-124843.000,-101488.000
OfficersCompensation,,424.000,11009.000,,,,
OperatingExpenses,,,,,506286.000,499215.000,534558.000
OperatingIncomeLoss,-16435.000,-107767.000,-44467.000,-1684400.000,-149291.000,67649.000,93840.000
OtherIncome,,,,,3279.000,407671.000,595463.000
PaymentsForCommissions,,,,,64000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,11995.000,,
ProceedsFromIssuanceOfCommonStock,246501.000,,,,,,
ProceedsFromIssuanceOfDebt,,,,,950000.000,,
ProceedsFromRelatedPartyDebt,,,,,-10836.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,64000.000,,
ProfessionalFees,10750.000,1250.000,1629.000,,,,
RepaymentsOfDebt,,,,,74335.000,,
RepaymentsOfRelatedPartyDebt,,,,,942828.000,,
Revenues,,,222966.000,,362566.000,774285.000,953422.000
SalesRevenueNet,,,222966.000,,359287.000,366614.000,357959.000
SellingGeneralAndAdministrativeExpense,,1568.000,2125.000,,317490.000,306744.000,360007.000
TravelAndEntertainmentExpense,,3381.000,1103.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,53204812.000,53204812.000
