,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,5000000.000
CapitalExpendituresIncurredButNotYetPaid,59245000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,,,,0.000,,,,0.000,,,,
ComprehensiveIncomeNetOfTax,-59840000.000,-213477000.000,-43559000.000,-59977000.000,,,,,,,,,
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,141656000.000,,,,302500000.000,,,,306000000.000
ContributionOfProperty,,,,,,,,,252802000.000,,,,0.000
CostOfGoodsSold,,,,,,,,,3688000.000,52226000.000,161829000.000,198003000.000,510000000.000
CostsAndExpensesRelatedParty,,5000.000,29000.000,,50000.000,78000.000,328000.000,875000.000,1014000.000,21518000.000,43468000.000,62423000.000,59000000.000
Depreciation,92000.000,269000.000,310000.000,296000.000,406000.000,412000.000,461000.000,,,,,,45000000.000
DepreciationDepletionAndAmortization,,,,,,,,,2138000.000,9976000.000,25749000.000,45375000.000,47000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,,-41000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,0.000,0.000,0.000,0.000,0.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,0.000,0.000,0.000,0.000,0.000,,,,
GainLossOnDerivativeInstrumentsNetPretax,-34923000.000,-60255000.000,5508000.000,-28871000.000,-36439000.000,1214000.000,-10872000.000,4375000.000,-11278000.000,-4752000.000,2557000.000,7539000.000,-2000000.000
GainLossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurringNet,0.000,0.000,0.000,0.000,,,,,,,,,
GainLossOnSaleOfDerivatives,,,,,37062000.000,,,,2832000.000,,,,11000000.000
GainsLossesOnExtinguishmentOfDebt,0.000,-114335000.000,0.000,0.000,-88992000.000,-7281000.000,0.000,0.000,0.000,-26305000.000,-25765000.000,-110000.000,-42000000.000
GeneralAndAdministrativeExpense,1523000.000,1823000.000,513000.000,1446000.000,1158000.000,1562000.000,1307000.000,1610000.000,1299000.000,2357000.000,1818000.000,1772000.000,2000000.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,0.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,,,,,,,11000000.000
IncreaseDecreaseInAccountsPayable,0.000,,,,-1659000.000,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,-2538000.000,,,,-39000000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,,,,,-56000000.000
IncreaseDecreaseInAccruedLiabilities,-4000.000,,,,577000.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,-10000000.000
IncreaseDecreaseInDueToAffiliates,,,,,23597000.000,,,,-1666000.000,,,,2000000.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,3406000.000,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,,2721000.000,,,,-18000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,387000.000,,,,,,,,4450000.000,,,,-3000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,656000.000,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,,,-559801000.000,,,,-739913000.000,,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,-19292000.000,,,,-53635000.000,,,,-42988000.000,,,,
InterestCostsCapitalized,74000000.000,95200000.000,92800000.000,112000000.000,109700000.000,117900000.000,129100000.000,138400000.000,141217000.000,125690000.000,102289000.000,93894000.000,81000000.000
InterestCostsIncurred,,95200000.000,109600000.000,,116100000.000,130800000.000,141100000.000,143500000.000,147223000.000,152948000.000,168228000.000,180516000.000,186000000.000
InterestExpense,0.000,0.000,16773000.000,7136000.000,6394000.000,12915000.000,11952000.000,5069000.000,6006000.000,27258000.000,65939000.000,86622000.000,105000000.000
InterestPaidNet,16567000.000,,,,0.000,,,,26543000.000,,,,154000000.000
LimitedPartnersCapitalAccountDistributionAmount,-745000.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,0.000,,,,0.000,,,,1585000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,0.000,,,,0.000,,,,1585000000.000
NetCashProvidedByUsedInInvestingActivities,0.000,,,,0.000,,,,0.000,,,,-528000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,0.000,,,,0.000,,,,-528000000.000
NetCashProvidedByUsedInOperatingActivities,0.000,,,,0.000,,,,0.000,,,,116000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,0.000,,,,0.000,,,,116000000.000
NetIncomeLoss,-59840000.000,-213477000.000,-43559000.000,-59977000.000,-169549000.000,-48101000.000,-12835000.000,-35132000.000,-47241000.000,-86690000.000,-104343000.000,44809000.000,-4000000.000
NonoperatingIncomeExpense,-34852000.000,-174837000.000,-11194000.000,-35931000.000,-131761000.000,-18824000.000,-22726000.000,-674000.000,-17180000.000,-58169000.000,-88968000.000,-78995000.000,-149000000.000
OilAndGasSalesRevenue,,,,,,,,,0.000,85326000.000,248188000.000,205940000.000,492000000.000
OperatingCostsAndExpenses,-473000.000,2035000.000,2353000.000,2156000.000,2409000.000,997000.000,-30483000.000,-819000.000,4435000.000,11637000.000,24588000.000,33125000.000,39000000.000
OperatingExpenses,24988000.000,38640000.000,32365000.000,24046000.000,37788000.000,29277000.000,-9891000.000,34458000.000,30089000.000,113847000.000,279799000.000,359829000.000,678000000.000
OperatingIncomeLoss,-24988000.000,-38640000.000,-32365000.000,-24046000.000,-37788000.000,-29277000.000,9891000.000,-34458000.000,-30061000.000,-28521000.000,-15375000.000,123804000.000,145000000.000
OtherComprehensiveIncomeLossNetOfTax,0.000,0.000,0.000,0.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,0.000,0.000,0.000,0.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,0.000,0.000,0.000,0.000,,,,,,,,,
OtherNoncashIncomeExpense,0.000,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,71000.000,-247000.000,71000.000,76000.000,64000.000,158000.000,98000.000,20000.000,104000.000,146000.000,179000.000,198000.000,
OtherSalesRevenueNet,,,,,,,,,28000.000,,,,
PaymentsForAdvanceToAffiliate,-4652000.000,,,,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,30613000.000,,,,28157000.000,,,,0.000
PaymentsOfDebtIssuanceCosts,13957000.000,,,,49662000.000,,,,0.000,,,,26000000.000
PaymentsToAcquirePropertyPlantAndEquipment,726711000.000,,,,529188000.000,,,,711756000.000,,,,528000000.000
ProceedsFromContributionsFromParent,4621000.000,,,,5307000.000,,,,1250000.000,,,,0.000
ProceedsFromIssuanceOfDebt,,,,,,,,,,,,,2314000000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,2000000000.000,,,,785000000.000,,,,
