,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,10680.000,,,
ComprehensiveIncomeNetOfTax,,,-255457.000,-79210.000,-61725.000,-94026.000,-129859.000,-603450.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-19435.000,-23588.000,-12605.000,-6160.000,1433.000,-68130.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-274892.000,-102798.000,-74330.000,-100186.000,-128426.000,-671580.000
ContributionsFromNoncontrollingInterests,,,,,28696.000,,,
CostOfGoodsAndServicesSold,,4365.000,,,,,,
CostOfRevenue,58384.000,,,,,,,
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-36366.000,3691.000,4414.000,-1148.000,-58345.000,66533.000
DepreciationDepletionAndAmortization,,,,,2111.000,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,-112090.000,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,-112090.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,302.000,247.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,23961.000,,,,,
EarningsPerShareBasic,0.000,0.000,,,,,,
EarningsPerShareBasicAndDiluted,,,-0.003,-0.001,-0.001,-0.001,-0.001,-0.009
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,2601.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.000,0.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,-5.000,,-4647.000,-7.000,
GeneralAndAdministrativeExpense,6609.000,85174.000,88929.000,83601.000,59340.000,69342.000,39030.000,60186.000
GrossProfit,1562.000,53334.000,,,,,,
IncomeLossAttributableToNoncontrollingInterest,,,-20885.000,-24917.000,-14103.000,-6487.000,6525.000,-68312.000
IncomeLossFromContinuingOperations,-68725.000,-67140.000,-105854.000,-81819.000,-64641.000,-92551.000,-76606.000,-669801.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-68725.000,-67121.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-126739.000,-106735.000,-78744.000,-99038.000,-70081.000,-738113.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-126739.000,-106735.000,-78744.000,-99038.000,-70081.000,-738113.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.001,-0.001,-0.001,-0.001,-0.009
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-111788.000,247.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-111788.000,247.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,4197.000,,,
IncreaseDecreaseInInventories,,,,,-50916.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,3068.000,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,5391.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,-87.000,,,
InterestIncomeExpenseNet,,18.000,-3971.000,-5036.000,-5074.000,-5071.000,-5287.000,-5068.000
NetCashProvidedByUsedInDiscontinuedOperations,,,,,242.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,,125261.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,125261.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,,-2444.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-2444.000,,,
NetCashProvidedByUsedInOperatingActivities,,,,,-114738.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,-114980.000,,,
NetIncomeLoss,,,-217641.000,-81572.000,-64641.000,-92551.000,-76606.000,-669801.000
NonoperatingIncomeExpense,,,,,5540.000,-9684.000,-5278.000,-14505.000
OperatingExpenses,70287.000,120473.000,122768.000,101706.000,84284.000,89354.000,64803.000,106436.000
OperatingIncomeLoss,,,-122768.000,-101106.000,-84284.000,-89354.000,-64803.000,-723608.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,7746.000,-36366.000,3691.000,4414.000,-1148.000,-58345.000,66533.000
OtherComprehensiveIncomeLossNetOfTax,,-59375.000,,,441400.000,,,
OtherIncome,,18.000,-3971.000,-5030.000,,,,
OtherNonoperatingIncome,,,,,10614.000,34.000,16.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,2444.000,,,
ProceedsFromMinorityShareholders,,,,,96565.000,,,
ProfessionalFees,50478.000,27499.000,19839.000,8105.000,11444.000,13012.000,12273.000,32750.000
ProfitLoss,-68725.000,-67121.000,-238526.000,-106489.000,-78744.000,-99038.000,-70081.000,-738113.000
Revenues,59946.000,57698.000,,,,,,
SalesRevenueNet,59946.000,57680.000,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,78273000.000,78273000.000,78273000.000,78273000.000,78273000.000,-156546000.000
WeightedAverageNumberOfSharesOutstandingBasic,78273000.000,78273000.000,,,,,,
