,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AmortizationOfDebtDiscountPremium,,,4000.000,,
EarningsPerShareBasicAndDiluted,,0.000,0.000,0.000,-0.000
GeneralAndAdministrativeExpense,,,,50000.000,9000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-3.000,-2000.000,-57000.000,-17000.000
IncreaseDecreaseInAccountsPayable,,,1000.000,,
IncreaseDecreaseInFinanceReceivables,,,-3000.000,,
InvestmentIncomeInterest,,-3.000,-2000.000,-7000.000,-8000.000
NetIncomeLoss,,-3.000,-2000.000,-57000.000,-17000.000
OperatingIncomeLoss,,,,-50000.000,-9000.000
ProfitLoss,,,,57000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,23422663.000,23422663.000,23422663.000,23422663.000,23422663.000
