,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetManagementCosts,4040391.000,2559969.000,2223612.000,2219818.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,82267950.000,-92046339.000,-9917913.000,2586018.000,-22513825.000,
CashPeriodIncreaseDecrease,,,,,,-4850927.000
DepreciationAmortizationAndAccretionNet,-368807.000,-236394.000,-154797.000,-88624.000,-74872.000,-448660.000
DistributedEarnings,,,0.000,0.000,0.000,0.000
DividendIncomeOperating,,,,,,16905.000
EarningsPerShareBasic,,,,-0.790,-4.120,3.080
FloorBrokerageExchangeAndClearanceFees,86836.000,100099.000,54445.000,86793.000,158402.000,175794.000
GainLossOnInvestments,-129862445.000,7483219.000,-44762143.000,-10108015.000,-56130471.000,36679030.000
GainLossOnSaleOfDebtInvestments,10510.000,2281.000,,,,
GainLossOnSaleOfDerivatives,19796919.000,-84992271.000,-39635482.000,-684350.000,,
GainLossOnSaleOfInvestments,,,,,-55724875.000,10296432.000
GainLossOnSaleOfSecuritiesNet,10510.000,2281.000,6057.000,4199.000,,
IncreaseDecreaseInAccountsPayable,-47847.000,-40562.000,-51607.000,-19085.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,-22590581.000,,,-48080.000,96170.000
IncreaseDecreaseInAccruedLiabilities,-1122.000,-5754.000,4524.000,,,
IncreaseDecreaseInCashCollateralForBorrowedSecurities,,,4049888.000,,,
IncreaseDecreaseInCommodityContractAssetsAndLiabilities,,,-7590537.000,-3564456.000,,
IncreaseDecreaseInDividendsReceivable,,,,,,4928.000
IncreaseDecreaseInPayablesToBrokerDealers,,,,-162.000,372.000,-446.000
IncreaseDecreaseInTradingLiabilities,,,,,5768874.000,-12743413.000
InterestAndDividendIncomeOperating,,,,,,465565.000
InterestExpense,,,,,111932.000,39878.000
InterestIncomeOperating,364227.000,230197.000,138275.000,86176.000,74872.000,448660.000
InterestPaid,,,,,111932.000,39878.000
InvestmentIncomeNet,-3763000.000,-2429871.000,-2139782.000,-2220435.000,,
MarketableSecuritiesRealizedGainLoss,,,,,3819.000,5903.000
MarketableSecuritiesUnrealizedGainLoss,,,,,7629.000,-10429.000
NetCashProvidedByUsedInFinancingActivities,-11174824.000,-62008486.000,-28181543.000,-1919115.000,-49010629.000,134426664.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-11174824.000,-62008486.000,-28181543.000,-1919115.000,-49010629.000,134426664.000
NetCashProvidedByUsedInOperatingActivities,93442774.000,-30037853.000,18263630.000,4505133.000,26496804.000,-139277591.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,93442774.000,-30037853.000,18263630.000,4505133.000,26496804.000,-139277591.000
NetIncomeLoss,,5053348.000,,-12328450.000,-57653563.000,35725913.000
OperatingExpenses,4127227.000,2660068.000,2278057.000,2306611.000,1597964.000,1427492.000
OperatingIncomeLoss,,,,,-1523092.000,-953117.000
PaymentsForProceedsFromInvestments,,,,,,19276827.000
PaymentsForPurchaseOfSecuritiesOperatingActivities,,,,,839000652.000,655227831.000
PaymentsForRepurchaseOfCommonStock,258281016.000,157753726.000,192467439.000,256928111.000,194016598.000,113719756.000
PaymentsToAcquireMarketableSecurities,2087169505.000,1293737736.000,1181845878.000,1206913829.000,,
ProceedsFromIssuanceOfCommonStock,247106192.000,95745240.000,164285896.000,255008996.000,145005969.000,248146420.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,2164996136.000,1373995316.000,1234496115.000,1217996074.000,,
ProceedsFromSaleOfSecuritiesOperatingActivities,,,,,917099129.000,538985029.000
ProfessionalFees,,,,,1327630.000,1211820.000
ProfitLoss,-133625445.000,5053348.000,-46901925.000,,,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,-55721056.000,10302335.000
RealizedInvestmentGainsLosses,19807429.000,-84989990.000,-39629425.000,-680151.000,,
StockIssuedDuringPeriodSharesNewIssues,,4800000.000,,,,
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,,-3400000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,95745240.000,164285896.000,255008996.000,145005969.000,248146420.000
StockIssuedDuringPeriodValueOther,,,28181543.000,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,75083468.000,,,
StockRedeemedOrCalledDuringPeriodShares,,8200000.000,200000.000,200000.000,,
StockRedeemedOrCalledDuringPeriodValue,,157753726.000,192467439.000,256928111.000,194016598.000,113719756.000
StockholdersEquityPeriodIncreaseDecrease,,62008486.000,,-14247565.000,-106664192.000,170152577.000
UnrealizedGainLossOnDerivatives,-149650300.000,92457166.000,-5121223.000,-9424287.000,,
UnrealizedGainLossOnInvestments,-149669874.000,92473209.000,-5132718.000,-9427864.000,-417044.000,26387124.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,-409415.000,26376695.000
UnrealizedGainLossOnSecurities,-19574.000,16043.000,-11495.000,-3577.000,,
UnrealizedGainOnSecurities,,9396475.000,,,,
UnrealizedLossOnSecurities,91385831.000,8325140.000,,,,
