,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,39581.000,37500.000,27188.000,70000.000,88742.000,96659.000,113909.000,114350.000,,,,
AccountsPayableCurrent,,,,,,,,,244807.000,118212.000,176295.000,63829.000
AccountsReceivableNet,,16872.000,7039.000,,,,,,145257.000,637391.000,955085.000,
AccountsReceivableNetCurrent,19030.000,,,,,,,,145257.000,637391.000,955085.000,257991.000
AccruedLiabilitiesCurrent,,37500.000,27188.000,82204.000,103411.000,110864.000,135649.000,139626.000,143161.000,115538.000,115328.000,245751.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,45046.000,34983.000,82204.000,,110864.000,135649.000,139626.000,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,76819.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,8987.000,9487.000,9987.000,10487.000,10987.000,11487.000,11487.000,-7284.000,-10286.000,-12097.000,-16500.000
AdditionalPaidInCapital,989896.000,1005966.000,1005966.000,1005966.000,1005966.000,1005966.000,1005966.000,1005966.000,-326808.000,-208785.000,-216690.000,-808148.000
Assets,97044.000,98065.000,94076.000,3000.000,4824.000,1558.000,6058.000,1000.000,1361772.000,3002210.000,3629083.000,3191681.000
AssetsCurrent,92044.000,94065.000,90576.000,,2324.000,-442.000,4558.000,,1279184.000,2987838.000,3555710.000,3101033.000
AssetsNet,,,,3000.000,,,,,,,,
AssetsNoncurrent,,,,,2500.000,2000.000,1500.000,,,,,
BankOverdrafts,,,,400.000,,,,,,,,
Cash,,-6186.000,158.000,,2324.000,-442.000,-442.000,,61313.000,382515.000,859058.000,365053.000
CashAndCashEquivalentsAtCarryingValue,4123.000,,,,2324.000,-442.000,-442.000,,61313.000,382515.000,859058.000,413230.000
CashEquivalentsAtCarryingValue,,,,,,0.000,,,,,,
CommonStockOtherSharesOutstanding,,,,,,,,,,,,927967208.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,2000000000.000,2000000000.000,1000000000.000,2500000000.000
CommonStockSharesIssued,262037165.000,270020145.000,270020145.000,272020145.000,270020145.000,270020145.000,270020145.000,270020145.000,334381399.000,343536386.000,429827024.000,50451000.000
CommonStockSharesOutstanding,262037165.000,,,272020145.000,270020145.000,270020145.000,270020145.000,270020145.000,334381399.000,343536386.000,429827024.000,50451000.000
CommonStockValue,262037.000,270020.000,270020.000,270020.000,270020.000,270020.000,270020.000,270020.000,334381.000,343536.000,429827.000,927967.000
ConvertibleNotesPayableCurrent,,,,,,,,,889620.000,2644425.000,3583423.000,3153792.000
DeferredCosts,,,,,,,,,44336.000,,55000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,0.000,0.000,0.000,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,,,,,79.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,0.000,0.000,0.000,
DeferredTaxLiabilitiesDeferredExpense,,,,,,,,,44336.000,0.000,0.000,
